Name	Tax ID	GTDB ID	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Corynebacterium simulans GCA_001586215.1	146827	GCA_001586215.1	0.12	0.053063	0.048994	1803	1144
s__Atopobium deltae GCA_001552785.1	1393034	GCA_001552785.1	0.12	0.054365	0.054403	955	1144
s__Streptococcus mitis_L GCA_000257905.1	1095737	GCA_000257905.1	0.12	0.014236	0.011144	1214	1144
s__Facklamia hominis GCA_000413455.1	883110	GCA_000413455.1	0.12	0.087829	0.043345	1245	1144
s__Anaerococcus jeddahensis GCA_001182725.1	1673719	GCA_001182725.1	0.12	0.020003	0.010476	1199	1144
s__Anaerococcus octavius GCA_002847745.1	54007	GCA_002847745.1	0.12	0.115859	0.112756	1244	1144
s__Klebsiella pneumoniae	573		0.12	0.080842	0.093458	2067	1144
s__Micrococcus luteus GCA_000632145.1	1270	GCA_000632145.1	0.1	0.042916	0.011499	1430	953
s__Bradyrhizobium elkanii	29448		0.08	0.048319	0.012467	3363	763
s__Cutibacterium avidum	33010		0.07	0.030878	0.039146	927	667
s__Allobacillus salarius GCA_007559425.1	1955272	GCA_007559425.1	0.07	0.045355	0.012554	962	667
s__Anaerococcus prevotii GCA_000024105.1	525919	GCA_000024105.1	0.06	0.05815	0.039475	635	572
s__Anaerococcus marasmi GCA_900290195.1	2057797	GCA_900290195.1	0.06	0.044179	0.025172	659	572
s__Anaerococcus provencensis GCA_000312365.2	938293	GCA_000312365.2	0.06	0.023469	0.019593	759	572
s__Corynebacterium amycolatum GCA_001807105.1	1581103	GCA_001807105.1	0.05	0.024219	0.018295	675	477
s__Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	GCA_000378725.1	0.05	0.024038	0.036242	490	477
s__Winkia neuii GCA_001807285.1	1581120	GCA_001807285.1	0.04	0.035403	0.241857	526	381
s__Varibaculum cambriense GCA_000420065.1	1123488	GCA_000420065.1	0.04	0.031134	0.028211	473	381
s__Lawsonella clevelandensis GCA_001281505.1	1528099	GCA_001281505.1	0.03	0.011634	0.018881	359	286
s__Cutibacterium granulosum	33011		0.03	0.010005	0.009444	306	286
s__Peptoniphilus_A lacydonensis	1673725		0.03	0.015818	0.015818	303	286
s__Cutibacterium acnes	1747		0.02	0.020442	0.0172	269	191
s__Blautia_A wexlerae	40520		0.02	0.031469	0.031469	454	191
g__Bradyrhizobium	374		0.02	0.045767	0.045767	1161	191
s__Ralstonia pickettii_B	329		0.01	0.00834	0.007284	352	95
s__Afipia sp001425835 GCA_001425835.1	1736436	GCA_001425835.1	0.01	0.016489	0.014892	204	95
