Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
2.7.7.85	Diadenylate cyclase	2338.82	0.23388199013018013
2.8.1.7	Cysteine desulfurase	2303.89	0.2303889902775847
5.1.3.1	Ribulose-phosphate 3-epimerase	2302.83	0.2302829902820579
1.5.1.5	Methylenetetrahydrofolate dehydrogenase (NADP(+))	2290.28	0.22902799033501894
1.3.1.98	UDP-N-acetylmuramate dehydrogenase	2287.35	0.22873499034738348
3.4.23.36	Signal peptidase II	2283.8	0.2283799903623645
2.6.1.42	Branched-chain-amino-acid transaminase	2283.77	0.22837699036249112
3.5.2.3	Dihydroorotase	2276.88	0.22768799039156692
4.1.1.23	Orotidine-5'-phosphate decarboxylase	2273.75	0.2273749904047755
1.8.4.12	Peptide-methionine (R)-S-oxide reductase	2243.91	0.22439099053070027
2.1.1.182	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase	2243.49	0.22434899053247268
2.1.1.193	16S rRNA (uracil(1498)-N(3))-methyltransferase	2242.45	0.22424499053686148
3.2.2.27	Uracil-DNA glycosylase	2242.25	0.2242249905377055
2.7.7.41	Phosphatidate cytidylyltransferase	2233.64	0.22336399057403966
1.2.1.11	Aspartate-semialdehyde dehydrogenase	2231.13	0.2231129905846319
6.3.4.19	tRNA(Ile)-lysidine synthetase	2228.93	0.2228929905939159
2.1.1.37	DNA (cytosine-5-)-methyltransferase	2198.55	0.2198549907221195
1.1.1.27	L-lactate dehydrogenase	2195.62	0.2195619907344841
2.7.1.48	Uridine kinase	2194.5	0.2194499907392105
2.7.7.72	CCA tRNA nucleotidyltransferase	2182.77	0.21827699078871107
7.2.1.1	NADH:ubiquinone reductase (Na(+)-transporting)	2175.2	0.21751999082065648
1.97.1.4	[Formate-C-acetyltransferase]-activating enzyme	2164.3	0.2164299908666545
2.1.1.177	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase	2160.61	0.2160609908822263
2.2.1.6	Acetolactate synthase	2158.54	0.2158539908909617
6.3.3.2	5-formyltetrahydrofolate cyclo-ligase	2144.33	0.21443299095092785
2.8.1.13	tRNA-uridine 2-sulfurtransferase	2128.65	0.2128649910170975
3.6.5.n1	Elongation factor 4	2111.26	0.21112599109048327
6.3.4.3	Formate--tetrahydrofolate ligase	2091.59	0.20915899117349068
2.1.1.63	Methylated-DNA--[protein]-cysteine S-methyltransferase	2080.83	0.20808299121889787
3.5.4.33	tRNA(adenine(34)) deaminase	2071.51	0.20715099125822828
2.5.1.47	Cysteine synthase	2070.69	0.20706899126168868
1.4.4.2	Glycine dehydrogenase (aminomethyl-transferring)	2053.31	0.20533099133503227
1.1.1.3	Homoserine dehydrogenase	2044.53	0.20445299137208384
2.5.1.54	3-deoxy-7-phosphoheptulonate synthase	2032.51	0.20325099142280825
6.5.1.2	DNA ligase (NAD(+))	2030.49	0.20304899143133265
2.7.1.30	Glycerol kinase	2022.38	0.20223799146555688
2.7.1.39	Homoserine kinase	2017.34	0.20173399148682566
3.6.1.66	XTP/dITP diphosphatase	2014.89	0.20148899149716465
6.3.4.2	CTP synthase (glutamine hydrolyzing)	2011.71	0.20117099151058426
2.1.1.45	Thymidylate synthase	1996.57	0.19965699157447506
3.2.2.n1	Cytokinin riboside 5'-monophosphate phosphoribohydrolase	1986.49	0.19864899161701263
2.7.1.71	Shikimate kinase	1971.28	0.19712799168119885
4.2.3.5	Chorismate synthase	1951.18	0.19511799176602085
1.1.1.100	3-oxoacyl-[acyl-carrier-protein] reductase	1950.87	0.19508699176732902
1.1.1.133	dTDP-4-dehydrorhamnose reductase	1935.95	0.19359499183029144
1.1.1.44	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	1919.59	0.1919589918993306
6.3.5.7	Glutaminyl-tRNA synthase (glutamine-hydrolyzing)	1914.27	0.19142699192178103
2.4.1.18	1,4-alpha-glucan branching enzyme	1910.69	0.19106899193688862
2.5.1.75	tRNA dimethylallyltransferase	1898.19	0.18981899198963864
1.5.1.2	Pyrroline-5-carboxylate reductase	1893.11	0.1893109920110762
5.1.1.1	Alanine racemase	1889.06	0.1889059920281672
6.1.1.22	Asparagine--tRNA ligase	1878.75	0.18787499207167543
2.1.1.192	23S rRNA (adenine(2503)-C(2))-methyltransferase	1873.26	0.1873259920948432
2.5.1.15	Dihydropteroate synthase	1867.33	0.18673299211986782
4.3.2.2	Adenylosuccinate lyase	1863.08	0.1863079921378028
2.1.2.9	Methionyl-tRNA formyltransferase	1859.56	0.1859559921526572
3.1.11.2	Exodeoxyribonuclease III	1859.38	0.18593799215341683
1.1.1.86	Ketol-acid reductoisomerase (NADP(+))	1853.14	0.18531399217974961
4.3.1.19	Threonine ammonia-lyase	1815.38	0.18153799233909682
4.3.1.17	L-serine ammonia-lyase	1809.96	0.1809959923619692
2.7.1.26	Riboflavin kinase	1808.58	0.1808579923677928
2.7.7.2	FAD synthase	1808.58	0.1808579923677928
2.7.6.5	GTP diphosphokinase	1800.98	0.18009799239986482
2.7.1.144	Tagatose-6-phosphate kinase	1795.47	0.179546992423117
2.4.99.17	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	1781.27	0.178126992483041
4.1.2.40	Tagatose-bisphosphate aldolase	1760.46	0.1760459925708592
2.2.1.1	Transketolase	1726.14	0.17261399271568958
2.1.1.207	tRNA (cytidine(34)-2'-O)-methyltransferase	1721.42	0.17214199273560798
2.7.7.24	Glucose-1-phosphate thymidylyltransferase	1720.6	0.17205999273906838
1.16.3.2	Bacterial non-heme ferritin	1717.03	0.17170299275413378
4.2.1.2	Fumarate hydratase	1714.42	0.171441992765148
6.3.3.1	Phosphoribosylformylglycinamidine cyclo-ligase	1711.95	0.17119499277557138
2.7.11.32	[Pyruvate, phosphate dikinase] kinase	1710.9	0.1710899927800024
2.7.4.27	([Pyruvate, phosphate dikinase] phosphate) phosphotransferase	1710.9	0.1710899927800024
2.7.1.24	Dephospho-CoA kinase	1709.93	0.1709929927840958
6.3.1.5	NAD(+) synthase	1704.76	0.1704759928059132
3.5.4.5	Cytidine deaminase	1700.31	0.17003099282469217
5.3.3.2	Isopentenyl-diphosphate Delta-isomerase	1692.43	0.16924299285794578
4.1.1.36	Phosphopantothenoylcysteine decarboxylase	1676.68	0.16766799292441079
2.7.8.7	Holo-[acyl-carrier-protein] synthase	1662.22	0.16622199298543197
2.7.2.11	Glutamate 5-kinase	1659.19	0.16591899299821858
4.1.2.13	Fructose-bisphosphate aldolase	1655.24	0.16552399301488757
2.3.1.180	Beta-ketoacyl-[acyl-carrier-protein] synthase III	1632.54	0.16325399311068156
2.3.1.31	Homoserine O-acetyltransferase	1628.74	0.16287399312671758
6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	1628.48	0.16284799312781476
6.1.1.12	Aspartate--tRNA ligase	1622.72	0.16227199315212196
6.3.4.13	Phosphoribosylamine--glycine ligase	1613.87	0.16138699318946895
3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase	1607.58	0.16075799321601275
3.4.21.88	Repressor LexA	1606.12	0.16061199322217395
2.7.9.1	Pyruvate, phosphate dikinase	1600.7	0.16006999324504637
5.4.2.2	Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	1599.52	0.15995199325002596
4.2.1.46	dTDP-glucose 4,6-dehydratase	1569.34	0.15693399337738553
2.3.1.30	Serine O-acetyltransferase	1563.05	0.15630499340392934
6.3.4.5	Argininosuccinate synthase	1558.86	0.15588599342161114
3.1.13.1	Exoribonuclease II	1558.8	0.15587999342186434
2.4.1.129	Peptidoglycan glycosyltransferase	1547.24	0.15472399347064753
1.17.4.2	Ribonucleoside-triphosphate reductase (thioredoxin)	1531.84	0.15318399353563555
1.1.1.22	UDP-glucose 6-dehydrogenase	1526.17	0.15261699355956293
5.4.99.25	tRNA pseudouridine(55) synthase	1523.95	0.15239499356893135
2.3.1.157	Glucosamine-1-phosphate N-acetyltransferase	1513.58	0.15135799361269273
2.7.7.23	UDP-N-acetylglucosamine diphosphorylase	1513.58	0.15135799361269273
2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase	1511.33	0.1511329936221877
4.2.1.3	Aconitate hydratase	1511.03	0.15110299362345372
1.9.3.1	Cytochrome-c oxidase	1502.1	0.15020999366113832
4.2.1.9	Dihydroxy-acid dehydratase	1498.33	0.14983299367704772
2.4.2.22	Xanthine phosphoribosyltransferase	1497.52	0.14975199368046593
1.18.1.2	Ferredoxin--NADP(+) reductase	1492	0.14919999370376033
1.1.1.49	Glucose-6-phosphate dehydrogenase (NADP(+))	1479.08	0.14790799375828273
6.3.1.20	Lipoate--protein ligase	1472.4	0.14723999378647232
4.3.2.10	Imidazole glycerol-phosphate synthase	1472.15	0.14721499378752734
2.4.2.18	Anthranilate phosphoribosyltransferase	1458.92	0.14589199384335794
2.3.1.179	Beta-ketoacyl-[acyl-carrier-protein] synthase II	1456.84	0.1456839938521355
3.2.2.9	Adenosylhomocysteine nucleosidase	1449.76	0.1449759938820131
2.3.1.8	Phosphate acetyltransferase	1444.49	0.1444489939042525
6.3.2.5	Phosphopantothenate--cysteine ligase (CTP)	1440.33	0.1440329939218077
5.3.1.24	Phosphoribosylanthranilate isomerase	1434.97	0.14349699394442691
5.3.1.26	Galactose-6-phosphate isomerase	1433.52	0.14335199395054593
4.2.1.8	Mannonate dehydratase	1423.48	0.14234799399291473
3.1.26.8	Ribonuclease M5	1409.55	0.1409549940516993
4.2.3.4	3-dehydroquinate synthase	1394.34	0.1394339941158855
3.1.21.3	Type I site-specific deoxyribonuclease	1392.97	0.1392969941216669
2.3.1.189	Mycothiol synthase	1386.08	0.1386079941507427
2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase	1385.65	0.1385649941525573
1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	1370.9	0.1370899942148023
2.7.1.180	FAD:protein FMN transferase	1366.44	0.13664399423362353
3.4.21.53	Endopeptidase La	1365.86	0.1365859942360711
6.4.1.2	Acetyl-CoA carboxylase	1365.61	0.1365609942371261
1.1.1.25	Shikimate dehydrogenase	1364.3	0.1364299942426543
5.4.2.12	Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)	1354.59	0.13545899428363048
2.1.3.15	Acetyl-CoA carboxytransferase	1345.53	0.13455299432186368
1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	1342.41	0.1342409943350301
2.4.1.25	4-alpha-glucanotransferase	1336.24	0.1336239943610675
4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	1335.85	0.1335849943627133
3.5.4.30	dCTP deaminase (dUMP-forming)	1324.76	0.13247599440951308
1.17.1.8	4-hydroxy-tetrahydrodipicolinate reductase	1320.93	0.1320929944256757
2.3.3.13	2-isopropylmalate synthase	1317.24	0.1317239944412475
2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase	1305.49	0.1305489944908325
1.6.99.3	NADH dehydrogenase	1303.9	0.1303899944975423
6.2.1.5	Succinate--CoA ligase (ADP-forming)	1302.65	0.1302649945028173
2.7.1.148	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	1297.57	0.12975699452425488
1.5.1.3	Dihydrofolate reductase	1291.37	0.12913699455041888
2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	1287.96	0.12879599456480909
2.1.2.10	Aminomethyltransferase	1286.94	0.12869399456911348
3.4.11.4	Tripeptide aminopeptidase	1285.9	0.1285899945735023
3.2.1.23	Beta-galactosidase	1276.91	0.1276909946114401
3.6.3.31	Transferred entry 7.6.2.11	1275.19	0.12751899461869848
2.7.1.21	Thymidine kinase	1269.02	0.12690199464473587
2.3.1.39	[Acyl-carrier-protein] S-malonyltransferase	1268.84	0.12688399464549546
1.4.1.16	Diaminopimelate dehydrogenase	1252.78	0.12527799471326867
2.7.7.56	tRNA nucleotidyltransferase	1241.36	0.12413599476146107
4.2.1.51	Prephenate dehydratase	1228.74	0.12287399481471746
6.4.1.1	Pyruvate carboxylase	1228.5	0.12284999481573028
3.5.1.5	Urease	1228.38	0.1228379948162367
6.3.2.2	Glutamate--cysteine ligase	1223.81	0.12238099483552208
1.17.7.4	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	1205.46	0.12054599491295907
4.1.99.17	Phosphomethylpyrimidine synthase	1196	0.11959999495288028
1.1.1.42	Isocitrate dehydrogenase (NADP(+))	1186.79	0.11867899499174644
6.1.1.23	Aspartate--tRNA(Asn) ligase	1185.36	0.11853599499778106
4.3.2.1	Argininosuccinate lyase	1182.85	0.11828499500837325
4.2.3.1	Threonine synthase	1179.15	0.11791499502398727
3.6.3.4	Transferred entry 7.2.2.9	1163.83	0.11638299508863764
3.1.26.11	Ribonuclease Z	1159.48	0.11594799510699468
3.6.4.13	RNA helicase	1149.98	0.11499799514708466
1.17.99.6	Epoxyqueuosine reductase	1140.8	0.11407999518582425
2.7.3.9	Phosphoenolpyruvate--protein phosphotransferase	1137.45	0.11374499519996126
3.6.3.34	Transferred entry 7.2.2.16	1134.69	0.11346899521160847
2.1.1.72	Site-specific DNA-methyltransferase (adenine-specific)	1130.1	0.11300999523097824
3.1.3.11	Fructose-bisphosphatase	1130.1	0.11300999523097824
2.7.1.6	Galactokinase	1129.55	0.11295499523329924
4.2.1.136	ADP-dependent NAD(P)H-hydrate dehydratase	1125.71	0.11257099524950405
4.1.1.31	Phosphoenolpyruvate carboxylase	1124.49	0.11244899525465245
1.17.7.3	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)	1115.76	0.11157599529149304
4.1.1.20	Diaminopimelate decarboxylase	1094.3	0.10942999538205425
2.3.1.9	Acetyl-CoA C-acetyltransferase	1091.47	0.10914699539399686
2.6.1.52	Phosphoserine transaminase	1081.96	0.10819599543412904
2.7.1.90	Diphosphate--fructose-6-phosphate 1-phosphotransferase	1081.04	0.10810399543801144
3.5.4.2	Adenine deaminase	1079.66	0.10796599544383506
4.99.1.1	Protoporphyrin ferrochelatase	1079.64	0.10796399544391944
2.5.1.3	Thiamine phosphate synthase	1070.29	0.10702899548337644
4.1.1.32	Phosphoenolpyruvate carboxykinase (GTP)	1067	0.10669999549726024
5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase	1065.97	0.10659699550160684
1.1.1.85	3-isopropylmalate dehydrogenase	1065.26	0.10652599550460304
1.1.1.1	Alcohol dehydrogenase	1063.6	0.10635999551160823
4.3.1.18	D-serine ammonia-lyase	1057.79	0.10577899553612642
5.1.99.6	NAD(P)H-hydrate epimerase	1053.13	0.10531299555579166
3.6.3.3	Transferred entry 7.2.2.21	1050.83	0.10508299556549762
5.1.3.2	UDP-glucose 4-epimerase	1039.96	0.10399599561136905
6.3.4.18	5-(carboxyamino)imidazole ribonucleotide synthase	1033.52	0.10335199563854583
4.3.3.6	Pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)	1031.54	0.10315399564690142
2.7.7.12	UDP-glucose--hexose-1-phosphate uridylyltransferase	1027.11	0.10271099566559602
2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	1025.79	0.10257899567116642
2.4.2.17	ATP phosphoribosyltransferase	1021.67	0.10216699568855282
2.3.1.n3	Transferred entry 2.3.1.275	1020.69	0.10206899569268843
5.3.1.8	Mannose-6-phosphate isomerase	1019.02	0.10190199569973582
3.6.3.44	Transferred entry 7.6.2.2	1014.04	0.10140399572075143
2.1.1.176	16S rRNA (cytosine(967)-C(5))-methyltransferase	1009.12	0.10091199574151383
2.8.1.6	Biotin synthase	1008.02	0.10080199574615581
3.1.3.5	5'-nucleotidase	1007.5	0.10074999574835022
3.4.11.1	Leucyl aminopeptidase	1004.61	0.10046099576054603
4.2.1.40	Glucarate dehydratase	1002.77	0.10027699576831083
4.1.3.36	1,4-dihydroxy-2-naphthoyl-CoA synthase	993.64	0.09936399580683941
6.3.2.1	Pantoate--beta-alanine ligase (AMP-forming)	982.01	0.09820099585591802
6.3.1.1	Aspartate--ammonia ligase	975.467	0.09754669588352947
4.2.1.24	Porphobilinogen synthase	974.243	0.09742429588869476
2.8.1.4	tRNA uracil 4-sulfurtransferase	966.095	0.09660949592307931
1.1.1.37	Malate dehydrogenase	961.386	0.0961385959429513
4.6.1.17	Cyclic pyranopterin monophosphate synthase	959.009	0.09590089595298223
1.1.1.88	Hydroxymethylglutaryl-CoA reductase	952.706	0.09527059597958089
2.1.1.148	Thymidylate synthase (FAD)	950.122	0.09501219599048537
1.4.1.1	Alanine dehydrogenase	947.181	0.0947180960028964
4.1.1.48	Indole-3-glycerol-phosphate synthase	945.616	0.09456159600950069
4.3.1.3	Histidine ammonia-lyase	941.036	0.09410359602882828
2.5.1.48	Cystathionine gamma-synthase	940.677	0.09406769603034326
2.5.1.74	1,4-dihydroxy-2-naphthoate polyprenyltransferase	937.192	0.09371919604504997
2.7.7.87	L-threonylcarbamoyladenylate synthase	923.445	0.0923444961030623
2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase	923.41	0.09234099610321
3.6.3.8	Transferred entry 7.2.2.10	921.228	0.09212279611241804
5.3.1.5	Xylose isomerase	919.689	0.09196889611891262
3.1.3.25	Inositol-phosphate phosphatase	919.186	0.09191859612103528
6.3.4.14	Biotin carboxylase	917.482	0.09174819612822616
3.5.1.28	N-acetylmuramoyl-L-alanine amidase	905.077	0.09050769618057526
3.6.3.25	Transferred entry 7.3.2.3	900.928	0.09009279619808404
3.6.3.17	Transferred entry 7.5.2.8	894.582	0.08945819622486416
1.1.1.169	2-dehydropantoate 2-reductase	879.287	0.08792869628940905
5.3.1.12	Glucuronate isomerase	876.394	0.08763939630161752
3.2.1.85	6-phospho-beta-galactosidase	873.163	0.08731629631525234
4.3.1.1	Aspartate ammonia-lyase	867.858	0.08678579633763943
1.1.1.290	4-phosphoerythronate dehydrogenase	866.426	0.08664259634368247
2.5.1.72	Quinolinate synthase	865.32	0.0865319963483498
2.7.7.4	Sulfate adenylyltransferase	863.569	0.08635689635573901
1.3.98.3	Coproporphyrinogen dehydrogenase	861.112	0.08611119636610755
