Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00535	Glycosyl transferase family 2	2115.65	0.21156500281381477
PF02371	Transposase IS116/IS110/IS902 family	2054.13	0.20541300273199314
PF00155	Aminotransferase class I and II	2021.84	0.20218400268904743
PF00128	Alpha amylase, catalytic domain	2012.67	0.20126700267685135
PF01966	HD domain	2007.66	0.20076600267018804
PF03144	Elongation factor Tu domain 2	1945	0.19450000258685024
PF00575	S1 RNA binding domain	1901.54	0.19015400252904843
PF01554	MatE	1886.45	0.18864500250897873
PF00905	Penicillin binding protein transpeptidase domain	1876.27	0.18762700249543934
PF12833	Helix-turn-helix domain	1875.18	0.18751800249398964
PF00696	Amino acid kinase family	1855.42	0.18554200246770883
PF00587	tRNA synthetase class II core domain (G, H, P, S and T)	1848	0.18480000245784023
PF01548	Transposase	1837.05	0.18370500244327673
PF02875	Mur ligase family, glutamate ligase domain	1805.53	0.18055300240135513
PF00534	Glycosyl transferases group 1	1780.71	0.17807100236834453
PF00196	Bacterial regulatory proteins, luxR family	1764.72	0.17647200234707783
PF00753	Metallo-beta-lactamase superfamily	1763.52	0.17635200234548182
PF13408	Recombinase zinc beta ribbon domain	1749.97	0.17499700232746032
PF00501	AMP-binding enzyme	1727.86	0.172786002298054
PF00950	ABC 3 transport family	1723.4	0.1723400022921222
PF00006	ATP synthase alpha/beta family, nucleotide-binding domain	1719.66	0.171966002287148
PF07687	Peptidase dimerisation domain	1679.35	0.1679350022335357
PF03129	Anticodon binding domain	1645.45	0.1645450021884487
PF00294	pfkB family carbohydrate kinase	1642.29	0.16422900218424588
PF13443	Cro/C1-type HTH DNA-binding domain	1635.76	0.16357600217556098
PF00403	Heavy-metal-associated domain	1628.15	0.1628150021654397
PF01610	Transposase	1628.03	0.1628030021652801
PF07724	AAA domain (Cdc48 subfamily)	1623.46	0.162346002159202
PF01032	FecCD transport family	1613.73	0.1613730021462611
PF00588	SpoU rRNA Methylase family	1596.88	0.15968800212385062
PF03389	MobA/MobL family	1592.95	0.15929500211862369
PF00679	Elongation factor G C-terminus	1590.74	0.1590740021156844
PF00291	Pyridoxal-phosphate dependent enzyme	1563.32	0.1563320020792158
PF01609	Transposase DDE domain	1557.88	0.1557880020719806
PF01979	Amidohydrolase family	1542.04	0.1542040020509134
PF00300	Histidine phosphatase superfamily (branch 1)	1535.45	0.1535450020421487
PF00849	RNA pseudouridylate synthase	1530.13	0.15301300203507312
PF08264	Anticodon-binding domain of tRNA	1526	0.15260000202958018
PF00149	Calcineurin-like phosphoesterase	1519.77	0.15197700202129427
PF10431	C-terminal, D2-small domain, of ClpB protein	1505.35	0.15053500200211567
PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	1487.97	0.14879700197900028
PF01336	OB-fold nucleic acid binding domain	1484.43	0.1484430019742921
PF02653	Branched-chain amino acid transport system / permease component	1467.15	0.14671500195130968
PF04851	Type III restriction enzyme, res subunit	1451.96	0.145196001931107
PF00746	LPXTG cell wall anchor motif	1445.36	0.144536001922329
PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	1438.27	0.1438270019128993
PF00356	Bacterial regulatory proteins, lacI family	1430	0.14300000190190018
PF00152	tRNA synthetases class II (D, K and N)	1429.75	0.14297500190156767
PF02361	Cobalt transport protein	1429.23	0.1429230019008761
PF00483	Nucleotidyl transferase	1429.19	0.14291900190082288
PF07980	SusD family	1413.36	0.14133600187976894
PF01297	Zinc-uptake complex component A periplasmic	1407.09	0.14070900187142987
PF00117	Glutamine amidotransferase class-I	1385.7	0.13857000184298116
PF00132	Bacterial transferase hexapeptide (six repeats)	1382.58	0.13825800183883155
PF02080	TrkA-C domain	1380.69	0.13806900183631787
PF14322	Starch-binding associating with outer membrane	1337.44	0.13374400177879536
PF00892	EamA-like transporter family	1336.39	0.13363900177739887
PF01527	Transposase	1326.59	0.13265900176436485
PF04545	Sigma-70, region 4	1320.15	0.13201500175579967
PF02378	Phosphotransferase system, EIIC	1307.9	0.13079000173950717
PF00133	tRNA synthetases class I (I, L, M and V)	1287	0.12870000171171014
PF03477	ATP cone domain	1283.35	0.12833500170685563
PF00550	Phosphopantetheine attachment site	1279.99	0.12799900170238687
PF00266	Aminotransferase class-V	1279.39	0.12793900170158887
PF13302	Acetyltransferase (GNAT) domain	1270.44	0.12704400168968535
PF08352	Oligopeptide/dipeptide transporter, C-terminal region	1269.29	0.12692900168815585
PF00578	AhpC/TSA family	1268.71	0.12687100168738444
PF13439	Glycosyltransferase Family 4	1267.29	0.12672900168549586
PF07833	Copper amine oxidase N-terminal domain	1265.37	0.12653700168294224
PF00171	Aldehyde dehydrogenase family	1263.95	0.12639500168105364
PF00877	NlpC/P60 family	1258.69	0.12586900167405785
PF00106	short chain dehydrogenase	1248.94	0.12489400166109037
PF00557	Metallopeptidase family M24	1213.32	0.12133200161371575
PF00581	Rhodanese-like domain	1207.09	0.12070900160542984
PF01131	DNA topoisomerase	1196.38	0.11963800159118555
PF02272	DHHA1 domain	1184.45	0.11844500157531863
PF12848	ABC transporter	1171.44	0.11714400155801534
PF02534	Type IV secretory system Conjugative DNA transfer	1166.75	0.11667500155177764
PF00288	GHMP kinases N terminal domain	1166.39	0.11663900155129885
PF02874	ATP synthase alpha/beta family, beta-barrel domain	1164.51	0.11645100154879845
PF01048	Phosphorylase superfamily	1159.73	0.11597300154244103
PF01476	LysM domain	1157.94	0.11579400154006034
PF01595	Cyclin M transmembrane N-terminal domain	1155.31	0.11553100153656244
PF01695	IstB-like ATP binding protein	1153.02	0.11530200153351675
PF00126	Bacterial regulatory helix-turn-helix protein, lysR family	1149.3	0.11493000152856914
PF01380	SIS domain	1137.81	0.11378100151328743
PF12704	MacB-like periplasmic core domain	1137.49	0.11374900151286182
PF02254	TrkA-N domain	1133.74	0.11337400150787434
PF00204	DNA gyrase B	1133.12	0.11331200150704972
PF13361	UvrD-like helicase C-terminal domain	1128.98	0.11289800150154354
PF08240	Alcohol dehydrogenase GroES-like domain	1125.08	0.11250800149635652
PF02302	PTS system, Lactose/Cellobiose specific IIB subunit	1124.9	0.11249000149611715
PF01225	Mur ligase family, catalytic domain	1118.78	0.11187800148797754
PF01497	Periplasmic binding protein	1114.39	0.11143900148213885
PF13416	Bacterial extracellular solute-binding protein	1110.96	0.11109600147757694
PF05713	Bacterial mobilisation protein (MobC)	1108.16	0.11081600147385294
PF06970	Replication initiator protein A (RepA) N-terminus	1107.63	0.11076300147314805
PF00408	Phosphoglucomutase/phosphomannomutase, C-terminal domain	1095.98	0.10959800145765354
PF00436	Single-strand binding protein family	1094.42	0.10944200145557874
PF00579	tRNA synthetases class I (W and Y)	1093.66	0.10936600145456793
PF07650	KH domain	1092.88	0.10928800145353056
PF00521	DNA gyrase/topoisomerase IV, subunit A	1092.7	0.10927000145329113
PF01022	Bacterial regulatory protein, arsR family	1087.65	0.10876500144657464
PF02769	AIR synthase related protein, C-terminal domain	1084.99	0.10849900144303683
PF02880	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III	1081.36	0.10813600143820892
PF03471	Transporter associated domain	1078.93	0.10789300143497704
PF03372	Endonuclease/Exonuclease/phosphatase family	1077.48	0.10774800143304854
PF08843	Nucleotidyl transferase AbiEii toxin, Type IV TA system	1074.24	0.10742400142873933
PF13411	MerR HTH family regulatory protein	1072.6	0.10726000142655813
PF05598	Transposase domain (DUF772)	1071.79	0.10717900142548083
PF00860	Permease family	1068.97	0.10689700142173023
PF00364	Biotin-requiring enzyme	1068.26	0.10682600142078592
PF01588	Putative tRNA binding domain	1066.55	0.10665500141851163
PF00561	alpha/beta hydrolase fold	1065.23	0.10652300141675602
PF00206	Lyase	1064.23	0.10642300141542602
PF13936	Helix-turn-helix domain	1053.59	0.10535900140127483
PF13180	PDZ domain	1050.33	0.10503300139693902
PF02879	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II	1049.19	0.10491900139542283
PF07730	Histidine kinase	1039.34	0.10393400138232231
PF02878	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I	1032.16	0.10321600137277293
PF09605	Hypothetical bacterial integral membrane protein (Trep_Strep)	1029.1	0.10291000136870311
PF13193	AMP-binding enzyme C-terminal domain	1024.84	0.10248400136303733
PF00672	HAMP domain	1021.33	0.10213300135836903
PF08220	DeoR-like helix-turn-helix domain	1018.19	0.10181900135419282
PF02661	Fic/DOC family	1012.03	0.10120300134600002
PF00085	Thioredoxin	1011.34	0.10113400134508232
PF07973	Threonyl and Alanyl tRNA synthetase second additional domain	1008.58	0.10085800134141153
PF13614	AAA domain	1007.89	0.10078900134049382
PF03764	Elongation factor G, domain IV	1001.73	0.10017300133230102
PF00497	Bacterial extracellular solute-binding proteins, family 3	996.653	0.0996653013255486
PF02463	RecF/RecN/SMC N terminal domain	995.348	0.09953480132381297
PF01368	DHH family	993.236	0.099323601321004
PF02384	N-6 DNA Methylase	991.192	0.09911920131828549
PF01047	MarR family	988.251	0.09882510131437394
PF01594	AI-2E family transporter	988.009	0.0988009013140521
PF00574	Clp protease	984.632	0.09846320130956067
PF01553	Acyltransferase	981.435	0.09814350130530868
PF00185	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	980.061	0.09800610130348125
PF04073	Aminoacyl-tRNA editing domain	978.369	0.09783690130123089
PF01402	Ribbon-helix-helix protein, copG family	971.706	0.0971706012923691
PF12687	Protein of unknown function (DUF3801)	967.73	0.09677300128708102
PF02779	Transketolase, pyrimidine binding domain	964.49	0.09644900128277181
PF00398	Ribosomal RNA adenine dimethylase	963.711	0.09637110128173575
PF15738	Bacterial toxin of type II toxin-antitoxin system, YafQ	950.574	0.09505740126426354
PF02559	CarD-like/TRCF domain	950.03	0.09500300126354001
PF00027	Cyclic nucleotide-binding domain	944.436	0.0944436012561
PF00313	'Cold-shock' DNA-binding domain	943.25	0.09432500125452262
PF00268	Ribonucleotide reductase, small chain	941.641	0.09416410125238264
PF02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	939.712	0.09397120124981707
PF02517	CPBP intramembrane metalloprotease	935.837	0.09358370124466332
PF00107	Zinc-binding dehydrogenase	935.06	0.09350600124362991
PF03462	PCRF domain	934.497	0.09344970124288111
PF12958	Protein of unknown function (DUF3847)	929.369	0.09293690123606088
PF00275	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	928.571	0.09285710123499955
PF01458	Uncharacterized protein family (UPF0051)	926.71	0.09267100123252442
PF00471	Ribosomal protein L33	925.634	0.09256340123109333
PF02770	Acyl-CoA dehydrogenase, middle domain	922.903	0.0922903012274611
PF00912	Transglycosylase	922.259	0.09222590122660458
PF05193	Peptidase M16 inactive domain	919.933	0.091993301223511
PF02852	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	911.988	0.09119880121294416
PF01467	Cytidylyltransferase-like	906.286	0.09062860120536048
PF02195	ParB-like nuclease domain	905.643	0.0905643012045053
PF00448	SRP54-type protein, GTPase domain	902.99	0.09029900120097681
PF00929	Exonuclease	902.905	0.09029050120086375
PF02502	Ribose/Galactose Isomerase	902.299	0.09022990120005778
PF03432	Relaxase/Mobilisation nuclease domain	901.263	0.09012630119867991
PF08279	HTH domain	899.961	0.08999610119694824
PF01098	Cell cycle protein	899.513	0.0899513011963524
PF13333	Integrase core domain	896.686	0.0896686011925925
PF02729	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain	895.754	0.08957540119135293
PF00580	UvrD/REP helicase N-terminal domain	893.301	0.08933010118809044
PF00472	RF-1 domain	892.815	0.08928150118744406
PF00673	ribosomal L5P family C-terminus	890.624	0.08906240118453003
PF02811	PHP domain	886.666	0.08866660117926589
PF01084	Ribosomal protein S18	884.991	0.08849910117703813
PF08544	GHMP kinases C terminal	882.73	0.088273001174031
PF03466	LysR substrate binding domain	882.549	0.08825490117379028
PF00083	Sugar (and other) transporter	880.048	0.08800480117046394
PF12705	PD-(D/E)XK nuclease superfamily	869.738	0.08697380115675164
PF00701	Dihydrodipicolinate synthetase family	869.591	0.08695910115655614
PF00675	Insulinase (Peptidase family M16)	863.856	0.08638560114892858
PF02861	Clp amino terminal domain, pathogenicity island component	856.599	0.08565990113927678
PF00254	FKBP-type peptidyl-prolyl cis-trans isomerase	849.464	0.08494640112978723
PF09334	tRNA synthetases class I (M)	849.318	0.08493180112959305
PF00953	Glycosyl transferase family 4	848.737	0.08487370112882031
PF04397	LytTr DNA-binding domain	845.655	0.08456550112472125
PF02771	Acyl-CoA dehydrogenase, N-terminal domain	845.415	0.08454150112440205
PF00462	Glutaredoxin	845	0.0845000011238501
PF01370	NAD dependent epimerase/dehydratase family	844.086	0.08440860112263449
PF02881	SRP54-type protein, helical bundle domain	842.592	0.08425920112064747
PF04773	FecR protein	837.717	0.08377170111416371
PF00480	ROK family	837.419	0.08374190111376738
PF00281	Ribosomal protein L5	837.155	0.08371550111341625
PF01791	DeoC/LacD family aldolase	836.756	0.08367560111288558
PF01797	Transposase IS200 like	834.808	0.08348080111029474
PF04607	Region found in RelA / SpoT proteins	833.564	0.08335640110864022
PF00324	Amino acid permease	833.355	0.08333550110836226
PF00582	Universal stress protein family	831.81	0.0831810011063074
PF02780	Transketolase, C-terminal domain	827.79	0.0827790011009608
PF00986	DNA gyrase B subunit, carboxyl terminus	826.361	0.08263610109906022
PF07733	Bacterial DNA polymerase III alpha NTPase domain	825.85	0.0825850010983806
PF00814	Glycoprotease family	820.821	0.08208210109169203
PF07751	Abi-like protein	819.681	0.08196810109017583
PF00013	KH domain	818.911	0.08189110108915172
PF02151	UvrB/uvrC motif	813.116	0.08131160108144438
PF00410	Ribosomal protein S8	810.7	0.0810700010782311
PF01281	Ribosomal protein L9, N-terminal domain	809.481	0.08094810107660984
PF01541	GIY-YIG catalytic domain	803.961	0.08039610106926823
PF00485	Phosphoribulokinase / Uridine kinase family	802.717	0.08027170106761371
PF12146	Serine aminopeptidase, S33	802.07	0.0802070010667532
PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	799.743	0.07997430106365828
PF01272	Transcription elongation factor, GreA/GreB, C-term	799.524	0.07995240106336701
PF00465	Iron-containing alcohol dehydrogenase	799.522	0.07995220106336436
PF00248	Aldo/keto reductase family	799.288	0.07992880106305314
PF01895	PhoU domain	798.291	0.07982910106172712
PF01636	Phosphotransferase enzyme family	797.404	0.07974040106054742
PF00308	Bacterial dnaA  protein	794.916	0.07949160105723838
PF09335	SNARE associated Golgi protein	794.542	0.07945420105674096
PF14579	Helix-hairpin-helix motif	788.921	0.07889210104926503
PF13662	Toprim domain	788.409	0.07884090104858406
PF00012	Hsp70 protein	787.556	0.07875560104744958
PF00312	Ribosomal protein S15	785.124	0.07851240104421502
PF16344	Domain of unknown function (DUF4974)	783.721	0.07837210104234903
PF14287	Domain of unknown function (DUF4368)	783.656	0.07836560104226258
PF03099	Biotin/lipoate A/B protein ligase family	782.675	0.07826750104095784
PF01029	NusB family	780.991	0.07809910103871812
PF00365	Phosphofructokinase	779.357	0.0779357010365449
PF00467	KOW motif	778.433	0.07784330103531599
PF03572	Peptidase family S41	777.357	0.0777357010338849
PF03989	DNA gyrase C-terminal domain, beta-propeller	774.228	0.07742280102972333
PF00831	Ribosomal L29 protein	770.306	0.07703060102450708
PF13102	Phage integrase SAM-like domain	768.975	0.07689750102273685
PF00226	DnaJ domain	768.183	0.07681830102168348
PF00881	Nitroreductase family	767.625	0.07676250102094134
PF00551	Formyl transferase	766.417	0.07664170101933471
PF02824	TGS domain	765.868	0.07658680101860454
PF03948	Ribosomal protein L9, C-terminal domain	765.184	0.0765184010176948
PF00730	HhH-GPD superfamily base excision DNA repair protein	764.661	0.07646610101699922
PF01842	ACT domain	764.644	0.07646440101697662
PF03180	NLPA lipoprotein	762.16	0.07621600101367289
PF16320	Ribosomal protein L7/L12 dimerisation domain	758.703	0.07587030100907509
PF00383	Cytidine and deoxycytidylate deaminase zinc-binding region	756.989	0.07569890100679547
PF00586	AIR synthase related protein, N-terminal domain	755.133	0.07551330100432699
PF02482	Sigma 54 modulation protein / S30EA ribosomal protein	751.704	0.0751704009997664
PF01475	Ferric uptake regulator family	751.459	0.07514590099944056
PF00391	PEP-utilising enzyme, mobile domain	749.701	0.07497010099710241
PF00163	Ribosomal protein S4/S9 N-terminal domain	749.56	0.07495600099691489
PF00166	Chaperonin 10 Kd subunit	742.752	0.07427520098786025
PF00137	ATP synthase subunit C	742.554	0.0742554009875969
PF02386	Cation transport protein	740.965	0.07409650098548355
PF01551	Peptidase family M23	739.714	0.07397140098381971
PF00861	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast	739.546	0.07395460098359628
PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	736.644	0.07366440097973662
PF00441	Acyl-CoA dehydrogenase, C-terminal domain	735.743	0.07357430097853829
PF00455	DeoR C terminal sensor domain	734.835	0.07348350097733064
PF02540	NAD synthase	733.439	0.07334390097547396
PF02645	Uncharacterised protein, DegV family COG1307	732.803	0.07328030097462808
PF05103	DivIVA protein	731.831	0.07318310097333532
PF01053	Cys/Met metabolism PLP-dependent enzyme	731.366	0.07313660097271688
PF01168	Alanine racemase, N-terminal domain	730.736	0.07307360097187897
PF00590	Tetrapyrrole (Corrin/Porphyrin) Methylases	730.137	0.07301370097108228
PF12666	PrgI family protein	728.068	0.07280680096833053
PF00318	Ribosomal protein S2	727.6	0.07276000096770809
PF00367	phosphotransferase system, EIIB	727.561	0.07275610096765622
PF02922	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)	727.034	0.07270340096695531
PF01193	RNA polymerase Rpb3/Rpb11 dimerisation domain	727.016	0.07270160096693137
PF13597	Anaerobic ribonucleoside-triphosphate reductase	722.471	0.07224710096088652
PF00749	tRNA synthetases class I (E and Q), catalytic domain	722.385	0.07223850096077214
PF00478	IMP dehydrogenase / GMP reductase domain	721.021	0.07210210095895801
PF03358	NADPH-dependent FMN reductase	720.371	0.07203710095809351
PF01051	Initiator Replication protein	719.752	0.07197520095727024
PF04203	Sortase domain	718.905	0.07189050095614373
PF02142	MGS-like domain	717.313	0.07173130095402638
PF00468	Ribosomal protein L34	717.173	0.07171730095384017
PF00118	TCP-1/cpn60 chaperonin family	716.428	0.07164280095284933
PF02767	DNA polymerase III beta subunit, central domain	714.004	0.07140040094962541
PF01757	Acyltransferase family	713.613	0.0713613009491054
PF00120	Glutamine synthetase, catalytic domain	711.313	0.07113130094604637
PF02096	60Kd inner membrane protein	709.73	0.07097300094394099
PF08299	Bacterial dnaA protein helix-turn-helix	708.515	0.07085150094232504
PF08032	RNA 2'-O ribose methyltransferase substrate binding	706.422	0.07064220093954135
PF00884	Sulfatase	703.334	0.0703334009354343
PF13793	N-terminal domain of ribose phosphate pyrophosphokinase	701.785	0.07017850093337413
PF01649	Ribosomal protein S20	701.4	0.07014000093286207
PF00542	Ribosomal protein L7/L12 C-terminal domain	701.089	0.07010890093244847
PF00456	Transketolase, thiamine diphosphate binding domain	699.209	0.06992090092994804
PF00326	Prolyl oligopeptidase family	698.382	0.06983820092884814
PF00359	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	697.722	0.06977220092797035
PF01061	ABC-2 type transporter	697.243	0.06972430092733328
PF00177	Ribosomal protein S7p/S5e	697.025	0.06970250092704333
PF13545	Crp-like helix-turn-helix domain	696.913	0.06969130092689438
PF08241	Methyltransferase domain	695.184	0.0695184009245948
PF00416	Ribosomal protein S13/S18	693.744	0.0693744009226796
PF04326	Putative DNA-binding domain	691.393	0.06913930091955278
PF02867	Ribonucleotide reductase, barrel domain	691.087	0.06910870091914578
PF01138	3' exoribonuclease family, domain 1	688.123	0.06881230091520368
PF12730	ABC-2 family transporter protein	687.734	0.0687734009146863
PF00712	DNA polymerase III beta subunit, N-terminal domain	687.32	0.06873200091413569
PF00298	Ribosomal protein L11, RNA binding domain	687.057	0.06870570091378589
PF03946	Ribosomal protein L11, N-terminal domain	686.258	0.06862580091272323
PF01176	Translation initiation factor 1A / IF-1	684.783	0.06847830091076147
PF01197	Ribosomal protein L31	684.354	0.0684354009101909
PF00717	Peptidase S24-like	684.268	0.06842680091007652
PF00144	Beta-lactamase	682.982	0.06829820090836614
PF01765	Ribosome recycling factor	680.511	0.06805110090507971
PF03719	Ribosomal protein S5, C-terminal domain	680.074	0.0680074009044985
PF00691	OmpA family	679.598	0.06795980090386541
PF00238	Ribosomal protein L14p/L23e	676.684	0.06766840089998981
PF01432	Peptidase family M3	675.777	0.0675777008987835
PF00203	Ribosomal protein S19	675.146	0.06751460089794425
PF00189	Ribosomal protein S3, C-terminal domain	672.232	0.06722320089406864
PF13749	Putative ATP-dependent DNA helicase recG C-terminal	670.732	0.06707320089207364
PF00361	Proton-conducting membrane transporter	670.726	0.06707260089206565
PF04023	FeoA domain	670.695	0.06706950089202443
PF06114	IrrE N-terminal-like domain	669.522	0.06695220089046434
PF00347	Ribosomal protein L6	668.389	0.06683890088895746
PF01556	DnaJ C terminal domain	668.254	0.0668254008887779
PF03449	Transcription elongation factor, N-terminal	668.239	0.06682390088875795
PF00366	Ribosomal protein S17	667.234	0.0667234008874213
PF01250	Ribosomal protein S6	665.192	0.06651920088470543
PF02896	PEP-utilising enzyme, TIM barrel domain	665.12	0.06651200088460968
PF13091	PLD-like domain	660.965	0.06609650087908353
PF01555	DNA methylase	660.785	0.06607850087884413
PF00176	SNF2 family N-terminal domain	657.097	0.06570970087393908
PF08388	Group II intron, maturase-specific domain	656.625	0.06566250087331132
PF13542	Helix-turn-helix domain of transposase family ISL3	655.807	0.06558070087222338
PF02388	FemAB family	655.741	0.06557410087213561
PF00453	Ribosomal protein L20	654.08	0.06540800086992649
PF01565	FAD binding domain	654.072	0.06540720086991583
PF09339	IclR helix-turn-helix domain	652.81	0.06528100086823738
PF00380	Ribosomal protein S9/S16	650.788	0.06507880086554813
PF02768	DNA polymerase III beta subunit, C-terminal domain	650.781	0.06507810086553881
PF01245	Ribosomal protein L19	650.195	0.06501950086475944
PF00924	Mechanosensitive ion channel	649.829	0.06498290086427264
PF01300	Telomere recombination	649.105	0.06491050086330974
PF00466	Ribosomal protein L10	647.709	0.06477090086145304
PF00348	Polyprenyl synthetase	645.087	0.06450870085796578
PF00113	Enolase, C-terminal TIM barrel domain	643.934	0.06439340085643229
PF01883	Iron-sulfur cluster assembly protein	642.937	0.06429370085510629
PF00069	Protein kinase domain	640.408	0.06404080085174271
PF01569	PAP2 superfamily	634.031	0.0634031008432613
PF01016	Ribosomal L27 protein	632.832	0.06328320084166664
PF00994	Probable molybdopterin binding domain	632.147	0.06321470084075559
PF13310	Virulence protein RhuM family	631.087	0.06310870083934578
PF01255	Putative undecaprenyl diphosphate synthase	631.007	0.06310070083923938
PF02321	Outer membrane efflux protein	630.99	0.06309900083921678
PF03793	PASTA domain	630.429	0.06304290083847064
PF01425	Amidase	629.484	0.0629484008372138
PF00488	MutS domain V	628.45	0.06284500083583858
PF01230	HIT domain	628.023	0.06280230083527066
PF03780	Asp23 family, cell envelope-related function	626.717	0.06267170083353368
PF03717	Penicillin-binding Protein dimerisation domain	626.62	0.06266200083340469
PF00333	Ribosomal protein S5, N-terminal domain	626.212	0.06262120083286203
PF12849	PBP superfamily domain	625.342	0.06253420083170494
PF01580	FtsK/SpoIIIE family	624.897	0.06248970083111309
PF02800	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain	624.664	0.062466400830803195
PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	623.244	0.0623244008289146
PF00633	Helix-hairpin-helix motif	622.724	0.062272400828223
PF02604	Antitoxin Phd_YefM, type II toxin-antitoxin system	621.158	0.062115800826140224
PF01195	Peptidyl-tRNA hydrolase	618.762	0.06187620082295354
PF12822	ECF transporter, substrate-specific component	617.372	0.06173720082110483
PF01783	Ribosomal L32p protein family	616.502	0.06165020081994774
PF00857	Isochorismatase family	616.467	0.06164670081990119
PF07478	D-ala D-ala ligase C-terminus	616.096	0.06160960081940776
PF05175	Methyltransferase small domain	615.7	0.06157000081888108
PF00276	Ribosomal protein L23	615.27	0.06152700081830917
PF01012	Electron transfer flavoprotein domain	614.68	0.061468000817524474
PF00370	FGGY family of carbohydrate kinases, N-terminal domain	614.634	0.06146340081746329
PF04221	RelB antitoxin	613.201	0.0613201008155574
PF00327	Ribosomal protein L30p/L7e	611.472	0.061147200813257835
PF02773	S-adenosylmethionine synthetase, C-terminal domain	610.46	0.06104600081191188
PF00572	Ribosomal protein L13	610.205	0.06102050081157273
PF01702	Queuine tRNA-ribosyltransferase	609.965	0.060996500811253525
PF00756	Putative esterase	609.097	0.06090970081009909
PF16321	Sigma 54 modulation/S30EA ribosomal protein C terminus	609.061	0.060906100810051204
PF14572	Phosphoribosyl synthetase-associated domain	608.753	0.06087530080964156
PF02782	FGGY family of carbohydrate kinases, C-terminal domain	606.416	0.06064160080653336
PF00198	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	606.229	0.06062290080628465
PF02812	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain	605.648	0.060564800805511916
PF14690	zinc-finger of transposase IS204/IS1001/IS1096/IS1165	605.407	0.060540700805191396
PF00476	DNA polymerase family A	605.119	0.060511900804808345
PF00375	Sodium:dicarboxylate symporter family	605.025	0.06050250080468332
PF02467	Transcription factor WhiB	603.947	0.06039470080324959
