GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0045892	Biological_Processes	negative regulation of transcription, DNA-templated	1529.27	0.15331892197310856
GO:0009432	Biological_Processes	SOS response	1518.35	0.1522241233908135
GO:0046983	Molecular_Functions	protein dimerization activity	1510.12	0.15139901420287502
GO:0003746	Molecular_Functions	translation elongation factor activity	1497.23	0.15010671074813298
GO:0006265	Biological_Processes	DNA topological change	1489.36	0.1493176938211493
GO:0006396	Biological_Processes	RNA processing	1432.16	0.14358303458055618
GO:0006352	Biological_Processes	DNA-templated transcription, initiation	1414.89	0.14185160861753096
GO:0009073	Biological_Processes	aromatic amino acid family biosynthetic process	1413.48	0.14171024726212475
GO:0009423	Biological_Processes	chorismate biosynthetic process	1405.71	0.140931255963184
GO:0003684	Molecular_Functions	damaged DNA binding	1405.1	0.14087009963212174
GO:0004040	Molecular_Functions	amidase activity	1348.21	0.13516651983846195
GO:0006520	Biological_Processes	cellular amino acid metabolic process	1347.62	0.13510736863300826
GO:0008654	Biological_Processes	phospholipid biosynthetic process	1345.96	0.13494094320749456
GO:0005215	Molecular_Functions	transporter activity	1342.25	0.13456899240709944
GO:0002161	Molecular_Functions	aminoacyl-tRNA editing activity	1341.3	0.134473748940691
GO:0004803	Molecular_Functions	transposase activity	1340.94	0.1344376566797362
GO:0006541	Biological_Processes	glutamine metabolic process	1337.55	0.13409778788907867
GO:0003697	Molecular_Functions	single-stranded DNA binding	1314.32	0.13176883449469096
GO:0008408	Molecular_Functions	3'-5' exonuclease activity	1304.09	0.13074321274589257
GO:0006094	Biological_Processes	gluconeogenesis	1271.35	0.127460822124616
GO:0006817	Biological_Processes	phosphate ion transport	1266.1	0.1269344766523588
GO:0006261	Biological_Processes	DNA-dependent DNA replication	1257.18	0.12604019063092367
GO:0005315	Molecular_Functions	inorganic phosphate transmembrane transporter activity	1250.19	0.12533939923071832
GO:0004177	Molecular_Functions	aminopeptidase activity	1232.47	0.12356285794149961
GO:0016874	Molecular_Functions	ligase activity	1221.73	0.12248610548968196
GO:0004812	Molecular_Functions	aminoacyl-tRNA ligase activity	1220.78	0.12239086202327351
GO:0046933	Molecular_Functions	proton-transporting ATP synthase activity, rotational mechanism	1212.94	0.1216048527847027
GO:0016746	Molecular_Functions	transferase activity, transferring acyl groups	1206.86	0.1209952945996886
GO:0051082	Molecular_Functions	unfolded protein binding	1201.17	0.1204248363640422
GO:0016747	Molecular_Functions	transferase activity, transferring acyl groups other than amino-acyl groups	1183.94	0.11869742065223417
GO:0008324	Molecular_Functions	cation transmembrane transporter activity	1167.16	0.11701512026661963
GO:0030246	Molecular_Functions	carbohydrate binding	1162.64	0.11656196187907626
GO:0001522	Biological_Processes	pseudouridine synthesis	1158.48	0.11614489575248767
GO:0009982	Molecular_Functions	pseudouridine synthase activity	1158.33	0.11612985731042316
GO:0030001	Biological_Processes	metal ion transport	1150.88	0.11538294802122007
GO:0015424	Molecular_Functions	ATPase-coupled amino acid transmembrane transporter activity	1137.65	0.11405655743113181
GO:0008173	Molecular_Functions	RNA methyltransferase activity	1119.01	0.11218778036391756
GO:0016987	Molecular_Functions	sigma factor activity	1112.39	0.11152408378747132
GO:0006298	Biological_Processes	mismatch repair	1087.78	0.10905677672609024
GO:0043093	Biological_Processes	FtsZ-dependent cytokinesis	1078.26	0.10810233693639712
GO:0030983	Molecular_Functions	mismatched DNA binding	1076.66	0.1079419268877092
GO:0044205	Biological_Processes	'de novo' UMP biosynthetic process	1071.65	0.10743964292275518
GO:0008299	Biological_Processes	isoprenoid biosynthetic process	1056.98	0.1059688832888478
GO:0015986	Biological_Processes	ATP synthesis coupled proton transport	1055.57	0.10582752193344157
GO:0009228	Biological_Processes	thiamine biosynthetic process	1055.23	0.10579343479809539
GO:0008658	Molecular_Functions	penicillin binding	1049.23	0.10519189711551569
GO:0006605	Biological_Processes	protein targeting	1040.77	0.10434372898307832
GO:0000150	Molecular_Functions	recombinase activity	1023.73	0.102635361964552
GO:0008033	Biological_Processes	tRNA processing	1023.29	0.10259124920116282
GO:0008152	Biological_Processes	metabolic process	1019.44	0.10220526252150751
GO:0016226	Biological_Processes	iron-sulfur cluster assembly	1006.61	0.10091897444359126
GO:0006098	Biological_Processes	pentose-phosphate shunt	1004.8	0.10073751057601305
GO:0016832	Molecular_Functions	aldehyde-lyase activity	1003.03	0.10056005695965205
GO:0006071	Biological_Processes	glycerol metabolic process	982.158	0.09846750787451813
GO:0007059	Biological_Processes	chromosome segregation	966.562	0.09690391092493265
GO:0003743	Molecular_Functions	translation initiation factor activity	964.929	0.09674019241899054
GO:0004826	Molecular_Functions	phenylalanine-tRNA ligase activity	963.566	0.09660354310876453
GO:0003918	Molecular_Functions	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	955.693	0.09581422541293953
GO:0004521	Molecular_Functions	endoribonuclease activity	948.245	0.09506751663629727
GO:0003755	Molecular_Functions	peptidyl-prolyl cis-trans isomerase activity	940.008	0.09424170565439578
GO:0009002	Molecular_Functions	serine-type D-Ala-D-Ala carboxypeptidase activity	933.452	0.09358442547989704
GO:0015031	Biological_Processes	protein transport	929.857	0.09322400415175136
GO:0015035	Molecular_Functions	protein disulfide oxidoreductase activity	925.911	0.09282839286917477
GO:0006284	Biological_Processes	base-excision repair	923.575	0.09259419419809042
GO:0016779	Molecular_Functions	nucleotidyltransferase activity	922.179	0.09245423643061021
GO:0004371	Molecular_Functions	glycerone kinase activity	920.524	0.09228831228649866
GO:0004674	Molecular_Functions	protein serine/threonine kinase activity	914.191	0.09165338926253579
GO:0004802	Molecular_Functions	transketolase activity	913.858	0.0916200039211526
GO:0008483	Molecular_Functions	transaminase activity	886.213	0.08884841904866665
GO:0003951	Molecular_Functions	NAD+ kinase activity	883.486	0.08857502017193418
GO:0042274	Biological_Processes	ribosomal small subunit biogenesis	864.827	0.08670433823539175
GO:0032153	Cellular_Components	cell division site	861.308	0.08635153638455877
GO:0019512	Biological_Processes	lactose catabolic process via tagatose-6-phosphate	858.098	0.08602971372437863
GO:0034618	Molecular_Functions	arginine binding	850.139	0.08523177398843666
GO:0051259	Biological_Processes	protein complex oligomerization	850.139	0.08523177398843666
GO:0016597	Molecular_Functions	amino acid binding	846.096	0.08482643784665837
GO:0006207	Biological_Processes	'de novo' pyrimidine nucleobase biosynthetic process	842.9	0.08450601877440425
GO:0005506	Molecular_Functions	iron ion binding	842.282	0.08444406039309856
GO:0003989	Molecular_Functions	acetyl-CoA carboxylase activity	834.603	0.08367419241567697
GO:0009024	Molecular_Functions	tagatose-6-phosphate kinase activity	832.138	0.08342706068441715
GO:0004316	Molecular_Functions	3-oxoacyl-acyl-carrier-protein reductase (NADPH) activity	831.512	0.08336430025286799
GO:0102131	Molecular_Functions	3-oxo-glutaryl-acp methyl ester reductase activity	827.616	0.08297370178431292
GO:0102132	Molecular_Functions	3-oxo-pimeloyl-acp methyl ester reductase activity	827.616	0.08297370178431292
GO:0065002	Biological_Processes	intracellular protein transmembrane transport	822.894	0.0825002916281227
GO:0009435	Biological_Processes	NAD biosynthetic process	821.429	0.08235341617729282
GO:0008236	Molecular_Functions	serine-type peptidase activity	803.37	0.08054288800900837
GO:0005694	Cellular_Components	chromosome	800.945	0.08029976652896574
GO:0009166	Biological_Processes	nucleotide catabolic process	796.597	0.07986385222165632
GO:0004673	Molecular_Functions	protein histidine kinase activity	786.418	0.07884334354315987
GO:0010181	Molecular_Functions	FMN binding	783.066	0.07850728449115868
GO:0007155	Biological_Processes	cell adhesion	780.541	0.07825413738307306
GO:0050567	Molecular_Functions	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	778.167	0.07801612897333236
GO:0043365	Molecular_Functions	formate-C-acetyltransferase-activating enzyme activity	765.297	0.07672583064419891
GO:0009229	Biological_Processes	thiamine diphosphate biosynthetic process	765.097	0.07670577938811292
GO:0032549	Molecular_Functions	ribonucleoside binding	752.133	0.07540605696861906
GO:0048037	Molecular_Functions	cofactor binding	751.107	0.07530319402489792
GO:0019547	Biological_Processes	arginine catabolic process to ornithine	730.961	0.07328343099935616
GO:0006400	Biological_Processes	tRNA modification	728.377	0.07302436877072517
GO:0045261	Cellular_Components	proton-transporting ATP synthase complex, catalytic core F(1)	727.571	0.07294356220869863
GO:0030145	Molecular_Functions	manganese ion binding	727.283	0.07291468839993481
GO:0005727	Cellular_Components	extrachromosomal circular DNA	726.612	0.07284741643576631
GO:0004748	Molecular_Functions	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	716.865	0.07187021847041561
GO:0070395	Biological_Processes	lipoteichoic acid biosynthetic process	711.651	0.07134748222425384
GO:0006353	Biological_Processes	DNA-templated transcription, termination	710.416	0.07122366571792287
GO:0008289	Molecular_Functions	lipid binding	707.354	0.07091668098724636
GO:0055129	Biological_Processes	L-proline biosynthetic process	702.992	0.07047936309201092
GO:0046654	Biological_Processes	tetrahydrofolate biosynthetic process	699.32	0.07011122203027215
GO:0006525	Biological_Processes	arginine metabolic process	691.619	0.06933914841468111
GO:0008804	Molecular_Functions	carbamate kinase activity	691.619	0.06933914841468111
GO:0008237	Molecular_Functions	metallopeptidase activity	690.263	0.0692032008984181
GO:0004801	Molecular_Functions	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity	689.968	0.06917362529569125
GO:0051536	Molecular_Functions	iron-sulfur cluster binding	675.105	0.06768351619966093
GO:0097367	Molecular_Functions	carbohydrate derivative binding	672.501	0.06742244884542134
GO:0009088	Biological_Processes	threonine biosynthetic process	670.432	0.06721501860121176
GO:0006289	Biological_Processes	nucleotide-excision repair	669.409	0.06711245642633193
GO:0000917	Biological_Processes	division septum assembly	667.446	0.06691565334784795
GO:0009086	Biological_Processes	methionine biosynthetic process	663.618	0.0665318723063621
GO:0008170	Molecular_Functions	N-methyltransferase activity	662.485	0.06641828194063497
GO:0004553	Molecular_Functions	hydrolase activity, hydrolyzing O-glycosyl compounds	655.004	0.06566826470673852
GO:0015658	Molecular_Functions	branched-chain amino acid transmembrane transporter activity	653.651	0.06553261795931678
GO:0009360	Cellular_Components	DNA polymerase III complex	653.252	0.06549261570342524
GO:0008616	Biological_Processes	queuosine biosynthetic process	646.743	0.0648400475741067
GO:1990077	Cellular_Components	primosome complex	644.236	0.06458870507906882
GO:0015267	Molecular_Functions	channel activity	643.304	0.0644952662257081
GO:0015293	Molecular_Functions	symporter activity	632.892	0.06345139783387148
GO:0009405	Biological_Processes	pathogenesis	631.509	0.06331274339803684
GO:2001295	Biological_Processes	malonyl-CoA biosynthetic process	629.487	0.06311002519900749
GO:0046677	Biological_Processes	response to antibiotic	627.744	0.0629352785022181
GO:0043022	Molecular_Functions	ribosome binding	623.357	0.062495454199971906
GO:0015969	Biological_Processes	guanosine tetraphosphate metabolic process	617.39	0.06189722497464639
GO:0009117	Biological_Processes	nucleotide metabolic process	616.246	0.06178253178983453
GO:0051607	Biological_Processes	defense response to virus	611.692	0.06132596468875654
GO:0019303	Biological_Processes	D-ribose catabolic process	610.204	0.06117678334347677
GO:0009317	Cellular_Components	acetyl-CoA carboxylase complex	606.325	0.06078788923168901
GO:0015450	Molecular_Functions	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	600.274	0.06018123847880739
GO:0046873	Molecular_Functions	metal ion transmembrane transporter activity	598.924	0.060045892500226954
GO:0004749	Molecular_Functions	ribose phosphate diphosphokinase activity	593.454	0.05949749064627513
GO:0009165	Biological_Processes	nucleotide biosynthetic process	593.454	0.05949749064627513
GO:0044038	Biological_Processes	cell wall macromolecule biosynthetic process	590.938	0.059245245844713385
GO:0016755	Molecular_Functions	transferase activity, transferring amino-acyl groups	584.806	0.05863047433311694
GO:0008963	Molecular_Functions	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	582.294	0.05837863055667689
GO:0015937	Biological_Processes	coenzyme A biosynthetic process	581.504	0.05829942809513724
GO:0044206	Biological_Processes	UMP salvage	579.158	0.05806422686124858
GO:0050662	Molecular_Functions	coenzyme binding	576.96	0.05784386355686355
GO:0006979	Biological_Processes	response to oxidative stress	576.129	0.05776055058782626
GO:0004814	Molecular_Functions	arginine-tRNA ligase activity	574.367	0.05758389902170869
GO:0006420	Biological_Processes	arginyl-tRNA aminoacylation	574.367	0.05758389902170869
GO:0006402	Biological_Processes	mRNA catabolic process	573.879	0.05753497395685887
GO:0009253	Biological_Processes	peptidoglycan catabolic process	571.692	0.057315713471558574
GO:0009231	Biological_Processes	riboflavin biosynthetic process	565.635	0.05670846118099437
GO:0004022	Molecular_Functions	alcohol dehydrogenase (NAD+) activity	564.669	0.05661161361409904
GO:0004585	Molecular_Functions	ornithine carbamoyltransferase activity	563.629	0.05650734708245189
GO:0008955	Molecular_Functions	peptidoglycan glycosyltransferase activity	556.826	0.05582530360668695
GO:0016879	Molecular_Functions	ligase activity, forming carbon-nitrogen bonds	552.511	0.05539269775663171
GO:0009378	Molecular_Functions	four-way junction helicase activity	549.688	0.055109674276977966
GO:0035999	Biological_Processes	tetrahydrofolate interconversion	548.273	0.054967811640169596
GO:0006813	Biological_Processes	potassium ion transport	547.459	0.05488620302789961
GO:0006730	Biological_Processes	one-carbon metabolic process	547.452	0.054885501233936596
GO:0008745	Molecular_Functions	N-acetylmuramoyl-L-alanine amidase activity	544.853	0.05462493516109916
GO:0015833	Biological_Processes	peptide transport	542.71	0.05441008595213778
GO:0006401	Biological_Processes	RNA catabolic process	538.756	0.05401367261931776
GO:0003917	Molecular_Functions	DNA topoisomerase type I (single strand cut, ATP-independent) activity	537.676	0.05390539583645343
GO:0009380	Cellular_Components	excinuclease repair complex	535.143	0.05365144667812436
GO:0002949	Biological_Processes	tRNA threonylcarbamoyladenosine modification	534.283	0.0535652262769546
GO:0042586	Molecular_Functions	peptide deformylase activity	531.465	0.053282704078703
GO:0047324	Molecular_Functions	phosphoenolpyruvate-glycerone phosphotransferase activity	529.693	0.05310504994978113
GO:0031564	Biological_Processes	transcription antitermination	527.624	0.05289761970557157
GO:0003941	Molecular_Functions	L-serine ammonia-lyase activity	525.793	0.052714050456104326
GO:0031071	Molecular_Functions	cysteine desulfurase activity	523.083	0.05244235593613916
GO:0016743	Molecular_Functions	carboxyl- or carbamoyltransferase activity	520.715	0.05220494906408105
GO:0003796	Molecular_Functions	lysozyme activity	520.079	0.0521411860697276
GO:0016407	Molecular_Functions	acetyltransferase activity	519.704	0.05210358996456636
GO:0008998	Molecular_Functions	ribonucleoside-triphosphate reductase activity	517.647	0.05189736279572197
GO:0045263	Cellular_Components	proton-transporting ATP synthase complex, coupling factor F(o)	509.554	0.051085988718202385
GO:0009113	Biological_Processes	purine nucleobase biosynthetic process	507.688	0.0508989104989201
GO:0009279	Cellular_Components	cell outer membrane	505.991	0.05072877559103048
GO:0009089	Biological_Processes	lysine biosynthetic process via diaminopimelate	504.887	0.05061809265743581
GO:0015577	Molecular_Functions	galactitol transmembrane transporter activity	503.951	0.05052425277895338
GO:0005509	Molecular_Functions	calcium ion binding	503.368	0.05046580336746272
GO:0006535	Biological_Processes	cysteine biosynthetic process from serine	502.37	0.05036574759959363
GO:0006865	Biological_Processes	amino acid transport	500.609	0.05018919628975648
GO:0004148	Molecular_Functions	dihydrolipoyl dehydrogenase activity	493.119	0.04943827674933617
GO:0000179	Molecular_Functions	rRNA (adenine-N6,N6-)-dimethyltransferase activity	492.628	0.04938905091564506
GO:0032784	Biological_Processes	regulation of DNA-templated transcription, elongation	492.411	0.04936729530279177
GO:0006015	Biological_Processes	5-phosphoribose 1-diphosphate biosynthetic process	490.776	0.049203376284288794
GO:0004478	Molecular_Functions	methionine adenosyltransferase activity	490.713	0.049197060138621705
GO:0006556	Biological_Processes	S-adenosylmethionine biosynthetic process	490.713	0.049197060138621705
GO:0043571	Biological_Processes	maintenance of CRISPR repeat elements	490.321	0.049157759676693176
GO:0008094	Molecular_Functions	DNA-dependent ATPase activity	489.325	0.04905790442138494
GO:0042254	Biological_Processes	ribosome biogenesis	488.677	0.048992938351666335
GO:0003916	Molecular_Functions	DNA topoisomerase activity	488.646	0.048989830406973
GO:0004525	Molecular_Functions	ribonuclease III activity	483.804	0.048504389497131185
GO:0009156	Biological_Processes	ribonucleoside monophosphate biosynthetic process	483.462	0.048470101849224144
GO:0006044	Biological_Processes	N-acetylglucosamine metabolic process	482.791	0.04840282988505565
GO:1901135	Biological_Processes	carbohydrate derivative metabolic process	478.29	0.04795157636684045
GO:0031119	Biological_Processes	tRNA pseudouridine synthesis	475.033	0.04762504166148011
GO:0106029	Molecular_Functions	tRNA pseudouridine synthase activity	475.033	0.04762504166148011
GO:0004518	Molecular_Functions	nuclease activity	474.384	0.047559975335481064
GO:0000105	Biological_Processes	histidine biosynthetic process	473.626	0.047483981074915166
GO:0006048	Biological_Processes	UDP-N-acetylglucosamine biosynthetic process	471.194	0.04724015780090953
GO:2001059	Biological_Processes	D-tagatose 6-phosphate catabolic process	469.708	0.04709117696819063
GO:0004659	Molecular_Functions	prenyltransferase activity	469.379	0.04705819265192917
GO:0006662	Biological_Processes	glycerol ether metabolic process	469.346	0.04705488419467498
GO:0004820	Molecular_Functions	glycine-tRNA ligase activity	469.186	0.04703884318980619
GO:0006426	Biological_Processes	glycyl-tRNA aminoacylation	469.186	0.04703884318980619
GO:0070475	Biological_Processes	rRNA base methylation	467.386	0.04685838188503228
GO:0008972	Molecular_Functions	phosphomethylpyrimidine kinase activity	465.677	0.046687043901777504
GO:0005247	Molecular_Functions	voltage-gated chloride channel activity	465.11	0.04663019859077372
GO:0019388	Biological_Processes	galactose catabolic process	462.467	0.04636522124159736
GO:0050044	Molecular_Functions	galactose-6-phosphate isomerase activity	462.467	0.04636522124159736
GO:0009097	Biological_Processes	isoleucine biosynthetic process	462.328	0.046351285618617594
GO:0016783	Molecular_Functions	sulfurtransferase activity	461.93	0.04631138361900648
GO:0009381	Molecular_Functions	excinuclease ABC activity	460.6	0.04617804276603465
GO:0019546	Biological_Processes	arginine deiminase pathway	458.141	0.04593151257245741
GO:0019262	Biological_Processes	N-acetylneuraminate catabolic process	453.409	0.04545709985346288
GO:0003993	Molecular_Functions	acid phosphatase activity	453.037	0.045419804517142934
GO:0006415	Biological_Processes	translational termination	450.77	0.045192523529408245
GO:0009306	Biological_Processes	protein secretion	450.059	0.04512124131402255
GO:0004088	Molecular_Functions	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	449.912	0.04510650364079934
GO:0006269	Biological_Processes	DNA replication, synthesis of RNA primer	448.382	0.04495311153174152
GO:0032977	Molecular_Functions	membrane insertase activity	447.78	0.04489275725092269
GO:0006629	Biological_Processes	lipid metabolic process	446.92	0.04480653684975294
GO:0051920	Molecular_Functions	peroxiredoxin activity	446.543	0.04476874023203085
GO:0006614	Biological_Processes	SRP-dependent cotranslational protein targeting to membrane	444.935	0.04460752813309949
GO:0004725	Molecular_Functions	protein tyrosine phosphatase activity	444.808	0.04459479558548489
GO:0015297	Molecular_Functions	antiporter activity	442.335	0.04434686180398162
GO:0004459	Molecular_Functions	L-lactate dehydrogenase activity	432.879	0.04339883841623603
GO:0015225	Molecular_Functions	biotin transmembrane transporter activity	430.817	0.04319210996598947
GO:0006631	Biological_Processes	fatty acid metabolic process	430.813	0.04319170894086774
GO:0035435	Biological_Processes	phosphate ion transmembrane transport	430.163	0.04312654235858828
GO:0044208	Biological_Processes	'de novo' AMP biosynthetic process	428.26	0.042935754656930086
GO:0008728	Molecular_Functions	GTP diphosphokinase activity	427.882	0.04289785778292756
GO:0003954	Molecular_Functions	NADH dehydrogenase activity	426.001	0.042709275719438826
GO:0015415	Molecular_Functions	ATPase-coupled phosphate ion transmembrane transporter activity	425.808	0.042689926257315845
GO:0000036	Molecular_Functions	acyl carrier activity	424.04	0.0425126731535157
GO:0070038	Molecular_Functions	rRNA (pseudouridine-N3-)-methyltransferase activity	423.96	0.042504652651081304
GO:0016773	Molecular_Functions	phosphotransferase activity, alcohol group as acceptor	422.199	0.042328101341244165
GO:0004823	Molecular_Functions	leucine-tRNA ligase activity	421.852	0.04229331241193497
GO:0006429	Biological_Processes	leucyl-tRNA aminoacylation	421.852	0.04229331241193497
GO:0000716	Biological_Processes	transcription-coupled nucleotide-excision repair, DNA damage recognition	420.191	0.04212678673014082
GO:0030643	Biological_Processes	cellular phosphate ion homeostasis	419.764	0.04208397729839723
GO:0045936	Biological_Processes	negative regulation of phosphate metabolic process	419.764	0.04208397729839723
GO:0030163	Biological_Processes	protein catabolic process	417.303	0.04183724659225913
GO:0016149	Molecular_Functions	translation release factor activity, codon specific	417.046	0.04181148072818863
GO:0008444	Molecular_Functions	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity	415.596	0.04166610912156521
GO:0008794	Molecular_Functions	arsenate reductase (glutaredoxin) activity	414.367	0.0415428941529168
GO:0006270	Biological_Processes	DNA replication initiation	411.487	0.04125415606527855
GO:0006220	Biological_Processes	pyrimidine nucleotide metabolic process	409.848	0.04108983602165386
GO:0015407	Molecular_Functions	ATPase-coupled monosaccharide transmembrane transporter activity	409.812	0.041086226795558387
GO:0015821	Biological_Processes	methionine transport	409.304	0.04103529660509996
GO:0016798	Molecular_Functions	hydrolase activity, acting on glycosyl bonds	408.522	0.04095689619380374
