Name	Tax ID	GTDB ID	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Varibaculum cambriense GCA_000420065.1	1123488	GCA_000420065.1	1.3	0.686376	0.67707	50321	52236
s__Streptococcus infantis_I GCA_001814215.1	1739461	GCA_001814215.1	1.12	0.008354	0.009129	36432	45003
s__Varibaculum massiliense GCA_900106855.1	1852372	GCA_900106855.1	1.08	0.722102	0.71206	46721	43396
s__Anaerococcus prevotii GCA_000024105.1	525919	GCA_000024105.1	1.06	0.175972	0.137576	37883	42592
s__Peptoniphilus_A harei GCA_001815405.1	1739525	GCA_001815405.1	1.01	0.438672	0.416592	35392	40583
s__Streptococcus infantis_H GCA_000223335.2	997830	GCA_000223335.2	1	0.008187	0.00769	34591	40182
s__Winkia sp002849225 GCA_001807435.1	1581131	GCA_001807435.1	0.98	0.816209	0.335564	40718	39378
s__Streptococcus sp916048145 GCA_003859975.1	2491052	GCA_003859975.1	0.97	0.011339	0.009436	37680	38976
s__Campylobacter_B ureolyticus GCA_000597825.1	827	GCA_000597825.1	0.95	0.314559	0.184122	29813	38172
s__Streptococcus mitis_N GCA_000222785.2	1035187	GCA_000222785.2	0.93	0.009528	0.009565	34217	37369
s__Corynebacterium pyruviciproducens GCA_000411375.1	1125779	GCA_000411375.1	0.88	0.538204	0.537845	45402	35360
s__Streptococcus mitis_L GCA_000257905.1	1095737	GCA_000257905.1	0.86	0.007503	0.007127	31417	34556
s__Streptococcus infantis GCA_000187465.1	889204	GCA_000187465.1	0.79	0.007504	0.006715	27929	31743
s__Streptococcus mitis_M GCA_000722685.1	28037	GCA_000722685.1	0.76	0.008074	0.006614	29943	30538
s__Staphylococcus simulans GCA_001838445.1	1739455	GCA_001838445.1	0.73	0.793944	0.612524	35707	29333
s__Streptococcus infantis_G GCA_000223255.2	1035189	GCA_000223255.2	0.72	0.007229	0.005294	25986	28931
s__Bradyrhizobium sp003020075 GCA_003020075.1	2133945	GCA_003020075.1	0.71	0.484528	0.471429	101675	28529
s__Streptococcus mitis_O GCA_000722695.1	28037	GCA_000722695.1	0.7	0.006112	0.006367	29080	28127
s__Campylobacter_B ureolyticus_A GCA_000413435.1	883165	GCA_000413435.1	0.7	0.24457	0.123321	22399	28127
s__Finegoldia magna GCA_009678325.1	2584649	GCA_009678325.1	0.69	0.345406	0.158489	23620	27725
s__Allobacillus halotolerans GCA_007559355.1	1955271	GCA_007559355.1	0.65	0.57033	0.567661	31391	26118
s__Anaerococcus marasmi GCA_900290195.1	2057797	GCA_900290195.1	0.62	0.116495	0.073074	24843	24913
s__Imtechella halotolerans GCA_000260835.1	946077	GCA_000260835.1	0.61	0.861274	0.861274	36323	24511
s__Enterococcus faecalis	1351		0.52	0.770833	0.125	32555	20894
s__Aerococcus urinae_D GCA_001809895.1	1715159	GCA_001809895.1	0.42	0.663682	0.640436	16814	16876
s__Actinotignum sanguinis GCA_003957255.1	1445614	GCA_003957255.1	0.39	0.311097	0.258634	15366	15671
s__Urinicoccus timonensis GCA_900232945.1	2024205	GCA_900232945.1	0.37	0.381646	0.204757	13776	14867
s__Negativicoccus succinicivorans GCA_000508525.1	1403945	GCA_000508525.1	0.37	0.439401	0.439401	9019	14867
s__Finegoldia magna_F GCA_000159695.1	525282	GCA_000159695.1	0.31	0.177806	0.050709	11186	12456
s__Peptoniphilus_A vaginalis GCA_900176605.1	1756987	GCA_900176605.1	0.31	0.128029	0.040301	11081	12456
s__Peptoniphilus_B duerdenii GCA_000146345.1	862517	GCA_000146345.1	0.31	0.326705	0.236825	12078	12456
s__Dermabacter hominis GCA_002443115.1	1667168	GCA_002443115.1	0.3	0.242772	0.080308	13699	12054
s__Gleimia urinae GCA_900119695.1	1689268	GCA_900119695.1	0.27	0.142526	0.124192	10232	10849
s__Bradyrhizobium viridifuturi GCA_002289535.1	418599	GCA_002289535.1	0.25	0.068848	0.012708	40819	10045
s__Actinotignum schaalii_A GCA_000411135.1	883067	GCA_000411135.1	0.21	0.231455	0.169659	8312	8438
s__Anaerococcus vaginimassiliensis GCA_000191725.2	879305	GCA_000191725.2	0.2	0.323268	0.232627	6309	8036
s__Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	GCA_000378725.1	0.19	0.394231	0.18434	6351	7634
f__Staphylococcaceae	90964		0.18	1	1	8986	7233
g__Corynebacterium	1716		0.18	0.430503	0.095436	8300	7233
s__Anaerococcus vaginalis_C GCA_001815585.1	1739537	GCA_001815585.1	0.17	0.258803	0.078989	5822	6831
s__Urinicoccus massiliensis GCA_900120405.1	1723382	GCA_900120405.1	0.15	0.081543	0.023748	5921	6027
s__Bradyrhizobium sp002532045 GCA_002532045.1	142585	GCA_002532045.1	0.15	0.038379	0.009701	24712	6027
s__Corynebacterium amycolatum GCA_001811205.1	1739292	GCA_001811205.1	0.15	0.311563	0.204627	6986	6027
s__Staphylococcus epidermidis	1282		0.12	0.285163	0.262048	5004	4822
s__Anaerococcus sp900258475 GCA_900258475.1	2057799	GCA_900258475.1	0.12	0.008246	0.00713	5155	4822
s__Anaerococcus obesiensis GCA_000311745.1	1118056	GCA_000311745.1	0.11	0.2612	0.094243	4102	4420
s__Bradyrhizobium elkanii GCA_009720285.1	1419258	GCA_009720285.1	0.11	0.018446	0.003467	16993	4420
s__Bradyrhizobium elkanii	29448		0.11	0.028824	0.006487	20148	4420
s__Bradyrhizobium septentrionale GCA_000426785.1	172088	GCA_000426785.1	0.11	0.026383	0.006277	20688	4420
s__Corynebacterium singulare GCA_000833575.1	161899	GCA_000833575.1	0.11	0.017669	0.005241	5845	4420
s__Anaerococcus senegalensis GCA_000321005.2	1033733	GCA_000321005.2	0.1	0.212047	0.2038	3308	4018
s__Bradyrhizobium pachyrhizi	280333		0.1	0.026597	0.005809	18284	4018
s__Corynebacterium amycolatum_A	43765		0.1	0.298067	0.088498	4928	4018
s__Anaerococcus vaginalis GCA_001812365.1	1739356	GCA_001812365.1	0.09	0.242119	0.06108	3125	3616
s__Anaerococcus lactolyticus GCA_000156575.1	525254	GCA_000156575.1	0.09	0.032142	0.023414	3614	3616
s__Corynebacterium mucifaciens	57171		0.09	0.005006	0.005006	3935	3616
s__Corynebacterium minutissimum GCA_000805675.1	38301	GCA_000805675.1	0.09	0.01755	0.009403	4335	3616
s__Staphylococcus aureus	1280		0.08	1	1	4111	3215
s__Peptoniphilus_A grossensis GCA_000311825.1	1118057	GCA_000311825.1	0.08	0.041412	0.029695	3135	3215
s__Varibaculum cambriense_A GCA_000508625.1	1403948	GCA_000508625.1	0.08	0.064953	0.026983	3268	3215
s__Corynebacterium glucuronolyticum GCA_001815555.1	1739536	GCA_001815555.1	0.07	0.041711	0.037373	3447	2813
s__Peptoniphilus_B sp000478985 GCA_000478985.1	1111134	GCA_000478985.1	0.06	0.004574	0.004052	2172	2411
s__Winkia neuii GCA_001807285.1	1581120	GCA_001807285.1	0.06	0.04699	0.656272	2668	2411
s__Aerococcus urinae_B GCA_001811135.1	1739288	GCA_001811135.1	0.05	0.199783	0.079525	1657	2009
s__Peptoniphilus_A phoceensis GCA_001517665.2	1720298	GCA_001517665.2	0.05	0.019706	0.013922	1509	2009
s__Anaerococcus tetradius GCA_000159095.1	525255	GCA_000159095.1	0.05	0.005221	0.004055	1948	2009
s__Anaerococcus mediterraneensis GCA_900128415.1	1870984	GCA_900128415.1	0.05	0.012088	0.012031	1859	2009
s__Peptoniphilus_E obesi GCA_000311865.1	1118062	GCA_000311865.1	0.05	0.069374	0.069661	1807	2009
s__Mediannikoviicoccus massiliensis GCA_001407835.1	1689303	GCA_001407835.1	0.05	0.033107	0.033107	1892	2009
s__Porphyromonas_A somerae GCA_000372405.1	1122975	GCA_000372405.1	0.05	0.11473	0.075113	2289	2009
s__Ralstonia pickettii_B GCA_000372665.1	1264675	GCA_000372665.1	0.05	0.084328	0.0868	4880	2009
s__Mobiluncus curtisii GCA_000185425.1	887326	GCA_000185425.1	0.05	0.021092	0.01221	1942	2009
s__Anaerococcus jeddahensis GCA_001182725.1	1673719	GCA_001182725.1	0.04	0.025878	0.017751	1364	1607
s__Anaerococcus hydrogenalis GCA_000191745.2	879306	GCA_000191745.2	0.04	0.041166	0.021603	1306	1607
s__Anaerococcus octavius GCA_002847745.1	54007	GCA_002847745.1	0.04	0.042231	0.03655	1535	1607
s__Anaerococcus provencensis GCA_000312365.2	938293	GCA_000312365.2	0.04	0.013727	0.012318	1815	1607
s__Anaerococcus sp900232825 GCA_902500265.1	2614127	GCA_902500265.1	0.04	0.007253	0.009015	1603	1607
s__Bradyrhizobium ivorense	2511166		0.04	0.00512	0.004917	6750	1607
s__Comamonas tsuruhatensis	80866		0.03	0.045878	0.04268	4383	1205
s__Comamonas tsuruhatensis GCA_000710145.1	1537702	GCA_000710145.1	0.03	0.073991	0.012705	4240	1205
s__Pseudomonas_E antarctica_A GCA_001647715.1	219572	GCA_001647715.1	0.03	0.013569	0.012691	3421	1205
s__Gleimia europaea_B GCA_000411155.1	883069	GCA_000411155.1	0.03	0.039901	0.019114	1171	1205
s__Actinotignum timonense GCA_002860685.1	1870995	GCA_002860685.1	0.03	0.075664	0.028065	1322	1205
s__Dermabacter vaginalis	1630135		0.03	0.011726	0.004269	1209	1205
s__Corynebacterium striatum GCA_000159135.1	525268	GCA_000159135.1	0.03	0.004228	0.003628	1679	1205
s__Atopobium deltae GCA_001552785.1	1393034	GCA_001552785.1	0.03	0.037569	0.037595	803	1205
s__Allobacillus salarius GCA_007559425.1	1955272	GCA_007559425.1	0.02	0.046018	0.012788	900	804
s__Helcococcus sueciensis GCA_000423145.1	1121947	GCA_000423145.1	0.02	0.110464	0.110089	530	804
s__Escherichia coli GCA_013372345.1	562	GCA_013372345.1	0.02	0.056157	0.057753	2104	804
s__Methylobacterium thiocyanatum GCA_000019945.1	441620	GCA_000019945.1	0.02	0.018489	0.017475	2471	804
s__Pauljensenia radingae_A	1673722		0.02	0.00369	0.00369	1026	804
s__Anaerococcus porci GCA_009696575.1	2652269	GCA_009696575.1	0.01	0.003761	0.003761	377	402
s__Prevotella timonensis GCA_000455445.1	1122992	GCA_000455445.1	0.01	0.01622	0.011252	688	402
s__Bradyrhizobium japonicum_C GCA_000426845.1	1304878	GCA_000426845.1	0.01	0.020566	0.023952	936	402
s__Bradyrhizobium sp000938305	722472		0.01	0.00513	0.004749	1350	402
s__Afipia sp001425835 GCA_001425835.1	1736436	GCA_001425835.1	0.01	0.027998	0.020221	472	402
s__Agrobacterium oryzihabitans GCA_000219665.2	1050720	GCA_000219665.2	0.01	0.015689	0.016066	927	402
g__Phyllobacterium	28100		0.01	0.038842	0.038842	556	402
s__Corynebacterium accolens GCA_000146485.1	862512	GCA_000146485.1	0.01	0.006771	0.003143	627	402
g__Cutibacterium	1912216		0.01	0.013793	0.013793	494	402
s__Peptococcus niger GCA_900101835.1	2741	GCA_900101835.1	0.01	0.019717	0.019717	371	402
