GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0004386	Molecular_Functions	helicase activity	2580.75	0.2590256484525876
GO:0003887	Molecular_Functions	DNA-directed DNA polymerase activity	2468.13	0.24772216360177662
GO:0005215	Molecular_Functions	transporter activity	2402.45	0.24112996963088987
GO:0000155	Molecular_Functions	phosphorelay sensor kinase activity	2259.86	0.22681844499159726
GO:0071555	Biological_Processes	cell wall organization	2199.39	0.22074917018313922
GO:0016746	Molecular_Functions	transferase activity, transferring acyl groups	2186.68	0.2194734883108802
GO:0005623	Cellular_Components	cell	2144.63	0.21525299871776532
GO:0020037	Molecular_Functions	heme binding	2142.01	0.2149900336111313
GO:0050661	Molecular_Functions	NADP binding	2132.87	0.21407266678875148
GO:0015293	Molecular_Functions	symporter activity	2095.58	0.21032993059547553
GO:0006099	Biological_Processes	tricarboxylic acid cycle	2078.59	0.20862467213680677
GO:0005506	Molecular_Functions	iron ion binding	1932.96	0.19400802767912959
GO:0016757	Molecular_Functions	transferase activity, transferring glycosyl groups	1891.51	0.18984775910280108
GO:0006520	Biological_Processes	cellular amino acid metabolic process	1876.3	0.18832115632726534
GO:0009306	Biological_Processes	protein secretion	1871.76	0.18786548396691477
GO:0008643	Biological_Processes	carbohydrate transport	1771.74	0.17782664046861862
GO:0006865	Biological_Processes	amino acid transport	1763.8	0.17702971567981166
GO:0006096	Biological_Processes	glycolytic process	1756.39	0.1762859861224994
GO:0030976	Molecular_Functions	thiamine pyrophosphate binding	1687.87	0.16940874600549025
GO:0010181	Molecular_Functions	FMN binding	1675.8	0.1681972998844701
GO:0015288	Molecular_Functions	porin activity	1606.9	0.16128191979016293
GO:0004252	Molecular_Functions	serine-type endopeptidase activity	1603.12	0.16090252738440847
GO:0004177	Molecular_Functions	aminopeptidase activity	1592.57	0.1598436411725806
GO:0042626	Molecular_Functions	ATPase-coupled transmembrane transporter activity	1562.44	0.15681954244628923
GO:0045454	Biological_Processes	cell redox homeostasis	1530.59	0.15362281013854343
GO:0030246	Molecular_Functions	carbohydrate binding	1526.49	0.15321129985716958
GO:0071973	Biological_Processes	bacterial-type flagellum-dependent cell motility	1514.55	0.15201290162311984
GO:0004519	Molecular_Functions	endonuclease activity	1513.23	0.1518804153861897
GO:0008134	Molecular_Functions	transcription factor binding	1504.65	0.1510192548461439
GO:0006396	Biological_Processes	RNA processing	1498.51	0.1504029931076962
GO:0006351	Biological_Processes	transcription, DNA-templated	1484.82	0.14902895024135274
GO:0008152	Biological_Processes	metabolic process	1457.52	0.14628889397757064
GO:0006265	Biological_Processes	DNA topological change	1452.19	0.14575393061178463
GO:0019843	Molecular_Functions	rRNA binding	1447.34	0.14526714405942773
GO:0003746	Molecular_Functions	translation elongation factor activity	1444.38	0.14497005370994806
GO:0004222	Molecular_Functions	metalloendopeptidase activity	1441.56	0.14468701493105188
GO:0000166	Molecular_Functions	nucleotide binding	1435.47	0.1440757716106697
GO:0006457	Biological_Processes	protein folding	1390.86	0.13959833901259938
GO:0003924	Molecular_Functions	GTPase activity	1376.74	0.13818113775089233
GO:0003755	Molecular_Functions	peptidyl-prolyl cis-trans isomerase activity	1296.29	0.13010650308344657
GO:0000049	Molecular_Functions	tRNA binding	1291.59	0.12963477178528626
GO:0008237	Molecular_Functions	metallopeptidase activity	1284.06	0.1288789980246167
GO:0006094	Biological_Processes	gluconeogenesis	1276.37	0.12810716532613742
GO:0030145	Molecular_Functions	manganese ion binding	1253.92	0.12585389561471225
GO:0006807	Biological_Processes	nitrogen compound metabolic process	1211.63	0.12160931761488276
GO:0006418	Biological_Processes	tRNA aminoacylation for protein translation	1198.38	0.120279436827516
GO:0015407	Molecular_Functions	ATPase-coupled monosaccharide transmembrane transporter activity	1165.14	0.11694319249754834
GO:0004553	Molecular_Functions	hydrolase activity, hydrolyzing O-glycosyl compounds	1162.3	0.11665814635142593
GO:0071949	Molecular_Functions	FAD binding	1157.54	0.11618039295158702
GO:0050662	Molecular_Functions	coenzyme binding	1150.88	0.11551193966525777
GO:0097367	Molecular_Functions	carbohydrate derivative binding	1146.03	0.11502515311290087
GO:0051537	Molecular_Functions	2 iron, 2 sulfur cluster binding	1138.73	0.11429246407533276
GO:0008483	Molecular_Functions	transaminase activity	1137.49	0.11416800730730751
GO:0006814	Biological_Processes	sodium ion transport	1125.7	0.11298466432745435
GO:0015031	Biological_Processes	protein transport	1112.55	0.11166482037621864
GO:0008484	Molecular_Functions	sulfuric ester hydrolase activity	1107.32	0.1111398938465637
GO:0009245	Biological_Processes	lipid A biosynthetic process	1104.6	0.11086689190379859
GO:0016773	Molecular_Functions	phosphotransferase activity, alcohol group as acceptor	1097.86	0.11019040914856447
GO:0051082	Molecular_Functions	unfolded protein binding	1085.73	0.1089729409258657
GO:0004527	Molecular_Functions	exonuclease activity	1082.86	0.10868488372890397
GO:0016779	Molecular_Functions	nucleotidyltransferase activity	1082.01	0.1085995706217899
GO:0015128	Molecular_Functions	gluconate transmembrane transporter activity	1080.91	0.10848916542434814
GO:0009252	Biological_Processes	peptidoglycan biosynthetic process	1079.62	0.10835969023825733
GO:0045892	Biological_Processes	negative regulation of transcription, DNA-templated	1073.1	0.10770528852251154
GO:0043711	Biological_Processes	pilus organization	1072.44	0.10763904540404652
GO:0016798	Molecular_Functions	hydrolase activity, acting on glycosyl bonds	1070.12	0.10740619080580567
GO:0006935	Biological_Processes	chemotaxis	1068.01	0.1071944135634401
GO:0008360	Biological_Processes	regulation of cell shape	1057.18	0.10610742421044524
GO:0046677	Biological_Processes	response to antibiotic	1052.35	0.10562264502531454
GO:0046983	Molecular_Functions	protein dimerization activity	1041.67	0.10455071092651629
GO:0007165	Biological_Processes	signal transduction	1039.04	0.10428674213626914
GO:0005351	Molecular_Functions	carbohydrate:proton symporter activity	1033.95	0.10377586717719768
GO:0008940	Molecular_Functions	nitrate reductase activity	1033.83	0.10376382297384039
GO:0055114	Biological_Processes	oxidation-reduction process	1026.24	0.1030020271114922
GO:0071111	Molecular_Functions	cyclic-guanylate-specific phosphodiesterase activity	1022.16	0.10259252419734452
GO:0003899	Molecular_Functions	DNA-directed 5'-3' RNA polymerase activity	1012.49	0.10162196214347007
GO:0005337	Molecular_Functions	nucleoside transmembrane transporter activity	1004.45	0.10081500051853205
GO:0003918	Molecular_Functions	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	1000.84	0.10045267073420042
GO:0061077	Biological_Processes	chaperone-mediated protein folding	992.278	0.0995933168246582
GO:0052621	Molecular_Functions	diguanylate cyclase activity	986.058	0.09896902561730567
GO:0071705	Biological_Processes	nitrogen compound transport	978.729	0.09823342589725956
GO:0006633	Biological_Processes	fatty acid biosynthetic process	978.496	0.09821004006907415
GO:0009116	Biological_Processes	nucleoside metabolic process	964.705	0.09682585999823831
GO:0001522	Biological_Processes	pseudouridine synthesis	962.613	0.09661588938637632
GO:0006979	Biological_Processes	response to oxidative stress	960.6	0.09641384787505788
GO:0008408	Molecular_Functions	3'-5' exonuclease activity	942.131	0.09456014461001057
GO:0008033	Biological_Processes	tRNA processing	932.549	0.09359841497193144
GO:0016310	Biological_Processes	phosphorylation	930.328	0.09337549684146038
GO:0005198	Molecular_Functions	structural molecule activity	922.625	0.09260235935428407
GO:0006974	Biological_Processes	cellular response to DNA damage stimulus	915.067	0.0918437752794978
GO:0003984	Molecular_Functions	acetolactate synthase activity	907.043	0.09103841954834074
GO:0009002	Molecular_Functions	serine-type D-Ala-D-Ala carboxypeptidase activity	905.076	0.09084099498164261
GO:0042802	Molecular_Functions	identical protein binding	904.186	0.09075166714007608
GO:0008854	Molecular_Functions	exodeoxyribonuclease V activity	892.039	0.08953249265523501
GO:0008137	Molecular_Functions	NADH dehydrogenase (ubiquinone) activity	890.125	0.08934038761168633
GO:1901135	Biological_Processes	carbohydrate derivative metabolic process	883.588	0.08868427963379828
GO:0009073	Biological_Processes	aromatic amino acid family biosynthetic process	878.379	0.08816146083973087
GO:0009253	Biological_Processes	peptidoglycan catabolic process	864.129	0.0867312116910534
GO:0015035	Molecular_Functions	protein disulfide oxidoreductase activity	849.982	0.08531130048359092
GO:0009435	Biological_Processes	NAD biosynthetic process	843.894	0.0847002578999314
GO:0004748	Molecular_Functions	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	835.473	0.08385505592933398
GO:0009089	Biological_Processes	lysine biosynthetic process via diaminopimelate	833.461	0.08365311478637685
GO:0015562	Molecular_Functions	efflux transmembrane transporter activity	832.651	0.0835718164137152
GO:0006541	Biological_Processes	glutamine metabolic process	830.333	0.08333916255219699
GO:0048038	Molecular_Functions	quinone binding	827.968	0.08310179137769719
GO:0006813	Biological_Processes	potassium ion transport	813.115	0.08161102010714938
GO:0015419	Molecular_Functions	ATPase-coupled sulfate transmembrane transporter activity	802.771	0.0805728097777515
GO:0004601	Molecular_Functions	peroxidase activity	799.019	0.08019622768611376
GO:0019835	Biological_Processes	cytolysis	798.496	0.08014373503314826
GO:0016810	Molecular_Functions	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	795.353	0.07982827727354873
GO:0006352	Biological_Processes	DNA-templated transcription, initiation	789.896	0.07928056712587624
GO:0015986	Biological_Processes	ATP synthesis coupled proton transport	781.467	0.07843456220838835
GO:0008652	Biological_Processes	cellular amino acid biosynthetic process	768.172	0.0771001648447626
GO:0015833	Biological_Processes	peptide transport	767.127	0.07699527990719293
GO:0004355	Molecular_Functions	glutamate synthase (NADPH) activity	764.126	0.07669407445489952
GO:0008184	Molecular_Functions	glycogen phosphorylase activity	759.325	0.07621220595224686
GO:0016151	Molecular_Functions	nickel cation binding	757.398	0.07601879612000113
GO:0009086	Biological_Processes	methionine biosynthetic process	752.07	0.07548403349093773
GO:0000105	Biological_Processes	histidine biosynthetic process	749.276	0.07520360428943562
GO:0030163	Biological_Processes	protein catabolic process	745.542	0.07482882882830148
GO:0006364	Biological_Processes	rRNA processing	742.025	0.07447583330157174
GO:0102250	Molecular_Functions	linear malto-oligosaccharide phosphorylase activity	741.535	0.07442665280452951
GO:0102499	Molecular_Functions	SHG alpha-glucan phosphorylase activity	741.535	0.07442665280452951
GO:0009103	Biological_Processes	lipopolysaccharide biosynthetic process	741.047	0.07437767304420989
GO:0043093	Biological_Processes	FtsZ-dependent cytokinesis	739.508	0.07422320613615271
GO:0008745	Molecular_Functions	N-acetylmuramoyl-L-alanine amidase activity	735.4	0.07381089290788836
GO:0005694	Cellular_Components	chromosome	732.3	0.0734997509878252
GO:0009405	Biological_Processes	pathogenesis	726.608	0.07292845427524469
GO:0006526	Biological_Processes	arginine biosynthetic process	726.24	0.07289151871828237
GO:0008706	Molecular_Functions	6-phospho-beta-glucosidase activity	722.588	0.07252497346277569
GO:0103047	Molecular_Functions	methyl beta-D-glucoside 6-phosphate glucohydrolase activity	722.588	0.07252497346277569
GO:0043546	Molecular_Functions	molybdopterin cofactor binding	720.838	0.07234932883048195
GO:0003857	Molecular_Functions	3-hydroxyacyl-CoA dehydrogenase activity	719.872	0.07225237299345583
GO:0045893	Biological_Processes	positive regulation of transcription, DNA-templated	717.078	0.07197194379195374
GO:0015556	Molecular_Functions	C4-dicarboxylate transmembrane transporter activity	712.796	0.07154216646882132
GO:0006189	Biological_Processes	'de novo' IMP biosynthetic process	708.808	0.07114189744391425
GO:0044780	Biological_Processes	bacterial-type flagellum assembly	704.612	0.07072075179985454
GO:0017004	Biological_Processes	cytochrome complex assembly	703.694	0.07062861364417132
GO:0009228	Biological_Processes	thiamine biosynthetic process	690.85	0.0693394824114967
GO:0016226	Biological_Processes	iron-sulfur cluster assembly	689.16	0.06916985988088162
GO:0006777	Biological_Processes	Mo-molybdopterin cofactor biosynthetic process	688.52	0.06910562412964277
GO:0120159	Molecular_Functions	rRNA pseudouridine synthase activity	687.121	0.0689652087921691
GO:0006631	Biological_Processes	fatty acid metabolic process	686.268	0.06887959457997109
GO:0016987	Molecular_Functions	sigma factor activity	679.129	0.068163064848574
GO:0005991	Biological_Processes	trehalose metabolic process	678.254	0.06807524253242714
GO:0006811	Biological_Processes	ion transport	676.269	0.06787601133522539
GO:0003697	Molecular_Functions	single-stranded DNA binding	675.99	0.06784800856241971
GO:0008654	Biological_Processes	phospholipid biosynthetic process	675.76	0.06782492383931825
GO:0003774	Molecular_Functions	motor activity	674.736	0.0677221466373361
GO:0005507	Molecular_Functions	copper ion binding	667.156	0.06696135445860099
GO:0004555	Molecular_Functions	alpha,alpha-trehalase activity	666.278	0.0668732310373702
GO:0008324	Molecular_Functions	cation transmembrane transporter activity	661.874	0.06643120877415788
GO:0016791	Molecular_Functions	phosphatase activity	652.853	0.06552578578677405
GO:0006284	Biological_Processes	base-excision repair	651.451	0.06538506934421645
GO:0008173	Molecular_Functions	RNA methyltransferase activity	644.182	0.06465549172584899
GO:0008965	Molecular_Functions	phosphoenolpyruvate-protein phosphotransferase activity	641.321	0.06436833784413908
GO:1904680	Molecular_Functions	peptide transmembrane transporter activity	640.271	0.06426295106476283
GO:0034219	Biological_Processes	carbohydrate transmembrane transport	640.113	0.06424709286367576
GO:0030151	Molecular_Functions	molybdenum ion binding	636.941	0.06392872442159821
GO:0009097	Biological_Processes	isoleucine biosynthetic process	636.24	0.06385836620031941
GO:0007049	Biological_Processes	cell cycle	633.639	0.06359730809255028
GO:0006071	Biological_Processes	glycerol metabolic process	631.528	0.0633854304818234
GO:0050626	Molecular_Functions	trimethylamine-N-oxide reductase (cytochrome c) activity	631.174	0.0633499000819194
GO:0032196	Biological_Processes	transposition	630.655	0.06329780890239915
GO:0016620	Molecular_Functions	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	630.509	0.06328315512164778
GO:0008199	Molecular_Functions	ferric iron binding	615.452	0.06177190870539259
GO:0016788	Molecular_Functions	hydrolase activity, acting on ester bonds	601.524	0.06037397816905717
GO:0106029	Molecular_Functions	tRNA pseudouridine synthase activity	600.098	0.0602308528858281
GO:0009246	Biological_Processes	enterobacterial common antigen biosynthetic process	593.104	0.059528876566821085
GO:0003849	Molecular_Functions	3-deoxy-7-phosphoheptulonate synthase activity	586.555	0.0588715641685973
GO:0006006	Biological_Processes	glucose metabolic process	585.487	0.058764370758717474
GO:0004824	Molecular_Functions	lysine-tRNA ligase activity	579.734	0.05818695157609703
GO:0008658	Molecular_Functions	penicillin binding	578.995	0.05811277935708842
GO:0004190	Molecular_Functions	aspartic-type endopeptidase activity	577.137	0.057926294941773135
GO:0006011	Biological_Processes	UDP-glucose metabolic process	576.799	0.057892370435650126
GO:0009231	Biological_Processes	riboflavin biosynthetic process	576.701	0.05788253433624168
GO:0006044	Biological_Processes	N-acetylglucosamine metabolic process	574.627	0.05767437035488328
GO:0006207	Biological_Processes	'de novo' pyrimidine nucleobase biosynthetic process	573.396	0.05755081690210981
GO:0042132	Molecular_Functions	fructose 1,6-bisphosphate 1-phosphatase activity	572.705	0.05748146236444412
GO:0008861	Molecular_Functions	formate C-acetyltransferase activity	569.506	0.05716038397661118
GO:0033748	Molecular_Functions	hydrogenase (acceptor) activity	568.767	0.057086211757602597
GO:0008955	Molecular_Functions	peptidoglycan glycosyltransferase activity	567.926	0.05700180196574029
GO:0002161	Molecular_Functions	aminoacyl-tRNA editing activity	567.367	0.0569456960517676
GO:0006629	Biological_Processes	lipid metabolic process	566.796	0.0568883857174592
GO:0003960	Molecular_Functions	NADPH:quinone reductase activity	566.723	0.05688105882708351
GO:0006298	Biological_Processes	mismatch repair	565.103	0.05671846208176017
GO:0004333	Molecular_Functions	fumarate hydratase activity	563.862	0.056593904945373606
GO:0016114	Biological_Processes	terpenoid biosynthetic process	562.719	0.05647918390839548
GO:0022904	Biological_Processes	respiratory electron transport chain	561.149	0.056321605581137676
GO:0003743	Molecular_Functions	translation initiation factor activity	560.219	0.05622826300511873
GO:0015173	Molecular_Functions	aromatic amino acid transmembrane transporter activity	557.242	0.05592946639349677
GO:0004412	Molecular_Functions	homoserine dehydrogenase activity	556.524	0.055857401910075696
GO:0016616	Molecular_Functions	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	554.416	0.05564582540443275
GO:0008616	Biological_Processes	queuosine biosynthetic process	554.34	0.05563819740897313
GO:0004176	Molecular_Functions	ATP-dependent peptidase activity	552.359	0.05543936768521664
GO:0006525	Biological_Processes	arginine metabolic process	551.281	0.05533117059172369
GO:0004854	Molecular_Functions	xanthine dehydrogenase activity	550.9	0.05529293024606432
GO:0046873	Molecular_Functions	metal ion transmembrane transporter activity	550.816	0.05528449930371422
GO:0004586	Molecular_Functions	ornithine decarboxylase activity	550.473	0.05525007295578464
GO:0008556	Molecular_Functions	potassium transmembrane transporter activity, phosphorylative mechanism	545.211	0.05472193463856775
GO:0016597	Molecular_Functions	amino acid binding	538.009	0.05399908170040809
GO:0006097	Biological_Processes	glyoxylate cycle	536.114	0.053808883655724324
GO:0009432	Biological_Processes	SOS response	531.687	0.05336455292020185
GO:0003684	Molecular_Functions	damaged DNA binding	530.229	0.05321821584941085
GO:0000746	Biological_Processes	conjugation	530.036	0.05319884475567788
GO:0008299	Biological_Processes	isoprenoid biosynthetic process	527.327	0.05292694686488719
GO:0009166	Biological_Processes	nucleotide catabolic process	523.108	0.05250349274851736
GO:0008236	Molecular_Functions	serine-type peptidase activity	522.707	0.05246324503563177
GO:0006605	Biological_Processes	protein targeting	520.345	0.05222617496621589
GO:0016747	Molecular_Functions	transferase activity, transferring acyl groups other than amino-acyl groups	519.055	0.05209669978012509
GO:0016831	Molecular_Functions	carboxy-lyase activity	518.541	0.0520451104424114
GO:0004022	Molecular_Functions	alcohol dehydrogenase (NAD+) activity	517.74	0.051964715385001525
GO:0003941	Molecular_Functions	L-serine ammonia-lyase activity	517.276	0.05191814446535336
GO:0016772	Molecular_Functions	transferase activity, transferring phosphorus-containing groups	516.176	0.051807739267911594
GO:0006826	Biological_Processes	iron ion transport	515.848	0.05177481844540168
GO:0006879	Biological_Processes	cellular iron ion homeostasis	506.477	0.05083426653155912
GO:0004474	Molecular_Functions	malate synthase activity	500.032	0.05018739244291166
GO:0008565	Molecular_Functions	obsolete protein transporter activity	498.835	0.05006725151442275
GO:0006098	Biological_Processes	pentose-phosphate shunt	498.017	0.0499851501948706
GO:0003911	Molecular_Functions	DNA ligase (NAD+) activity	493.487	0.04953048151813313
GO:0004812	Molecular_Functions	aminoacyl-tRNA ligase activity	486.222	0.048801305373210896
GO:0015937	Biological_Processes	coenzyme A biosynthetic process	482.723	0.048450116476984766
GO:0009007	Molecular_Functions	site-specific DNA-methyltransferase (adenine-specific) activity	477.233	0.04789909417338902
GO:0032784	Biological_Processes	regulation of DNA-templated transcription, elongation	475.935	0.04776881604040774
GO:0015299	Molecular_Functions	solute:proton antiporter activity	475.041	0.04767908672539597
GO:0046933	Molecular_Functions	proton-transporting ATP synthase activity, rotational mechanism	473.646	0.04753907286136754
GO:0035438	Molecular_Functions	cyclic-di-GMP binding	471.492	0.0473228794111043
GO:0015935	Cellular_Components	small ribosomal subunit	468.097	0.04698212882445447
GO:0009236	Biological_Processes	cobalamin biosynthetic process	465.013	0.04667259279817228
GO:0006353	Biological_Processes	DNA-templated transcription, termination	462.397	0.04641002916498349
GO:0003995	Molecular_Functions	acyl-CoA dehydrogenase activity	458.07	0.04597573526559209
GO:0008923	Molecular_Functions	lysine decarboxylase activity	455.764	0.04574428582440962
GO:0004316	Molecular_Functions	3-oxoacyl-acyl-carrier-protein reductase (NADPH) activity	455.473	0.045715078631268204
GO:0102131	Molecular_Functions	3-oxo-glutaryl-acp methyl ester reductase activity	455.473	0.045715078631268204
GO:0102132	Molecular_Functions	3-oxo-pimeloyl-acp methyl ester reductase activity	455.473	0.045715078631268204
GO:0016651	Molecular_Functions	oxidoreductase activity, acting on NAD(P)H	451.983	0.04536479305029387
GO:0004565	Molecular_Functions	beta-galactosidase activity	448.65	0.0450302653020453
GO:0004364	Molecular_Functions	glutathione transferase activity	447.768	0.04494174040736926
GO:0015297	Molecular_Functions	antiporter activity	446.89	0.04485361698613847
GO:0046654	Biological_Processes	tetrahydrofolate biosynthetic process	445.067	0.04467064546346907
GO:0017150	Molecular_Functions	tRNA dihydrouridine synthase activity	445.06	0.04466994288493989
GO:0003917	Molecular_Functions	DNA topoisomerase type I (single strand cut, ATP-independent) activity	444.469	0.044610625183405264
GO:0015891	Biological_Processes	siderophore transport	444.458	0.04460952113143085
GO:0004356	Molecular_Functions	glutamate-ammonia ligase activity	441.378	0.04430038657859389
GO:0051213	Molecular_Functions	dioxygenase activity	435.638	0.043724272184670475
GO:0003994	Molecular_Functions	aconitate hydratase activity	435.627	0.04372316813269606
GO:0004743	Molecular_Functions	pyruvate kinase activity	431.671	0.04332611089535093
GO:0006744	Biological_Processes	ubiquinone biosynthetic process	431.151	0.043273919347469374
GO:0004619	Molecular_Functions	phosphoglycerate mutase activity	428.326	0.04299037872676664
GO:0008976	Molecular_Functions	polyphosphate kinase activity	428.143	0.04297201131664679
GO:0043022	Molecular_Functions	ribosome binding	428.013	0.042958963429676394
GO:0004067	Molecular_Functions	asparaginase activity	426.698	0.04282697903455282
GO:0004088	Molecular_Functions	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	426.261	0.042783118060660055
GO:0009276	Cellular_Components	Gram-negative-bacterium-type cell wall	425.093	0.04266588781464915
GO:0004801	Molecular_Functions	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity	424.585	0.042614900687103316
GO:0030955	Molecular_Functions	potassium ion binding	423.466	0.04250258849079665
GO:0006164	Biological_Processes	purine nucleotide biosynthetic process	423.027	0.04245852678018125
GO:0008804	Molecular_Functions	carbamate kinase activity	421.773	0.04233266485509764
GO:0009360	Cellular_Components	DNA polymerase III complex	421.089	0.042264012895961114
GO:0015813	Biological_Processes	L-glutamate transmembrane transport	420.318	0.04218662888939056
GO:0003988	Molecular_Functions	acetyl-CoA C-acyltransferase activity	420.208	0.04217558836964639
GO:0008615	Biological_Processes	pyridoxine biosynthetic process	418.459	0.04200004410571397
GO:0009102	Biological_Processes	biotin biosynthetic process	416.864	0.0418399565694234
GO:0004072	Molecular_Functions	aspartate kinase activity	415.046	0.04165748688856056
GO:0019402	Biological_Processes	galactitol metabolic process	414.591	0.041611819284164187
GO:0045263	Cellular_Components	proton-transporting ATP synthase complex, coupling factor F(o)	414.536	0.0416062990242921
GO:0051920	Molecular_Functions	peroxiredoxin activity	413.6	0.04151235423810529
GO:0019646	Biological_Processes	aerobic electron transport chain	412.15	0.04136682011420477
GO:0009425	Cellular_Components	bacterial-type flagellum basal body	410.614	0.041212654311231535
GO:0005576	Cellular_Components	extracellular region	410.276	0.04117872980510852
GO:0009288	Cellular_Components	bacterial-type flagellum	407.56	0.04090612933578866
GO:0015643	Molecular_Functions	toxic substance binding	407.417	0.040891776660121226
GO:0048037	Molecular_Functions	cofactor binding	407.257	0.04087571772231152
GO:0015079	Molecular_Functions	potassium ion transmembrane transporter activity	404.945	0.04064366607096118
