Name	Tax ID	GTDB ID	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Varibaculum cambriense_A GCA_000508625.1	1403948	GCA_000508625.1	0.08	0.350616	0.325385	14087	15853
s__Pauljensenia radingae_A GCA_001457875.1	1673722	GCA_001457875.1	0.08	0.047662	0.033602	15510	15853
s__Peptoniphilus_A harei GCA_001815405.1	1739525	GCA_001815405.1	0.07	0.312684	0.286724	11185	13871
s__Anaerococcus jeddahensis GCA_001182725.1	1673719	GCA_001182725.1	0.07	0.079871	0.051651	10100	13871
s__Peptoniphilus_C coxii GCA_001553115.1	755172	GCA_001553115.1	0.07	0.311496	0.311206	10400	13871
s__Facklamia hominis GCA_000301035.1	883111	GCA_000301035.1	0.06	0.458817	0.253512	9942	11890
s__Bradyrhizobium sp002532045 GCA_002532045.1	142585	GCA_002532045.1	0.06	0.036103	0.00974	44532	11890
s__Anaerococcus senegalensis GCA_000321005.2	1033733	GCA_000321005.2	0.06	0.344882	0.331595	8470	11890
s__Winkia neuii GCA_001807285.1	1581120	GCA_001807285.1	0.05	0.046688	0.751213	9098	9908
s__Corynebacterium glucuronolyticum GCA_000156595.1	548477	GCA_000156595.1	0.05	0.047508	0.046962	10271	9908
s__Cutibacterium acnes	1747		0.05	0.371404	0.348432	10961	9908
s__Eggerthella lenta GCA_000763035.1	742768	GCA_000763035.1	0.05	0.291271	0.090593	16153	9908
s__Bradyrhizobium elkanii GCA_009720285.1	1419258	GCA_009720285.1	0.05	0.017956	0.003527	32318	9908
g__Anaerococcus	165779		0.05	0.126397	0.081374	8521	9908
s__Anaerococcus octavius GCA_002847745.1	54007	GCA_002847745.1	0.05	0.403651	0.402361	8332	9908
s__Varibaculum massiliense GCA_900106855.1	1852372	GCA_900106855.1	0.04	0.150447	0.117628	8277	7927
s__Bradyrhizobium elkanii	29448		0.04	0.027785	0.006628	31568	7927
s__Bradyrhizobium pachyrhizi	280333		0.04	0.025486	0.005888	31674	7927
s__Bradyrhizobium septentrionale GCA_000426785.1	172088	GCA_000426785.1	0.04	0.025642	0.006498	32175	7927
s__Peptoniphilus_A grossensis GCA_000311825.1	1118057	GCA_000311825.1	0.04	0.062339	0.049531	6515	7927
s__Peptoniphilus_B duerdenii GCA_000146345.1	862517	GCA_000146345.1	0.04	0.009022	0.012367	6254	7927
s__Anaerococcus hydrogenalis GCA_000173355.1	561177	GCA_000173355.1	0.03	0.083402	0.047444	4579	5945
g__Alloscardovia	419014		0.02	0.503546	0.37234	3596	3963
g__Corynebacterium	1716		0.02	0.228077	0.044776	4955	3963
s__Aerococcus sp001809535 GCA_001836025.1	1715184	GCA_001836025.1	0.02	0.279006	0.162304	3581	3963
f__Staphylococcaceae	90964		0.02	0.5	0.5	4082	3963
s__Porphyromonas asaccharolytica GCA_000212375.1	879243	GCA_000212375.1	0.02	0.048677	0.0291	4419	3963
s__Klebsiella pneumoniae	573		0.02	0.238737	0.242991	4738	3963
s__Campylobacter_B ureolyticus GCA_000597825.1	827	GCA_000597825.1	0.02	0.240383	0.146894	2933	3963
s__Anaerococcus prevotii GCA_000024105.1	525919	GCA_000024105.1	0.02	0.132812	0.101781	3123	3963
s__Anaerococcus marasmi GCA_900290195.1	2057797	GCA_900290195.1	0.02	0.092501	0.058505	3817	3963
s__Urinicoccus timonensis GCA_900232945.1	2024205	GCA_900232945.1	0.02	0.020694	0.016339	3458	3963
s__Corynebacterium amycolatum_A	43765		0.01	0.237535	0.078125	1984	1982
s__Cutibacterium avidum	33010		0.01	0.096241	0.035587	1615	1982
s__Lactobacillus gasseri GCA_015546835.1	1596	GCA_015546835.1	0.01	0.076366	0.04372	2080	1982
s__Limosilactobacillus coleohominis_A GCA_000161935.1	575594	GCA_000161935.1	0.01	0.065834	0.065174	923	1982
s__Streptococcus sp001811505 GCA_001811505.1	1739309	GCA_001811505.1	0.01	0.07276	0.06117	1038	1982
s__Streptococcus pseudopneumoniae_L GCA_000259525.1	1095726	GCA_000259525.1	0.01	0.032516	0.014968	948	1982
s__Aerococcus urinae_A GCA_000193205.1	2976812	GCA_000193205.1	0.01	0.192027	0.042486	2358	1982
s__Porphyromonas uenonis GCA_000482365.1	1122976	GCA_000482365.1	0.01	0.039103	0.021123	2028	1982
s__Porphyromonas uenonis_A GCA_000174775.1	596327	GCA_000174775.1	0.01	0.036056	0.0182	1740	1982
s__Porphyromonas_A sp001808555 GCA_001808555.1	1739394	GCA_001808555.1	0.01	0.02346	0.020401	836	1982
s__Acinetobacter baumannii GCA_000189715.2	886890	GCA_000189715.2	0.01	0.02383	0.025547	2074	1982
s__Bradyrhizobium ivorense	2511166		0.01	0.005069	0.004875	9036	1982
s__Campylobacter_B ureolyticus_A GCA_000413435.1	883165	GCA_000413435.1	0.01	0.163047	0.073057	1858	1982
s__Anaerococcus nagyae GCA_003433955.1	1755241	GCA_003433955.1	0.01	0.08722	0.079453	843	1982
s__Peptoniphilus_C pacaensis GCA_900088125.1	1776390	GCA_900088125.1	0.01	0.016585	0.014161	900	1982
s__Peptoniphilus_E obesi GCA_000311865.1	1118062	GCA_000311865.1	0.01	0.065539	0.065099	915	1982
s__Negativicoccus succinicivorans GCA_000508525.1	1403945	GCA_000508525.1	0.01	0.073625	0.073625	923	1982
