Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
3.2.1.23	Beta-galactosidase	2533.88	0.2533879752211899
2.3.1.16	Acetyl-CoA C-acyltransferase	2506.97	0.2506969754843427
2.7.1.40	Pyruvate kinase	2491.69	0.24916897563376583
1.11.1.15	Peroxiredoxin	2454.3	0.2454299759994026
6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	2445.39	0.24453897608653347
5.99.1.3	Transferred entry 5.6.2.2	2429.22	0.2429219762446599
2.3.3.9	Malate synthase	2405.76	0.24057597647407525
1.1.5.3	Glycerol-3-phosphate dehydrogenase	2362.5	0.23624997689711472
3.5.1.1	Asparaginase	2316.35	0.23163497734841554
4.2.1.3	Aconitate hydratase	2301.47	0.23014697749392704
2.7.1.15	Ribokinase	2286.93	0.22869297763611368
2.7.1.69	2.7.1.208	2276.72	0.22767197773595726
4.2.1.42	Galactarate dehydratase	2262.83	0.22628297787178753
2.1.1.72	Site-specific DNA-methyltransferase (adenine-specific)	2254.49	0.2254489779533444
3.2.1.28	Alpha,alpha-trehalase	2226.62	0.2226619782258851
1.1.1.60	2-hydroxy-3-oxopropionate reductase	2222.07	0.2222069782703796
5.3.1.9	Glucose-6-phosphate isomerase	2214.45	0.22144497834489552
2.7.4.1	Polyphosphate kinase	2213.93	0.22139297834998062
5.99.1.2	Transferred entry 5.6.2.1	2206.33	0.220632978424301
3.2.1.1	Alpha-amylase	2200.17	0.22001697848453966
4.1.1.19	Arginine decarboxylase	2157.22	0.2157219789045476
3.4.24.55	Pitrilysin	2151.41	0.2151409789613636
3.1.3.5	5'-nucleotidase	2132.15	0.21321497914970716
1.1.1.103	L-threonine 3-dehydrogenase	2094.77	0.20947697951524616
6.1.1.20	Phenylalanine--tRNA ligase	2085.35	0.2085349796073643
4.3.1.19	Threonine ammonia-lyase	2082.68	0.2082679796334742
2.3.1.15	Glycerol-3-phosphate 1-O-acyltransferase	2074.68	0.20746797971170622
2.4.1.58	Lipopolysaccharide glucosyltransferase I	2063.11	0.20631097982484925
3.1.13.1	Exoribonuclease II	2047.01	0.20470097998229111
5.3.1.6	Ribose-5-phosphate isomerase	2020.61	0.20206098024045668
2.7.7.42	[Glutamine synthetase] adenylyltransferase	2016.41	0.2016409802815285
4.1.1.31	Phosphoenolpyruvate carboxylase	2005.46	0.20054598038860855
3.4.21.53	Endopeptidase La	1999.05	0.1999049804512919
3.5.2.6	Beta-lactamase	1969.34	0.196933980741826
2.2.1.1	Transketolase	1959.68	0.19596798083629116
1.1.1.79	Glyoxylate reductase (NADP(+))	1940.73	0.19407298102160317
4.2.1.70	Pseudouridylate synthase	1913.34	0.19133398128944992
6.3.2.4	D-alanine--D-alanine ligase	1908.13	0.19081298134039854
2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing)	1902.7	0.19026998139349852
2.7.2.2	Carbamate kinase	1895.46	0.18954598146429846
2.3.1.41	Beta-ketoacyl-[acyl-carrier-protein] synthase I	1890.36	0.18903598151417134
4.1.2.13	Fructose-bisphosphate aldolase	1886.63	0.188662981550647
1.8.1.2	Assimilatory sulfite reductase (NADPH)	1883.54	0.1883539815808641
2.1.1.13	Methionine synthase	1876.52	0.1876519816495127
2.7.1.31	Glycerate 3-kinase	1843.85	0.18438498196899258
1.7.2.2	Nitrite reductase (cytochrome  ammonia-forming)	1832.71	0.18327098207793063
2.3.2.2	Gamma-glutamyltransferase	1802.12	0.1802119823770702
6.3.1.2	Glutamine synthetase	1779.31	0.17793098260012918
1.17.1.5	Nicotinate dehydrogenase	1773.66	0.17736598265538053
2.3.1.40	Acyl-[acyl-carrier-protein]--phospholipid O-acyltransferase	1760.61	0.17606098278299645
4.2.1.9	Dihydroxy-acid dehydratase	1757.8	0.17577998281047544
1.1.1.28	D-lactate dehydrogenase	1743.38	0.1743379829514886
2.4.1.12	Cellulose synthase (UDP-forming)	1736.65	0.1736649830173013
2.4.2.1	Purine-nucleoside phosphorylase	1732.37	0.17323698305915539
5.1.3.22	L-ribulose-5-phosphate 3-epimerase	1723.01	0.17230098315068684
1.97.1.4	[Formate-C-acetyltransferase]-activating enzyme	1711.72	0.17117198326109173
5.1.1.1	Alanine racemase	1710.65	0.17106498327155525
6.3.2.2	Glutamate--cysteine ligase	1703.24	0.17032398334401766
5.3.1.5	Xylose isomerase	1701.8	0.1701799833580994
1.8.1.8	Protein-disulfide reductase	1689.75	0.16897498347593634
1.1.1.22	UDP-glucose 6-dehydrogenase	1687.53	0.16875298349764573
2.8.3.16	Formyl-CoA transferase	1683.25	0.16832498353949985
2.7.7.4	Sulfate adenylyltransferase	1680.44	0.16804398356697883
4.1.3.27	Anthranilate synthase	1665.99	0.16659898370828535
3.1.3.2	Acid phosphatase	1657.08	0.16570798379541624
4.1.2.17	L-fuculose-phosphate aldolase	1655.33	0.16553298381252948
2.5.1.18	Glutathione transferase	1622.97	0.16229698412897792
5.3.1.13	Arabinose-5-phosphate isomerase	1596.89	0.15968898438401422
2.4.1.25	4-alpha-glucanotransferase	1596.87	0.15968698438420975
5.1.3.4	L-ribulose-5-phosphate 4-epimerase	1593.8	0.1593799844142313
3.2.1.177	Alpha-D-xyloside xylohydrolase	1592.71	0.1592709844248904
6.1.1.14	Glycine--tRNA ligase	1575.18	0.15751798459631627
2.6.1.85	Aminodeoxychorismate synthase	1573.96	0.15739598460824664
1.15.1.1	Superoxide dismutase	1568.14	0.15681398466516044
4.2.1.32	L(+)-tartrate dehydratase	1566.62	0.15666198468002449
2.1.1.35	tRNA (uracil(54)-C(5))-methyltransferase	1562.53	0.1562529847200206
1.6.1.1	NAD(P)(+) transhydrogenase (Si-specific)	1557.7	0.15576998476725315
1.1.1.274	2,5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming)	1553.86	0.1553859848048045
2.7.9.2	Pyruvate, water dikinase	1545.21	0.15452098488939287
2.7.2.4	Aspartate kinase	1544.32	0.15443198489809618
2.7.1.144	Tagatose-6-phosphate kinase	1538.48	0.15384798495520555
6.1.1.9	Valine--tRNA ligase	1537.49	0.15374898496488676
2.1.1.37	DNA (cytosine-5-)-methyltransferase	1521.09	0.1521089851252623
2.7.1.83	Pseudouridine kinase	1520.34	0.15203398513259656
1.6.6.9	Deleted entry	1512.38	0.1512379852104374
2.7.1.35	Pyridoxal kinase	1512.28	0.15122798521141528
2.7.1.16	Ribulokinase	1509.21	0.15092098524143682
3.5.1.16	Acetylornithine deacetylase	1505.11	0.15051098528153073
1.1.1.95	Phosphoglycerate dehydrogenase	1501.82	0.1501819853137036
3.6.3.2	Transferred entry 7.2.2.14	1497.69	0.14976898535409092
6.2.1.1	Acetate--CoA ligase	1495.65	0.14956498537404006
1.4.4.2	Glycine dehydrogenase (aminomethyl-transferring)	1490.96	0.14909598541990357
6.1.1.4	Leucine--tRNA ligase	1483.18	0.14831798549598418
3.1.3.23	Sugar-phosphatase	1477.35	0.14773498555299575
1.3.7.9	4-hydroxybenzoyl-CoA reductase	1476.05	0.14760498556570845
3.6.3.3	Transferred entry 7.2.2.21	1472.78	0.14727798559768576
1.3.1.1	Dihydrouracil dehydrogenase (NAD(+))	1467.86	0.14678598564579842
2.5.1.47	Cysteine synthase	1465.37	0.14653698567014814
5.4.4.2	Isochorismate synthase	1462.18	0.14621798570134317
4.3.1.7	Ethanolamine ammonia-lyase	1461.4	0.1461399857089708
2.8.1.7	Cysteine desulfurase	1454.55	0.14545498577595692
3.1.3.16	Protein-serine/threonine phosphatase	1453.88	0.14538798578250886
5.1.3.14	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	1443.09	0.14430898588802424
6.3.4.5	Argininosuccinate synthase	1439.01	0.14390098592792255
3.6.1.27	Undecaprenyl-diphosphate phosphatase	1427.15	0.1427149860439015
4.1.1.8	Oxalyl-CoA decarboxylase	1420.18	0.14201798611206112
4.2.1.33	3-isopropylmalate dehydratase	1417.68	0.14176798613650862
4.2.1.17	Enoyl-CoA hydratase	1416.51	0.14165098614795005
4.1.2.40	Tagatose-bisphosphate aldolase	1412.99	0.14129898618237213
3.5.1.25	N-acetylglucosamine-6-phosphate deacetylase	1410.2	0.14101998620965553
3.5.1.2	Glutaminase	1403.43	0.14034298627585937
6.1.1.5	Isoleucine--tRNA ligase	1401.45	0.14014498629522176
1.1.1.49	Glucose-6-phosphate dehydrogenase (NADP(+))	1398.49	0.1398489863241676
1.8.1.7	Glutathione-disulfide reductase	1397.89	0.139788986330035
1.2.1.11	Aspartate-semialdehyde dehydrogenase	1392.96	0.13929598637824547
5.3.1.22	Hydroxypyruvate isomerase	1391.4	0.13913998639350073
3.5.4.2	Adenine deaminase	1388.74	0.13887398641951285
2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	1388.32	0.13883198642362002
3.2.1.93	Alpha,alpha-phosphotrehalase	1385.94	0.13859398644689405
6.3.5.3	Phosphoribosylformylglycinamidine synthase	1383.66	0.13836598646919016
4.2.1.1	Carbonic anhydrase	1382.88	0.13828798647681778
3.1.4.46	Glycerophosphodiester phosphodiesterase	1382.8	0.1382799864776001
2.1.1.176	16S rRNA (cytosine(967)-C(5))-methyltransferase	1382.69	0.1382689864786758
6.1.1.7	Alanine--tRNA ligase	1380.03	0.13800298650468792
2.7.10.2	Non-specific protein-tyrosine kinase	1365.67	0.13656698664511435
3.6.3.44	Transferred entry 7.6.2.2	1360.42	0.1360419866964541
3.5.99.6	Glucosamine-6-phosphate deaminase	1359.39	0.1359389867065265
1.17.4.2	Ribonucleoside-triphosphate reductase (thioredoxin)	1342.03	0.1342029868762899
1.11.1.21	Catalase peroxidase	1340.27	0.13402698689350093
3.4.24.70	Oligopeptidase A	1339.71	0.13397098689897718
1.2.1.88	L-glutamate gamma-semialdehyde dehydrogenase	1335.96	0.13359598693564842
6.2.1.3	Long-chain-fatty-acid--CoA ligase	1325.37	0.13253698703920802
1.7.1.4	Nitrite reductase (NAD(P)H)	1324.87	0.1324869870440975
2.1.1.190	23S rRNA (uracil(1939)-C(5))-methyltransferase	1324.87	0.1324869870440975
1.1.1.86	Ketol-acid reductoisomerase (NADP(+))	1322.91	0.13229098706326436
2.9.1.1	L-seryl-tRNA(Sec) selenium transferase	1322.69	0.13226898706541573
2.7.1.11	6-phosphofructokinase	1316.83	0.13168298712272064
4.4.1.8	Cystathionine beta-lyase	1314.77	0.1314769871428654
2.7.1.191	Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase	1314.19	0.13141898714853723
3.1.26.4	Ribonuclease H	1312.74	0.1312739871627168
2.7.1.33	Pantothenate kinase	1306.67	0.1306669872220753
3.1.3.6	3'-nucleotidase	1301.11	0.13011098727644652
1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	1300.15	0.13001498728583438
1.1.5.4	Malate dehydrogenase (quinone)	1290.53	0.12905298737990833
4.1.99.1	Tryptophanase	1289.22	0.12892198739271882
6.3.4.13	Phosphoribosylamine--glycine ligase	1282.71	0.12827098745638013
1.5.1.3	Dihydrofolate reductase	1281.21	0.12812098747104864
2.7.1.71	Shikimate kinase	1278.46	0.12784598749794085
1.14.12.19	3-phenylpropanoate dioxygenase	1276.8	0.127679987514174
3.6.3.31	Transferred entry 7.6.2.11	1276.02	0.1276019875218016
2.7.8.8	CDP-diacylglycerol--serine O-phosphatidyltransferase	1273.43	0.12734298754712925
2.7.7.41	Phosphatidate cytidylyltransferase	1272.36	0.12723598755759274
2.4.1.18	1,4-alpha-glucan branching enzyme	1267.73	0.12677298760286954
1.2.1.16	Succinate-semialdehyde dehydrogenase (NAD(P)(+))	1267.44	0.12674398760570543
2.1.2.10	Aminomethyltransferase	1265.7	0.1265699876227209
1.6.1.2	NAD(P)(+) transhydrogenase (Re/Si-specific)	1258.57	0.12585698769244513
2.7.11.5	[Isocitrate dehydrogenase (NADP(+))] kinase	1256.3	0.12562998771464348
2.1.1.171	16S rRNA (guanine(966)-N(2))-methyltransferase	1253.54	0.12535398774163353
3.4.23.49	Omptin	1247.4	0.12473998780167658
4.2.1.11	Phosphopyruvate hydratase	1245.05	0.12450498782465723
1.1.1.17	Mannitol-1-phosphate 5-dehydrogenase	1242.33	0.1242329878512561
4.3.1.1	Aspartate ammonia-lyase	1241.92	0.1241919878552655
3.6.1.40	Guanosine-5'-triphosphate,3'-diphosphate diphosphatase	1241.89	0.12418898785555886
6.3.4.14	Biotin carboxylase	1237.56	0.12375598789790192
2.7.7.59	[Protein-PII] uridylyltransferase	1236.58	0.12365798790748533
1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	1234.76	0.12347598792528311
6.3.5.4	Asparagine synthase (glutamine-hydrolyzing)	1232.06	0.1232059879516864
3.5.1.108	UDP-3-O-acyl-N-acetylglucosamine deacetylase	1229.9	0.12298998797280908
2.5.1.15	Dihydropteroate synthase	1228.01	0.12280098799129138
2.7.7.23	UDP-N-acetylglucosamine diphosphorylase	1227.87	0.12278698799266041
2.8.1.1	Thiosulfate sulfurtransferase	1226.82	0.12268198800292837
5.3.1.14	L-rhamnose isomerase	1225.43	0.12254298801652119
2.5.1.48	Cystathionine gamma-synthase	1225.17	0.12251698801906373
1.3.1.98	UDP-N-acetylmuramate dehydrogenase	1224.93	0.12249298802141069
5.3.1.12	Glucuronate isomerase	1223.66	0.12236598803383003
3.2.1.170	Mannosylglycerate hydrolase	1223.24	0.12232398803793719
5.1.3.3	Aldose 1-epimerase	1220.26	0.12202598806707861
3.6.1.26	CDP-diacylglycerol diphosphatase	1220.04	0.12200398806922999
3.4.15.5	Peptidyl-dipeptidase Dcp	1219.87	0.12198698807089241
2.7.1.30	Glycerol kinase	1215.56	0.1215559881130399
6.4.1.2	Acetyl-CoA carboxylase	1212.73	0.12127298814071448
2.6.1.1	Aspartate transaminase	1208.16	0.1208159881854045
1.6.5.2	NAD(P)H dehydrogenase (quinone)	1203.35	0.12033498823244147
4.2.3.4	3-dehydroquinate synthase	1201.5	0.12014998825053264
1.2.1.41	Glutamate-5-semialdehyde dehydrogenase	1200.21	0.12002098826314755
2.4.2.29	tRNA-guanine(34) transglycosylase	1199.99	0.11999898826529892
1.2.1.8	Betaine-aldehyde dehydrogenase	1199.86	0.11998598826657017
6.2.1.5	Succinate--CoA ligase (ADP-forming)	1195.29	0.11952898831126021
2.1.1.163	Demethylmenaquinone methyltransferase	1195.28	0.119527988311358
4.1.99.3	Deoxyribodipyrimidine photo-lyase	1193.81	0.11938098832573313
1.2.1.22	Lactaldehyde dehydrogenase	1192.41	0.11924098833942375
1.3.1.34	2,4-dienoyl-CoA reductase (NADPH)	1191.38	0.11913798834949613
2.3.1.46	Homoserine O-succinyltransferase	1189.1	0.1189099883717922
6.3.4.2	CTP synthase (glutamine hydrolyzing)	1189.03	0.11890298837247675
2.4.2.4	Thymidine phosphorylase	1187.22	0.11872198839017672
6.1.1.16	Cysteine--tRNA ligase	1181.36	0.11813598844748166
2.3.1.179	Beta-ketoacyl-[acyl-carrier-protein] synthase II	1179.51	0.11795098846557282
3.1.5.1	dGTPase	1178.29	0.1178289884775032
3.6.3.20	Transferred entry 7.6.2.10	1177.22	0.11772198848796674
3.6.3.24	Transferred entry 7.2.2.11	1175.27	0.11752698850703577
3.6.1.8	ATP diphosphatase	1174.92	0.11749198851045844
4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase	1172.86	0.11728598853060314
1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	1171.46	0.11714598854429377
3.4.21.83	Oligopeptidase B	1170.92	0.11709198854957444
3.4.11.9	Xaa-Pro aminopeptidase	1168.78	0.11687798857050148
4.2.1.6	Galactonate dehydratase	1164.5	0.11644998861235559
2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase	1161.29	0.11612898864374618
6.1.1.3	Threonine--tRNA ligase	1159.02	0.11590198866594452
2.3.1.1	Amino-acid N-acetyltransferase	1157.56	0.11575598868022186
2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase	1155.6	0.11555998869938867
2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase	1154.61	0.11546098870906989
6.3.3.3	Dethiobiotin synthase	1152.5	0.1152499887297036
4.3.2.1	Argininosuccinate lyase	1152.28	0.11522798873185496
2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	1149.9	0.11498998875512899
4.1.1.47	Tartronate-semialdehyde synthase	1141.77	0.11417698883463225
2.3.1.191	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	1138.5	0.11384998886660956
4.2.1.20	Tryptophan synthase	1138.33	0.11383298886827198
1.1.5.2	Quinoprotein glucose dehydrogenase (PQQ, quinone)	1128.72	0.11287198896224818
2.7.1.12	Gluconokinase	1127.91	0.11279098897016918
6.1.1.17	Glutamate--tRNA ligase	1123.45	0.11234498901378351
3.6.1.23	dUTP diphosphatase	1122.15	0.11221498902649622
3.1.11.6	Exodeoxyribonuclease VII	1118.78	0.11187798905945143
6.3.5.2	GMP synthase (glutamine-hydrolyzing)	1117.85	0.11178498906854589
3.4.21.102	C-terminal processing peptidase	1117.73	0.11177298906971937
5.1.3.20	ADP-glyceromanno-heptose 6-epimerase	1117.66	0.11176598907040391
2.1.1.186	23S rRNA (cytidine(2498)-2'-O)-methyltransferase	1116.37	0.1116369890830188
3.2.1.22	Alpha-galactosidase	1110.01	0.11100098914521325
2.4.1.7	Sucrose phosphorylase	1105.82	0.11058198918618727
2.7.1.51	L-fuculokinase	1105.77	0.1105769891866762
3.2.1.17	Lysozyme	1104.94	0.1104939891947928
2.3.1.61	Dihydrolipoyllysine-residue succinyltransferase	1104.2	0.11041998920202924
5.4.2.10	Phosphoglucosamine mutase	1101.52	0.11015198922823695
2.1.3.3	Ornithine carbamoyltransferase	1098.99	0.10989898925297782
2.7.4.8	Guanylate kinase	1097.53	0.10975298926725516
1.6.5.3	Transferred entry 7.1.1.2	1095.97	0.1095969892825104
2.1.1.198	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	1093.41	0.10934098930754466
3.1.3.45	3-deoxy-manno-octulosonate-8-phosphatase	1084.62	0.10846198939350205
2.3.1.18	Galactoside O-acetyltransferase	1083.08	0.1083079894085617
3.5.1.18	Succinyl-diaminopimelate desuccinylase	1075.46	0.10754598948307767
2.1.1.185	23S rRNA (guanosine(2251)-2'-O)-methyltransferase	1074.36	0.10743598949383457
1.4.3.16	L-aspartate oxidase	1074.15	0.10741498949588817
2.4.2.14	Amidophosphoribosyltransferase	1073.46	0.10734598950263567
5.4.2.2	Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	1068.81	0.10688098954810801
1.3.98.3	Coproporphyrinogen dehydrogenase	1067.99	0.10679898955612681
2.7.2.1	Acetate kinase	1066.84	0.10668398956737264
2.7.1.2	Glucokinase	1066.18	0.10661798957382679
4.1.99.17	Phosphomethylpyrimidine synthase	1065.79	0.10657898957764059
6.1.1.22	Asparagine--tRNA ligase	1065.31	0.10653098958233452
6.3.4.4	Adenylosuccinate synthase	1062.15	0.10621498961323615
2.4.2.3	Uridine phosphorylase	1059.09	0.10590898964315987
1.8.1.4	Dihydrolipoyl dehydrogenase	1057.23	0.10572298966134884
3.5.4.1	Cytosine deaminase	1055.57	0.10555698967758195
2.5.1.75	tRNA dimethylallyltransferase	1049.6	0.10495998973596259
1.1.1.267	1-deoxy-D-xylulose-5-phosphate reductoisomerase	1046.88	0.10468798976256148
2.4.2.10	Orotate phosphoribosyltransferase	1046.64	0.10466398976490844
3.4.11.1	Leucyl aminopeptidase	1040.51	0.1040509898248537
6.3.1.1	Aspartate--ammonia ligase	1040.43	0.10404298982563602
4.1.1.83	4-hydroxyphenylacetate decarboxylase	1033.74	0.10337398989105752
2.7.7.89	[Glutamine synthetase]-adenylyl-L-tyrosine phosphorylase	1030.3	0.10302998992469727
2.6.1.19	4-aminobutyrate--2-oxoglutarate transaminase	1029.91	0.10299098992851109
4.1.1.37	Uroporphyrinogen decarboxylase	1022.94	0.1022939899966707
3.1.2.6	Hydroxyacylglutathione hydrolase	1021.32	0.10213199001251269
4.1.1.20	Diaminopimelate decarboxylase	1013.28	0.10132799009113583
2.7.7.27	Glucose-1-phosphate adenylyltransferase	1012.8	0.10127999009582975
5.4.99.27	tRNA pseudouridine(13) synthase	1012.62	0.10126199009758997
2.7.2.8	Acetylglutamate kinase	1011.61	0.10116099010746676
2.1.1.79	Cyclopropane-fatty-acyl-phospholipid synthase	1010.46	0.10104599011871263
5.3.1.1	Triose-phosphate isomerase	1010.2	0.10101999012125515
1.3.1.76	Precorrin-2 dehydrogenase	1009.87	0.10098699012448223
2.4.99.17	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	1008.91	0.10089099013387007
2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase	1006.05	0.10060499016183799
5.3.1.28	D-sedoheptulose 7-phosphate isomerase	999.907	0.0999906902219104
2.7.1.19	Phosphoribulokinase	997.277	0.09972769024762917
3.4.21.89	Signal peptidase I	995.006	0.09950059026983726
6.1.1.15	Proline--tRNA ligase	994.463	0.09944629027514726
3.1.11.1	Exodeoxyribonuclease I	994.101	0.09941009027868725
2.7.1.17	Xylulokinase	993.756	0.09937559028206101
5.4.99.21	23S rRNA pseudouridine(2604) synthase	993.718	0.0993717902824326
1.1.1.6	Glycerol dehydrogenase	993.587	0.09935869028371365
2.4.1.21	Starch synthase	993.126	0.09931259028822179
3.1.26.12	Ribonuclease E	989.539	0.09895389032329904
3.1.1.31	6-phosphogluconolactonase	989.212	0.09892119032649678
2.3.3.13	2-isopropylmalate synthase	986.157	0.09861569035637162
6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	982.918	0.09829179038804581
1.3.5.2	Dihydroorotate dehydrogenase (quinone)	980.474	0.09804739041194567
5.1.3.1	Ribulose-phosphate 3-epimerase	979.647	0.09796469042003292
5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase	979.489	0.09794889042157799
4.1.3.1	Isocitrate lyase	978.214	0.09782139043404622
6.1.1.21	Histidine--tRNA ligase	975.647	0.09756469045914891
2.6.1.42	Branched-chain-amino-acid transaminase	975.055	0.09750549046493807
2.4.2.19	Nicotinate-nucleotide diphosphorylase (carboxylating)	970.12	0.09701199051319744
1.7.1.7	GMP reductase	966.393	0.09663929054964376
3.4.13.18	Cytosol nonspecific dipeptidase	965.734	0.09657339055608813
3.5.1.78	Glutathionylspermidine amidase	965.674	0.09656739055667486
2.7.7.8	Polyribonucleotide nucleotidyltransferase	964.41	0.09644099056903552
2.3.1.30	Serine O-acetyltransferase	964.147	0.0964146905716074
2.4.2.43	Lipid IV(A) 4-amino-4-deoxy-L-arabinosyltransferase	964.044	0.09640439057261463
3.1.3.10	Glucose-1-phosphatase	963.795	0.0963794905750496
4.3.1.15	Diaminopropionate ammonia-lyase	959.065	0.09590649062130428
6.3.2.1	Pantoate--beta-alanine ligase (AMP-forming)	958.738	0.095873790624502
2.6.1.57	Aromatic-amino-acid transaminase	957.711	0.09577109063454503
3.1.3.1	Alkaline phosphatase	956.222	0.09562219064910596
3.1.2.12	S-formylglutathione hydrolase	955.33	0.09553299065782883
1.1.1.37	Malate dehydrogenase	954.106	0.09541059066979832
2.7.1.26	Riboflavin kinase	953.751	0.09537509067326987
6.1.1.1	Tyrosine--tRNA ligase	953.144	0.09531439067920572
1.1.1.290	4-phosphoerythronate dehydrogenase	952.882	0.09528819068176782
2.7.2.11	Glutamate 5-kinase	952.817	0.09528169068240346
1.2.4.2	Oxoglutarate dehydrogenase (succinyl-transferring)	952.566	0.09525659068485799
4.1.1.49	Phosphoenolpyruvate carboxykinase (ATP)	950.677	0.09506769070333052
1.1.1.44	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	947.461	0.09474609073477977
6.3.4.15	Biotin--[biotin carboxyl-carrier protein] ligase	946.815	0.09468149074109701
1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating)	945.995	0.09459949074911579
4.1.3.6	Citrate (pro-3S)-lyase	941.009	0.09410089079787387
2.3.1.9	Acetyl-CoA C-acetyltransferase	940.612	0.09406119080175614
2.1.2.3	Phosphoribosylaminoimidazolecarboxamide formyltransferase	939.279	0.09392789081479155
4.2.1.51	Prephenate dehydratase	938.303	0.09383029082433585
1.2.1.72	Erythrose-4-phosphate dehydrogenase	935.607	0.09356069085070003
4.6.1.1	Adenylate cyclase	930.426	0.09304259090136503
2.3.1.29	Glycine C-acetyltransferase	930.298	0.09302979090261673
4.2.3.1	Threonine synthase	929.811	0.0929810909073791
