Enzyme ID	Name	Copies per Million (CPM)	Relative Abundance
1.16.1.1	Mercury(II) reductase	2591.47	0.2591469835027027
6.1.1.16	Cysteine--tRNA ligase	2586.3	0.25862998353561495
1.1.1.1	Alcohol dehydrogenase	2584.39	0.258438983547774
5.4.2.11	Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)	2563.02	0.2563019836838154
2.3.1.54	Formate C-acetyltransferase	2549.36	0.25493598377077503
3.4.11.7	Glutamyl aminopeptidase	2547.1	0.25470998378516213
6.1.1.9	Valine--tRNA ligase	2545.06	0.25450598379814876
1.2.1.41	Glutamate-5-semialdehyde dehydrogenase	2538.87	0.2538869838375543
2.7.7.41	Phosphatidate cytidylyltransferase	2536.44	0.2536439838530237
2.3.1.234	N(6)-L-threonylcarbamoyladenine synthase	2530.72	0.2530719838894372
2.7.2.11	Glutamate 5-kinase	2526.61	0.2526609839156015
6.3.1.5	NAD(+) synthase	2507.03	0.25070298404024777
2.1.1.199	16S rRNA (cytosine(1402)-N(4))-methyltransferase	2499.2	0.2499199840900935
5.99.1.2	Transferred entry 5.6.2.1	2464.97	0.24649698430800168
4.1.2.14	2-dehydro-3-deoxy-phosphogluconate aldolase	2463.97	0.24639698431436768
4.1.3.16	4-hydroxy-2-oxoglutarate aldolase	2463.97	0.24639698431436768
2.7.2.4	Aspartate kinase	2461.16	0.24611598433225615
5.1.3.9	N-acylglucosamine-6-phosphate 2-epimerase	2448.79	0.24487898441100356
6.3.4.5	Argininosuccinate synthase	2446.81	0.24468098442360825
2.4.2.3	Uridine phosphorylase	2439.26	0.24392598447167158
6.1.1.11	Serine--tRNA ligase	2433.59	0.2433589845077668
2.3.1.30	Serine O-acetyltransferase	2427.77	0.24277698454481686
2.7.2.1	Acetate kinase	2425.44	0.24254398455964965
6.3.4.4	Adenylosuccinate synthase	2419.44	0.2419439845978457
2.3.2.3	Lysyltransferase	2417.2	0.24171998461210548
4.1.2.21	2-dehydro-3-deoxy-6-phosphogalactonate aldolase	2417.07	0.2417069846129331
3.2.1.17	Lysozyme	2410.55	0.24105498465443942
3.2.1.41	Pullulanase	2390.77	0.23907698478035888
5.1.3.4	L-ribulose-5-phosphate 4-epimerase	2383.64	0.23836398482574844
2.4.2.14	Amidophosphoribosyltransferase	2381.29	0.23812898484070855
2.4.2.29	tRNA-guanine(34) transglycosylase	2380.94	0.23809398484293665
3.1.1.41	Cephalosporin-C deacetylase	2380.54	0.23805398484548304
6.3.1.20	Lipoate--protein ligase	2357.16	0.23571598499432012
4.1.1.83	4-hydroxyphenylacetate decarboxylase	2341.23	0.23412298509573048
5.1.3.2	UDP-glucose 4-epimerase	2339.06	0.23390598510954472
2.7.1.85	Beta-glucoside kinase	2337.96	0.23379598511654734
5.3.1.12	Glucuronate isomerase	2335.48	0.233547985132335
2.7.1.69	2.7.1.208	2327.8	0.2327799851812259
3.4.22.40	Bleomycin hydrolase	2324.63	0.23246298520140612
4.2.1.1	Carbonic anhydrase	2317.64	0.2317639852459044
2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase	2309.69	0.23096898529651413
2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase	2301.95	0.23019498534578697
2.7.1.92	5-dehydro-2-deoxygluconokinase	2295.55	0.2295549853865294
2.5.1.74	1,4-dihydroxy-2-naphthoate polyprenyltransferase	2293.49	0.22934898539964332
2.7.7.8	Polyribonucleotide nucleotidyltransferase	2293.31	0.2293309854007892
1.1.1.69	Gluconate 5-dehydrogenase	2291.93	0.22919298540957428
5.4.99.5	Chorismate mutase	2290.62	0.22906198541791373
6.3.3.1	Phosphoribosylformylglycinamidine cyclo-ligase	2286.73	0.2286729854426775
2.3.1.180	Beta-ketoacyl-[acyl-carrier-protein] synthase III	2281.83	0.22818298547387086
4.2.1.17	Enoyl-CoA hydratase	2281.51	0.228150985475908
3.1.22.4	Crossover junction endodeoxyribonuclease	2278.71	0.22787098549373283
2.8.1.13	tRNA-uridine 2-sulfurtransferase	2276.97	0.22769698550480963
5.1.3.1	Ribulose-phosphate 3-epimerase	2275.12	0.22751198551658672
3.4.24.75	Lysostaphin	2265.46	0.2265459855780823
6.1.1.1	Tyrosine--tRNA ligase	2262.39	0.22623898559762592
3.1.1.29	Aminoacyl-tRNA hydrolase	2246.84	0.2246839856966172
6.1.1.12	Aspartate--tRNA ligase	2243.04	0.224303985720808
3.5.3.6	Arginine deiminase	2240.69	0.2240689857357681
2.1.1.33	tRNA (guanine(46)-N(7))-methyltransferase	2240.61	0.2240609857362774
2.3.1.9	Acetyl-CoA C-acetyltransferase	2232.59	0.22325898578733272
1.1.1.36	Acetoacetyl-CoA reductase	2232.39	0.2232389857886059
1.8.1.9	Thioredoxin-disulfide reductase	2224.91	0.22249098583622356
1.11.1.15	Peroxiredoxin	2222.86	0.2222859858492739
6.3.2.2	Glutamate--cysteine ligase	2215.99	0.22159898589300828
3.1.3.2	Acid phosphatase	2214.92	0.22149198589981994
2.3.1.179	Beta-ketoacyl-[acyl-carrier-protein] synthase II	2212.57	0.22125698591478005
2.7.4.8	Guanylate kinase	2212.12	0.22121198591764474
2.1.2.9	Methionyl-tRNA formyltransferase	2207.15	0.22071498594928374
4.3.2.1	Argininosuccinate lyase	2204.85	0.22048498596392552
6.3.2.3	Glutathione synthase	2190.24	0.21902398605693277
3.1.3.16	Protein-serine/threonine phosphatase	2183.6	0.21835998609920304
2.3.1.39	[Acyl-carrier-protein] S-malonyltransferase	2181.39	0.21813898611327187
1.20.4.1	Arsenate reductase (glutaredoxin)	2178.01	0.217800986134789
4.1.2.4	Deoxyribose-phosphate aldolase	2176.8	0.21767998614249184
1.3.1.9	Enoyl-[acyl-carrier-protein] reductase (NADH)	2170.88	0.21708798618017855
6.3.2.6	Phosphoribosylaminoimidazolesuccinocarboxamide synthase	2162.92	0.21629198623085188
2.7.4.3	Adenylate kinase	2158.43	0.2158429862594352
6.3.3.2	5-formyltetrahydrofolate cyclo-ligase	2158.24	0.21582398626064478
2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase	2155.72	0.21557198627668708
5.4.99.18	5-(carboxyamino)imidazole ribonucleotide mutase	2149.72	0.21497198631488307
5.3.1.17	5-dehydro-4-deoxy-D-glucuronate isomerase	2148.6	0.214859986322013
3.2.2.9	Adenosylhomocysteine nucleosidase	2140.3	0.21402998637485085
3.6.3.32	Transferred entry 7.6.2.9	2129.84	0.21298398644143918
2.1.1.187	23S rRNA (guanine(745)-N(1))-methyltransferase	2123.81	0.21238098647982617
6.3.4.14	Biotin carboxylase	2114.38	0.21143798653985751
6.3.4.21	Nicotinate phosphoribosyltransferase	2112.33	0.21123298655290781
6.1.1.21	Histidine--tRNA ligase	2108.78	0.21087798657550716
3.5.1.28	N-acetylmuramoyl-L-alanine amidase	2108.22	0.21082198657907206
1.5.1.5	Methylenetetrahydrofolate dehydrogenase (NADP(+))	2100.72	0.21007198662681706
3.5.4.9	Methenyltetrahydrofolate cyclohydrolase	2100.72	0.21007198662681706
1.1.1.94	Glycerol-3-phosphate dehydrogenase (NAD(P)(+))	2095.13	0.209512986662403
6.1.1.15	Proline--tRNA ligase	2088.5	0.2088499867046096
5.3.3.2	Isopentenyl-diphosphate Delta-isomerase	2087.55	0.20875498671065734
2.1.1.156	Glycine/sarcosine N-methyltransferase	2076.05	0.20760498678386632
2.7.8.7	Holo-[acyl-carrier-protein] synthase	2069.53	0.20695298682537264
6.3.2.9	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	2061.86	0.20618598687419987
6.4.1.2	Acetyl-CoA carboxylase	2055.77	0.20557698691296877
3.1.26.3	Ribonuclease III	2055.11	0.20551098691717037
2.7.1.71	Shikimate kinase	2053.7	0.20536998692614636
2.1.1.192	23S rRNA (adenine(2503)-C(2))-methyltransferase	2021.22	0.20212198713291407
2.7.1.148	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	2021.21	0.20212098713297774
2.1.1.182	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase	2020.24	0.20202398713915276
3.2.2.n1	Cytokinin riboside 5'-monophosphate phosphoribohydrolase	2009.55	0.20095498720720528
3.6.1.66	XTP/dITP diphosphatase	2006.65	0.20066498722566667
6.3.4.13	Phosphoribosylamine--glycine ligase	2006.45	0.2006449872269399
3.6.1.7	Acylphosphatase	2005.38	0.2005379872337515
2.3.1.266	[Ribosomal protein S18]-alanine N-acetyltransferase	1996.34	0.1996339872913001
1.8.4.11	Peptide-methionine (S)-S-oxide reductase	1995.65	0.19956498729569266
3.2.1.180	Unsaturated chondroitin disaccharide hydrolase	1995.4	0.19953998729728417
3.6.1.55	8-oxo-dGTP diphosphatase	1991.9	0.19918998731956516
2.1.1.173	23S rRNA (guanine(2445)-N(2))-methyltransferase	1991.01	0.1991009873252309
2.6.1.1	Aspartate transaminase	1982.98	0.19829798737634988
2.4.1.25	4-alpha-glucanotransferase	1982.65	0.1982649873784507
2.1.1.176	16S rRNA (cytosine(967)-C(5))-methyltransferase	1978.33	0.1978329874059518
2.7.1.4	Fructokinase	1977.89	0.19778898740875286
2.7.7.3	Pantetheine-phosphate adenylyltransferase	1976.38	0.1976379874183655
3.6.3.4	Transferred entry 7.2.2.9	1968.29	0.19682898746986643
3.5.4.4	Adenosine deaminase	1962.92	0.19629198750405183
2.7.7.18	Nicotinate-nucleotide adenylyltransferase	1962.4	0.19623998750736218
1.1.1.169	2-dehydropantoate 2-reductase	1956.33	0.1956329875460038
2.4.1.227	acetylglucosaminyltransferase	1949.6	0.19495998758884697
2.6.1.2	Alanine transaminase	1948.8	0.19487998759393976
6.1.1.5	Isoleucine--tRNA ligase	1948.74	0.19487398759432173
3.1.3.3	Phosphoserine phosphatase	1942.44	0.19424398763442755
2.5.1.54	3-deoxy-7-phosphoheptulonate synthase	1939.91	0.19399098765053352
4.2.1.136	ADP-dependent NAD(P)H-hydrate dehydratase	1922.28	0.19222798776276606
5.1.1.3	Glutamate racemase	1922.11	0.1922109877638483
6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase	1913.33	0.19133298781974176
2.7.11.32	[Pyruvate, phosphate dikinase] kinase	1910.43	0.19104298783820317
2.7.4.27	([Pyruvate, phosphate dikinase] phosphate) phosphotransferase	1910.43	0.19104298783820317
2.7.1.66	Undecaprenol kinase	1898.83	0.18988298791204877
6.3.5.7	Glutaminyl-tRNA synthase (glutamine-hydrolyzing)	1878.66	0.187865988040451
2.6.1.52	Phosphoserine transaminase	1877.59	0.1877589880472626
1.1.1.25	Shikimate dehydrogenase	1876.4	0.18763998805483817
3.4.21.107	Peptidase Do	1875.49	0.1875489880606312
3.5.1.1	Asparaginase	1869.36	0.18693598809965478
6.1.1.6	Lysine--tRNA ligase	1868.87	0.18688698810277413
2.7.4.22	UMP kinase	1867.29	0.1867289881128324
3.1.11.2	Exodeoxyribonuclease III	1867.21	0.18672098811334167
1.15.1.1	Superoxide dismutase	1863.14	0.18631398813925132
3.5.1.18	Succinyl-diaminopimelate desuccinylase	1860.62	0.18606198815529362
2.1.1.63	Methylated-DNA--[protein]-cysteine S-methyltransferase	1853.01	0.1853009882037389
2.6.1.85	Aminodeoxychorismate synthase	1848.7	0.18486998823117634
2.5.1.30	Heptaprenyl diphosphate synthase	1843.49	0.18434898826434318
2.7.11.1	Non-specific serine/threonine protein kinase	1840.34	0.18403398828439607
3.1.26.8	Ribonuclease M5	1837.9	0.18378998829992912
2.1.1.198	16S rRNA (cytidine(1402)-2'-O)-methyltransferase	1828.22	0.18282198836155203
3.5.99.6	Glucosamine-6-phosphate deaminase	1820.7	0.18206998840942434
6.2.1.3	Long-chain-fatty-acid--CoA ligase	1817.4	0.18173998843043213
3.5.4.5	Cytidine deaminase	1807.21	0.18072098849530166
6.1.1.3	Threonine--tRNA ligase	1801.97	0.1801969885286595
2.4.1.1	Glycogen phosphorylase	1793.39	0.1793389885832798
1.1.1.157	3-hydroxybutyryl-CoA dehydrogenase	1786.25	0.17862498862873302
2.7.9.1	Pyruvate, phosphate dikinase	1785.12	0.1785119886359266
2.7.7.72	CCA tRNA nucleotidyltransferase	1783.41	0.17834098864681247
1.13.12.16	Nitronate monooxygenase	1780.57	0.1780569886648919
2.5.1.47	Cysteine synthase	1777.59	0.17775898868386258
3.4.11.4	Tripeptide aminopeptidase	1774.17	0.1774169887056343
2.1.1.226	23S rRNA (cytidine(1920)-2'-O)-methyltransferase	1768.39	0.1768389887424298
3.4.23.36	Signal peptidase II	1764.29	0.1764289887685304
3.2.1.86	6-phospho-beta-glucosidase	1760.65	0.17606498879170263
5.1.1.1	Alanine racemase	1760.45	0.1760449887929758
2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase	1753.19	0.17531898883919297
3.4.14.11	Xaa-Pro dipeptidyl-peptidase	1753.11	0.17531098883970225
2.1.1.207	tRNA (cytidine(34)-2'-O)-methyltransferase	1752.56	0.17525598884320356
5.3.1.8	Mannose-6-phosphate isomerase	1752.08	0.17520798884625924
2.7.6.2	Thiamine diphosphokinase	1739	0.1738999889295265
3.4.24.55	Pitrilysin	1726.88	0.17268798900668242
2.7.1.2	Glucokinase	1723.99	0.17239898902508016
4.2.1.10	3-dehydroquinate dehydratase	1719.77	0.17197698905194467
3.6.1.1	Inorganic diphosphatase	1716.94	0.17169398906996045
1.1.1.125	2-deoxy-D-gluconate 3-dehydrogenase	1700.24	0.17002398917627265
3.4.19.11	Gamma-D-glutamyl-meso-diaminopimelate peptidase	1696.13	0.16961298920243692
4.1.2.13	Fructose-bisphosphate aldolase	1695.86	0.1695859892041557
1.5.1.3	Dihydrofolate reductase	1684.91	0.16849098927386344
2.1.2.3	Phosphoribosylaminoimidazolecarboxamide formyltransferase	1674.44	0.16744398934051546
3.5.4.10	IMP cyclohydrolase	1674.44	0.16744398934051546
2.7.4.25	(d)CMP kinase	1660.6	0.16605998942862088
3.5.4.16	GTP cyclohydrolase I	1655.68	0.1655679894599416
1.3.1.98	UDP-N-acetylmuramate dehydrogenase	1648.86	0.1648859895033577
5.3.1.9	Glucose-6-phosphate isomerase	1646.51	0.16465098951831783
2.1.1.193	16S rRNA (uracil(1498)-N(3))-methyltransferase	1644.8	0.16447998952920367
1.18.1.2	Ferredoxin--NADP(+) reductase	1639.28	0.16392798956434398
2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase	1638.03	0.1638029895723015
1.7.1.6	Azobenzene reductase	1634.68	0.1634679895936276
2.1.1.228	tRNA (guanine(37)-N(1))-methyltransferase	1629.81	0.16298098962463
1.1.99.28	Glucose-fructose oxidoreductase	1627.74	0.16277398963780765
2.7.1.33	Pantothenate kinase	1623.23	0.16232298966651829
3.6.1.13	ADP-ribose diphosphatase	1613.12	0.16131198973087854
3.2.2.27	Uracil-DNA glycosylase	1608.04	0.1608039897632178
2.1.1.45	Thymidylate synthase	1605.44	0.1605439897797694
4.2.3.5	Chorismate synthase	1597.55	0.15975498982999714
1.8.4.14	L-methionine (R)-S-oxide reductase	1591.69	0.15916898986730194
4.4.1.5	Lactoylglutathione lyase	1591.61	0.1591609898678112
5.4.2.10	Phosphoglucosamine mutase	1586.49	0.15864898990040513
2.7.1.6	Galactokinase	1581.93	0.15819298992943406
6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	1581.76	0.1581759899305163
3.6.3.31	Transferred entry 7.6.2.11	1580.07	0.15800698994127485
4.1.1.31	Phosphoenolpyruvate carboxylase	1577.15	0.15771498995986358
3.2.1.26	Beta-fructofuranosidase	1573.97	0.15739698998010743
2.7.4.9	dTMP kinase	1570.08	0.15700799000487117
3.2.2.1	Purine nucleosidase	1556.7	0.15566999009004825
5.1.3.13	dTDP-4-dehydrorhamnose 3,5-epimerase	1548.75	0.15487499014065795
3.6.3.20	Transferred entry 7.6.2.10	1546.16	0.15461599015714592
2.7.1.48	Uridine kinase	1540.48	0.15404799019330478
2.7.10.2	Non-specific protein-tyrosine kinase	1536.09	0.1536089902212515
3.1.13.1	Exoribonuclease II	1530.74	0.1530739902553096
6.3.2.4	D-alanine--D-alanine ligase	1527.67	0.15276699027485324
2.1.2.10	Aminomethyltransferase	1525.61	0.15256099028796716
2.4.1.58	Lipopolysaccharide glucosyltransferase I	1524.89	0.15248899029255072
2.7.7.40	D-ribitol-5-phosphate cytidylyltransferase	1516.33	0.15163299034704367
3.1.26.5	Ribonuclease P	1510.63	0.15106299038332988
1.6.5.2	NAD(P)H dehydrogenase (quinone)	1509.02	0.1509019903935791
6.3.2.7	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase	1507.3	0.1507299904045286
1.1.1.28	D-lactate dehydrogenase	1502.01	0.15020099043820476
2.7.1.49	Hydroxymethylpyrimidine kinase	1501.98	0.15019799043839577
2.7.4.7	Phosphooxymethylpyrimidine kinase	1501.98	0.15019799043839577
3.1.26.11	Ribonuclease Z	1494.4	0.14943999048665005
2.7.1.36	Mevalonate kinase	1493.88	0.14938799048996038
3.1.1.96	D-aminoacyl-tRNA deacylase	1485.16	0.14851599054547188
2.1.1.191	23S rRNA (cytosine(1962)-C(5))-methyltransferase	1482.53	0.14825299056221444
1.1.1.3	Homoserine dehydrogenase	1473.08	0.14730799062237315
1.7.1.7	GMP reductase	1469.86	0.14698599064287166
2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing)	1461.12	0.1461119906985105
6.5.1.2	DNA ligase (NAD(+))	1459.31	0.14593099071003296
4.1.2.25	Dihydroneopterin aldolase	1440.81	0.14408099082780396
2.4.99.17	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	1440.59	0.14405899082920448
6.1.1.22	Asparagine--tRNA ligase	1431.12	0.14311199088949048
1.2.1.9	Glyceraldehyde-3-phosphate dehydrogenase (NADP(+))	1427.09	0.14270899091514547
2.7.1.50	Hydroxyethylthiazole kinase	1419.55	0.14195499096314512
2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	1417.14	0.14171399097848716
2.1.1.297	Peptide chain release factor N(5)-glutamine methyltransferase	1410.4	0.141039991021394
6.3.4.3	Formate--tetrahydrofolate ligase	1408.77	0.1408769910317706
2.7.1.24	Dephospho-CoA kinase	1408.32	0.14083199103463528
6.3.4.15	Biotin--[biotin carboxyl-carrier protein] ligase	1403.4	0.14033999106595602
1.3.98.1	Dihydroorotate oxidase (fumarate)	1399.84	0.13998399108861895
2.2.1.6	Acetolactate synthase	1396.83	0.13968299110778062
4.1.99.12	3,4-dihydroxy-2-butanone-4-phosphate synthase	1383.92	0.13839199118996567
3.4.21.110	C5a peptidase	1376.58	0.13765799123669212
4.2.3.4	3-dehydroquinate synthase	1374.86	0.13748599124764163
2.7.4.2	Phosphomevalonate kinase	1370.79	0.13707899127355125
2.7.1.23	NAD(+) kinase	1369.6	0.1369599912811268
2.7.1.180	FAD:protein FMN transferase	1368.41	0.13684099128870233
1.1.1.27	L-lactate dehydrogenase	1368.23	0.1368229912898482
2.8.1.4	tRNA uracil 4-sulfurtransferase	1368.09	0.13680899129073945
4.2.1.11	Phosphopyruvate hydratase	1367.32	0.1367319912956413
1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	1367.31	0.13673099129570493
3.4.17.13	Muramoyltetrapeptide carboxypeptidase	1364.54	0.13645399131333877
3.2.2.8	Ribosylpyrimidine nucleosidase	1359.24	0.13592399134707855
3.5.4.25	GTP cyclohydrolase II	1347.86	0.13478599141952363
4.1.1.33	Diphosphomevalonate decarboxylase	1346.88	0.13468799142576232
1.5.1.34	6,7-dihydropteridine reductase	1338.21	0.13382099148095553
5.4.2.2	Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	1332.6	0.13325999151666879
4.4.1.8	Cystathionine beta-lyase	1329.97	0.13299699153341138
4.1.1.23	Orotidine-5'-phosphate decarboxylase	1324.53	0.13245299156804238
2.5.1.145	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase	1324.07	0.13240699157097074
2.6.1.42	Branched-chain-amino-acid transaminase	1323.46	0.13234599157485402
2.7.7.85	Diadenylate cyclase	1321.67	0.13216699158624917
3.4.13.9	Xaa-Pro dipeptidase	1321.63	0.1321629915865038
2.7.1.21	Thymidine kinase	1320.8	0.13207999159178757
2.1.2.2	Phosphoribosylglycinamide formyltransferase	1315.73	0.13157299162406322
2.7.1.40	Pyruvate kinase	1314.87	0.13148699162953797
1.1.1.88	Hydroxymethylglutaryl-CoA reductase	1309.37	0.13093699166455094
4.1.1.36	Phosphopantothenoylcysteine decarboxylase	1306.93	0.130692991680084
2.7.1.11	6-phosphofructokinase	1301.24	0.13012399171630654
2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	1300.05	0.13000499172388208
2.7.3.9	Phosphoenolpyruvate--protein phosphotransferase	1294.62	0.12946199175844944
1.1.1.2	Alcohol dehydrogenase (NADP(+))	1291.3	0.12912999177958456
3.2.1.1	Alpha-amylase	1288.07	0.12880699180014676
1.1.1.133	dTDP-4-dehydrorhamnose reductase	1287.56	0.1287559918033934
1.8.1.7	Glutathione-disulfide reductase	1265.66	0.12656599194280882
1.1.1.95	Phosphoglycerate dehydrogenase	1265.37	0.12653699194465495
5.3.1.1	Triose-phosphate isomerase	1264.85	0.12648499194796525
1.11.1.1	NADH peroxidase	1264.45	0.12644499195051168
1.2.4.4	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring)	1261.57	0.12615699196884575
2.7.4.6	Nucleoside-diphosphate kinase	1258.53	0.12585299198819838
2.7.1.39	Homoserine kinase	1253.9	0.12538999201767298
