Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF07687	Peptidase dimerisation domain	1864.82	0.18648198706337185
PF00665	Integrase core domain	1847.83	0.18478298718123487
PF00574	Clp protease	1830.58	0.18305798730090156
PF08279	HTH domain	1808.65	0.18086498745303436
PF01048	Phosphorylase superfamily	1801.1	0.18010998750541019
PF00358	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1	1796.57	0.17965698753683573
PF03610	PTS system fructose IIA component	1790	0.17899998758241312
PF10035	Uncharacterized protein conserved in bacteria (DUF2179)	1772.17	0.1772169877061034
PF00480	ROK family	1770.07	0.1770069877206715
PF14278	Transcriptional regulator C-terminal region	1762.16	0.17621598777554476
PF02588	Uncharacterised 5xTM membrane BCR, YitT family COG1284	1761.88	0.17618798777748718
PF06114	IrrE N-terminal-like domain	1743.9	0.17438998790221802
PF02779	Transketolase, pyrimidine binding domain	1737.8	0.17377998794453492
PF00550	Phosphopantetheine attachment site	1737.22	0.17372198794855853
PF00171	Aldehyde dehydrogenase family	1736.36	0.17363598795452448
PF00874	PRD domain	1735.93	0.17359298795750752
PF07508	Recombinase	1719.42	0.17194198807204067
PF02498	BRO family, N-terminal domain	1716.37	0.17163698809319908
PF00288	GHMP kinases N terminal domain	1675.08	0.16750798837963607
PF08281	Sigma-70, region 4	1671.87	0.16718698840190446
PF03354	Phage Terminase	1648.43	0.16484298856451243
PF02780	Transketolase, C-terminal domain	1640.18	0.16401798862174435
PF00266	Aminotransferase class-V	1636.99	0.163698988643874
PF13613	Helix-turn-helix of DDE superfamily endonuclease	1625.28	0.1625279887251086
PF00248	Aldo/keto reductase family	1622.45	0.16224498874474086
PF01316	Arginine repressor, DNA binding domain	1620.43	0.16204298875875403
PF02863	Arginine repressor, C-terminal domain	1620.43	0.16204298875875403
PF00912	Transglycosylase	1609.96	0.1609959888313865
PF06013	Proteins of 100 residues with WXG	1594.8	0.15947998893655443
PF02875	Mur ligase family, glutamate ligase domain	1593.91	0.15939098894272857
PF01476	LysM domain	1583.24	0.15832398901674846
PF00300	Histidine phosphatase superfamily (branch 1)	1580.94	0.15809398903270402
PF01408	Oxidoreductase family, NAD-binding Rossmann fold	1574.43	0.1574429890778652
PF01368	DHH family	1571.72	0.15717198909666502
PF00085	Thioredoxin	1570.68	0.1570679891038797
PF00185	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	1565.2	0.15651998914189555
PF01297	Zinc-uptake complex component A periplasmic	1561.88	0.15618798916492704
PF00456	Transketolase, thiamine diphosphate binding domain	1561.79	0.15617898916555137
PF03466	LysR substrate binding domain	1559.04	0.1559039891846287
PF12833	Helix-turn-helix domain	1555.95	0.15559498920606463
PF00133	tRNA synthetases class I (I, L, M and V)	1537.56	0.15375598933363974
PF02729	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain	1534.03	0.15340298935812804
PF00588	SpoU rRNA Methylase family	1533.39	0.15333898936256787
PF01751	Toprim domain	1528.27	0.1528269893980863
PF02852	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	1507.59	0.1507589895415476
PF08020	Protein of unknown function (DUF1706)	1497.52	0.1497519896114052
PF00929	Exonuclease	1496.4	0.14963998961917488
PF03611	PTS system sugar-specific permease component	1494.11	0.14941098963506103
PF00753	Metallo-beta-lactamase superfamily	1490.67	0.149066989658925
PF07724	AAA domain (Cdc48 subfamily)	1466.53	0.146652989826389
PF02272	DHHA1 domain	1455.45	0.14554498990325318
PF00561	alpha/beta hydrolase fold	1454.47	0.14544698991005164
PF00476	DNA polymerase family A	1440.97	0.14409699000370382
PF03830	PTS system sorbose subfamily IIB component	1436.46	0.1436459900349906
PF00069	Protein kinase domain	1435.18	0.1435179900438702
PF01588	Putative tRNA binding domain	1430.89	0.14308899007363082
PF04069	Substrate binding domain of ABC-type glycine betaine transport system	1423.14	0.1423139901273941
PF02463	RecF/RecN/SMC N terminal domain	1419.58	0.1419579901520905
PF14659	Phage integrase, N-terminal SAM-like domain	1413.11	0.14131099019697418
PF03613	PTS system mannose/fructose/sorbose family IID component	1402.79	0.14027899026856608
PF05043	Mga helix-turn-helix domain	1398.14	0.1398139903008241
PF08220	DeoR-like helix-turn-helix domain	1397	0.13969999030873245
PF00455	DeoR C terminal sensor domain	1392.07	0.13920699034293285
PF00149	Calcineurin-like phosphoesterase	1385.97	0.1385969903852498
PF01458	Uncharacterized protein family (UPF0051)	1385.64	0.13856399038753908
PF00781	Diacylglycerol kinase catalytic domain	1384.59	0.1384589903948231
PF08544	GHMP kinases C terminal	1382.91	0.13829099040647763
PF10431	C-terminal, D2-small domain, of ClpB protein	1372.76	0.13727599047689018
PF00587	tRNA synthetase class II core domain (G, H, P, S and T)	1369.56	0.13695599049908921
PF01336	OB-fold nucleic acid binding domain	1368.85	0.13688499050401462
PF00534	Glycosyl transferases group 1	1363.83	0.13638299053883937
PF00082	Subtilase family	1361.34	0.136133990556113
PF04542	Sigma-70 region 2	1357.48	0.1357479905828906
PF00206	Lyase	1345.67	0.13456699066481892
PF00106	short chain dehydrogenase	1344.23	0.1344229906748085
PF03551	Transcriptional regulator PadR-like family	1342.91	0.1342909906839656
PF02502	Ribose/Galactose Isomerase	1338.48	0.13384799071469738
PF00881	Nitroreductase family	1333.81	0.1333809907470941
PF00581	Rhodanese-like domain	1321.64	0.13216399083151983
PF00872	Transposase, Mutator family	1319.87	0.13198699084379864
PF00923	Transaldolase/Fructose-6-phosphate aldolase	1315.13	0.131512990876681
PF08264	Anticodon-binding domain of tRNA	1313.99	0.1313989908845894
PF04851	Type III restriction enzyme, res subunit	1308.49	0.130848990922744
PF00579	tRNA synthetases class I (W and Y)	1298.26	0.12982599099371153
PF03144	Elongation factor Tu domain 2	1293.38	0.1293379910275651
PF03129	Anticodon binding domain	1290.2	0.1290199910496254
PF00532	Periplasmic binding proteins and sugar binding domain of LacI family	1287.6	0.1287599910676621
PF06580	Histidine kinase	1274.23	0.12742299116041245
PF00152	tRNA synthetases class II (D, K and N)	1269.24	0.12692399119502906
PF00717	Peptidase S24-like	1267.82	0.12678199120487987
PF03609	PTS system sorbose-specific iic component	1264.24	0.12642399122971507
PF04203	Sortase domain	1263.58	0.12635799123429362
PF01844	HNH endonuclease	1260.37	0.126036991256562
PF13180	PDZ domain	1260.27	0.12602699125725575
PF07155	ECF-type riboflavin transporter, S component	1248.83	0.1248829913366173
PF01695	IstB-like ATP binding protein	1240.75	0.12407499139266988
PF00230	Major intrinsic protein	1237.01	0.123700991418615
PF01380	SIS domain	1234.25	0.12342499143776167
PF04860	Phage portal protein	1231.81	0.12318099145468843
PF13303	Phosphotransferase system, EIIC	1227.57	0.12275699148410217
PF13408	Recombinase zinc beta ribbon domain	1226.58	0.12265799149096998
PF02645	Uncharacterised protein, DegV family COG1307	1224.52	0.12245199150526062
PF00557	Metallopeptidase family M24	1224.02	0.12240199150872921
PF04397	LytTr DNA-binding domain	1199.07	0.11990699168181235
PF13520	Amino acid permease	1186.23	0.11862299177088599
PF00117	Glutamine amidotransferase class-I	1183.76	0.11837599178802086
PF04607	Region found in RelA / SpoT proteins	1176.8	0.11767999183630379
PF03477	ATP cone domain	1171.11	0.11711099187577644
PF05193	Peptidase M16 inactive domain	1165.99	0.1165989919112949
PF03099	Biotin/lipoate A/B protein ligase family	1156.95	0.11569499197400719
PF02826	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	1152.97	0.11529699200161724
PF04221	RelB antitoxin	1149.55	0.11495499202534246
PF05103	DivIVA protein	1140.88	0.114087992085488
PF01032	FecCD transport family	1138.07	0.1138069921049815
PF03780	Asp23 family, cell envelope-related function	1134.4	0.11343999213044105
PF12822	ECF transporter, substrate-specific component	1130.46	0.11304599215777361
PF13407	Periplasmic binding protein domain	1124.78	0.11247799219717688
PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	1121.37	0.11213699222083273
PF08240	Alcohol dehydrogenase GroES-like domain	1121.29	0.1121289922213877
PF00253	Ribosomal protein S14p/S29e	1114.72	0.11147199226696511
PF00953	Glycosyl transferase family 4	1109.9	0.11098999230040242
PF02388	FemAB family	1108.44	0.11084399231053074
PF04977	Septum formation initiator	1106.36	0.1106359923249601
PF05065	Phage capsid family	1103.65	0.11036499234375992
PF13793	N-terminal domain of ribose phosphate pyrophosphokinase	1103.11	0.11031099234750599
PF00145	C-5 cytosine-specific DNA methylase	1102.73	0.11027299235014214
PF07374	Protein of unknown function (DUF1492)	1100.44	0.11004399236602831
PF03180	NLPA lipoprotein	1096.35	0.10963499239440146
PF05746	DALR anticodon binding domain	1094.79	0.1094789924052235
PF00107	Zinc-binding dehydrogenase	1092.26	0.10922599242277461
PF02195	ParB-like nuclease domain	1086.45	0.10864499246307975
PF00012	Hsp70 protein	1084.58	0.1084579924760523
PF01501	Glycosyl transferase family 8	1083.31	0.10833099248486254
PF00291	Pyridoxal-phosphate dependent enzyme	1081.53	0.10815299249721075
PF13673	Acetyltransferase (GNAT) domain	1081.39	0.10813899249818197
PF00471	Ribosomal protein L33	1080.16	0.10801599250671473
PF01791	DeoC/LacD family aldolase	1076.89	0.10768899252939937
PF02880	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III	1073.94	0.10739399254986412
PF12706	Beta-lactamase superfamily domain	1073.72	0.10737199255139028
PF00403	Heavy-metal-associated domain	1067.65	0.1067649925934991
PF06912	Protein of unknown function (DUF1275)	1062.87	0.1062869926266589
PF05532	CsbD-like	1060.72	0.1060719926415739
PF00364	Biotin-requiring enzyme	1058.27	0.10582699265857003
PF00501	AMP-binding enzyme	1053.93	0.10539299268867747
PF03372	Endonuclease/Exonuclease/phosphatase family	1053.29	0.10532899269311727
PF06280	Fn3-like domain	1051.95	0.10519499270241313
PF05154	TM2 domain	1049.25	0.10492499272114356
PF02734	DAK2 domain	1043.44	0.10434399276144869
PF02384	N-6 DNA Methylase	1035.97	0.10359699281326958
PF00950	ABC 3 transport family	1035.29	0.10352899281798685
PF01171	PP-loop family	1034.89	0.10348899282076175
PF00483	Nucleotidyl transferase	1031.37	0.10313699284518066
PF00860	Permease family	1029.69	0.10296899285683518
PF07859	alpha/beta hydrolase fold	1029.04	0.10290399286134436
PF08352	Oligopeptide/dipeptide transporter, C-terminal region	1028.64	0.10286399286411924
PF01327	Polypeptide deformylase	1027.82	0.10278199286980773
PF00436	Single-strand binding protein family	1027.51	0.10275099287195828
PF03606	C4-dicarboxylate anaerobic carrier	1026.86	0.10268599287646746
PF00768	D-alanyl-D-alanine carboxypeptidase	1019.32	0.10193199292877395
PF02361	Cobalt transport protein	1017.49	0.10174899294146901
PF00582	Universal stress protein family	1005.54	0.10055399302436854
PF08032	RNA 2'-O ribose methyltransferase substrate binding	1002.66	0.10026599304434768
PF00275	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	1000.93	0.10009299305634903
PF01230	HIT domain	998.91	0.09989099307036217
PF01196	Ribosomal protein L17	998.054	0.0998053930763004
PF12848	ABC transporter	995.739	0.09957389309236003
PF05190	MutS family domain IV	994.326	0.09943259310216229
PF05192	MutS domain III	994.326	0.09943259310216229
PF00013	KH domain	990.172	0.09901719313097943
PF02080	TrkA-C domain	986.767	0.09867669315460059
PF02878	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I	981.978	0.09819779318782282
PF00109	Beta-ketoacyl synthase, N-terminal domain	980.173	0.09801729320034448
PF00027	Cyclic nucleotide-binding domain	975.092	0.09750919323559239
PF00176	SNF2 family N-terminal domain	972.537	0.09725369325331694
PF07730	Histidine kinase	970.86	0.09708599326495061
PF02901	Pyruvate formate lyase-like	968.458	0.09684579328161376
PF00196	Bacterial regulatory proteins, luxR family	967.95	0.09679499328513787
PF13545	Crp-like helix-turn-helix domain	967.811	0.09678109328610214
PF03483	B3/4 domain	967.162	0.0967161932906044
PF01081	KDPG and KHG aldolase	964.211	0.09642109331107607
PF00814	Glycoprotease family	963.646	0.09636459331499557
PF01029	NusB family	963.408	0.09634079331664663
PF13416	Bacterial extracellular solute-binding protein	959.896	0.09598959334101007
PF03764	Elongation factor G, domain IV	957.408	0.09574079335826982
PF00488	MutS domain V	957.332	0.09573319335879704
PF01979	Amidohydrolase family	956.6	0.09565999336387508
PF00344	SecY translocase	956.194	0.09561939336669158
PF13556	PucR C-terminal helix-turn-helix domain	956.171	0.09561709336685115
PF03793	PASTA domain	954.024	0.0954023933817453
PF00408	Phosphoglucomutase/phosphomannomutase, C-terminal domain	951.631	0.09516309339834603
PF01430	Hsp33 protein	950.932	0.09509319340319514
PF10145	Phage-related minor tail protein	950.778	0.09507779340426345
PF00383	Cytidine and deoxycytidylate deaminase zinc-binding region	949.879	0.0949878934105
PF02879	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II	946.487	0.09464869343403097
PF14572	Phosphoribosyl synthetase-associated domain	945.729	0.09457289343928937
PF01569	PAP2 superfamily	944.715	0.09447149344632369
PF00679	Elongation factor G C-terminus	944.554	0.09445539344744058
PF00313	'Cold-shock' DNA-binding domain	942.78	0.09427799345974718
PF10991	Protein of unknown function (DUF2815)	936.949	0.09369489350019798
PF02769	AIR synthase related protein, C-terminal domain	934.709	0.09347089351573731
PF07516	SecA Wing and Scaffold domain	934.578	0.09345779351664608
PF08543	Phosphomethylpyrimidine kinase	924.602	0.09246019358585159
PF00398	Ribosomal RNA adenine dimethylase	924.223	0.09242229358848078
PF01071	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	918.397	0.0918396936288969
PF04392	ABC transporter substrate binding protein	911.625	0.09116249367587562
PF01228	Glycine radical	910.346	0.0910345936847483
PF01943	Polysaccharide biosynthesis protein	907.899	0.09078989370172362
PF00551	Formyl transferase	907.426	0.09074259370500493
PF16363	GDP-mannose 4,6 dehydratase	905.277	0.09052769371991297
PF03288	Poxvirus D5 protein-like	905.063	0.09050629372139753
PF00144	Beta-lactamase	901.515	0.0901514937460107
PF01580	FtsK/SpoIIIE family	899.03	0.08990299376324964
PF09334	tRNA synthetases class I (M)	898.401	0.08984009376761315
PF14667	Polysaccharide biosynthesis C-terminal domain	898.097	0.08980969376972206
PF07972	NrdI Flavodoxin like	896.882	0.08968819377815075
PF06970	Replication initiator protein A (RepA) N-terminus	895.797	0.08957969378567762
PF07739	TipAS antibiotic-recognition domain	892.467	0.08924669380877848
PF00654	Voltage gated chloride channel	892.104	0.0892103938112967
PF05343	M42 glutamyl aminopeptidase	890.171	0.0890170938247063
PF06071	Protein of unknown function (DUF933)	886.917	0.08869169384727994
PF00831	Ribosomal L29 protein	885.845	0.08858449385471662
PF05525	Branched-chain amino acid transport protein	878.499	0.0878498939056773
PF01193	RNA polymerase Rpb3/Rpb11 dimerisation domain	878.148	0.08781479390811224
PF01467	Cytidylyltransferase-like	873.485	0.0873484939404604
PF01243	Pyridoxamine 5'-phosphate oxidase	871.846	0.08718459395183048
PF07006	Protein of unknown function (DUF1310)	867.275	0.0867274939835404
PF00204	DNA gyrase B	864.079	0.0864078940057117
PF01527	Transposase	863.571	0.0863570940092358
PF03767	HAD superfamily, subfamily IIIB (Acid phosphatase)	863.525	0.08635249400955491
PF01168	Alanine racemase, N-terminal domain	854.038	0.08540379407536812
PF12849	PBP superfamily domain	853.969	0.0853968940758468
PF01712	Deoxynucleoside kinase	853.808	0.08538079407696367
PF02096	60Kd inner membrane protein	853.505	0.08535049407906564
PF01547	Bacterial extracellular solute-binding protein	850.345	0.08503449410098719
PF13780	Domain of unknown function (DUF4176)	849.244	0.08492439410862505
PF08706	D5 N terminal like	848.351	0.08483509411481997
PF05958	tRNA (Uracil-5-)-methyltransferase	846.433	0.08464329412812552
PF02773	S-adenosylmethionine synthetase, C-terminal domain	845.672	0.08456719413340474
PF02254	TrkA-N domain	840.084	0.08400839417216979
PF01719	Plasmid replication protein	838.129	0.08381289418573203
PF02559	CarD-like/TRCF domain	836.94	0.08369399419398035
PF00448	SRP54-type protein, GTPase domain	832.884	0.08328839422211763
PF02824	TGS domain	832.139	0.08321389422728585
PF00467	KOW motif	831.022	0.0831021942350347
PF02866	lactate/malate dehydrogenase, alpha/beta C-terminal domain	830.807	0.0830806942365262
PF01418	Helix-turn-helix domain, rpiR family	829.806	0.08298059424347033
PF05175	Methyltransferase small domain	826.943	0.08269429426333154
PF02632	BioY family	821.172	0.08211719430336613
PF02786	Carbamoyl-phosphate synthase L chain, ATP binding domain	818.096	0.08180959432470494
PF03816	Cell envelope-related transcriptional attenuator domain	818.01	0.08180099432530154
PF00438	S-adenosylmethionine synthetase, N-terminal domain	816.983	0.08169829433242604
PF00348	Polyprenyl synthetase	816.604	0.08166039433505524
PF00994	Probable molybdopterin binding domain	815.966	0.08159659433948117
PF00834	Ribulose-phosphate 3 epimerase family	815.598	0.08155979434203406
PF03788	LrgA family	814.923	0.08149229434671668
PF03413	Peptidase propeptide and YPEB domain	814.603	0.08146029434893658
PF03717	Penicillin-binding Protein dimerisation domain	814.329	0.08143289435083736
PF02801	Beta-ketoacyl synthase, C-terminal domain	813.937	0.08139369435355676
PF14602	Hexapeptide repeat of succinyl-transferase	808.217	0.08082169439323754
PF02590	Predicted SPOUT methyltransferase	808.103	0.08081029439402837
PF06107	Bacterial protein of unknown function (DUF951)	803.694	0.08036939442461448
PF03461	TRCF domain	800.919	0.08009189444386522
PF01895	PhoU domain	800.104	0.08001039444951903
PF00416	Ribosomal protein S13/S18	796.753	0.07967529447276558
PF01066	CDP-alcohol phosphatidyltransferase	784.93	0.07849299455478409
PF01225	Mur ligase family, catalytic domain	784.32	0.0784319945590158
PF02926	THUMP domain	784.222	0.07842219455969562
PF00056	lactate/malate dehydrogenase, NAD binding domain	783.726	0.07837259456313649
PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	783.093	0.07830929456752772
PF05895	Siphovirus protein of unknown function (DUF859)	778.255	0.0778254946010899
PF02540	NAD synthase	776.521	0.077652094613119
PF07650	KH domain	775.267	0.07752669462181826
PF01545	Cation efflux family	774.865	0.07748649462460701
PF00478	IMP dehydrogenase / GMP reductase domain	774.12	0.07741199462977523
PF01544	CorA-like Mg2+ transporter protein	773.953	0.07739529463093373
PF02225	PA domain	773.016	0.07730159463743388
PF00308	Bacterial dnaA  protein	772.189	0.07721889464317096
PF04073	Aminoacyl-tRNA editing domain	767.882	0.07678819467304947
PF13597	Anaerobic ribonucleoside-triphosphate reductase	767.138	0.07671379467821075
PF00203	Ribosomal protein S19	767.032	0.0767031946789461
PF00999	Sodium/hydrogen exchanger family	765.914	0.07659139468670188
PF02534	Type IV secretory system Conjugative DNA transfer	765.835	0.07658349468724993
PF04198	Putative sugar-binding domain	765.106	0.07651059469230714
PF08708	Primase C terminal 1 (PriCT-1)	762.309	0.07623089471171048
PF11187	Protein of unknown function (DUF2974)	760.954	0.07609539472111038
PF03819	MazG nucleotide pyrophosphohydrolase domain	759.913	0.075991294728332
PF08241	Methyltransferase domain	759.602	0.07596019473048948
PF00892	EamA-like transporter family	758.75	0.07587499473639997
PF02574	Homocysteine S-methyltransferase	755.135	0.07551349476147795
PF00268	Ribonucleotide reductase, small chain	753.927	0.07539269476985809
PF00521	DNA gyrase/topoisomerase IV, subunit A	750.329	0.07503289479481813
PF02386	Cation transport protein	750.061	0.0750060947966773
PF00689	Cation transporting ATPase, C-terminus	749.099	0.07490989480335089
PF00701	Dihydrodipicolinate synthetase family	747.155	0.0747154948168368
PF01554	MatE	746.877	0.07468769481876535
PF01000	RNA polymerase Rpb3/RpoA insert domain	745.389	0.0745388948290879
PF13276	HTH-like domain	743.024	0.07430239484549436
PF00162	Phosphoglycerate kinase	741.111	0.07411109485876523
PF13333	Integrase core domain	738.189	0.07381889487903573
PF03894	D-xylulose 5-phosphate/D-fructose 6-phosphate phosphoketolase	736.394	0.073639394891488
PF01783	Ribosomal L32p protein family	735.958	0.07359579489451262
PF02896	PEP-utilising enzyme, TIM barrel domain	732.671	0.0732670949173152
PF01434	Peptidase family M41	731.802	0.07318019492334363
PF10978	Protein of unknown function (DUF2785)	730.448	0.07304479493273659
PF03807	NADP oxidoreductase coenzyme F420-dependent	729.474	0.07294739493949343
PF07977	FabA-like domain	729.257	0.07292569494099879
PF01351	Ribonuclease HII	726.06	0.07260599496317702
PF00562	RNA polymerase Rpb2, domain 6	723.692	0.07236919497960431
PF00673	ribosomal L5P family C-terminus	722.871	0.07228709498529975
PF13508	Acetyltransferase (GNAT) domain	721.341	0.07213409499591367
PF13439	Glycosyltransferase Family 4	721.137	0.07211369499732885
PF07261	Replication initiation and membrane attachment	720.263	0.07202629500339197
PF08877	MepB protein	719.312	0.07193119500998925
PF01063	Amino-transferase class IV	715.329	0.0715328950376201
PF01425	Amidase	714.675	0.07146749504215703
PF02872	5'-nucleotidase, C-terminal domain	711.955	0.07119549506102622
PF02733	Dak1 domain	711.152	0.0711151950665968
PF03462	PCRF domain	710.614	0.071061395070329
PF00712	DNA polymerase III beta subunit, N-terminal domain	710.06	0.07100599507417221
PF02767	DNA polymerase III beta subunit, central domain	710.06	0.07100599507417221
PF01223	DNA/RNA non-specific endonuclease	709.508	0.07095079507800156
PF01757	Acyltransferase family	709.111	0.07091109508075562
PF07733	Bacterial DNA polymerase III alpha NTPase domain	708.892	0.07088919508227487
PF09397	Ftsk gamma domain	708.746	0.0708745950832877
PF01636	Phosphotransferase enzyme family	702.014	0.07020139512998891
PF01330	RuvA N terminal domain	695.771	0.06957709517329785
PF09335	SNARE associated Golgi protein	693.059	0.06930589519211154
PF00749	tRNA synthetases class I (E and Q), catalytic domain	691.089	0.06910889520577783
PF08299	Bacterial dnaA protein helix-turn-helix	690.859	0.06908589520737338
PF01043	SecA preprotein cross-linking domain	690.558	0.06905579520946148
PF07517	SecA DEAD-like domain	690.558	0.06905579520946148
PF06257	Biofilm formation stimulator VEG	689.596	0.06895959521613507
PF01145	SPFH domain / Band 7 family	689.442	0.0689441952172034
PF00120	Glutamine synthetase, catalytic domain	688.902	0.06889019522094948
PF14501	GHKL domain	688.675	0.06886749522252421
PF06993	Protein of unknown function (DUF1304)	687.351	0.06873509523170908
PF01432	Peptidase family M3	686.36	0.06863599523858384
PF02768	DNA polymerase III beta subunit, C-terminal domain	686.347	0.06863469523867402
PF13472	GDSL-like Lipase/Acylhydrolase family	685.928	0.06859279524158071
PF00857	Isochorismatase family	684.504	0.06845039525145928
PF01189	16S rRNA methyltransferase RsmB/F	683.639	0.06836389525745996
PF00232	Glycosyl hydrolase family 1	682.77	0.06827699526348838
PF12358	Protein of unknown function (DUF3644)	682.314	0.06823139526665174
PF09586	Bacterial membrane protein YfhO	679.165	0.06791649528849698
PF07499	RuvA, C-terminal domain	678.568	0.0678567952926385
PF00276	Ribosomal protein L23	678.346	0.06783459529417855
PF02525	Flavodoxin-like fold	677.364	0.06773639530099089
PF12146	Serine aminopeptidase, S33	677.086	0.06770859530291944
PF00254	FKBP-type peptidyl-prolyl cis-trans isomerase	676.251	0.06762509530871198
PF01281	Ribosomal protein L9, N-terminal domain	675.863	0.06758629531140362
PF07694	5TMR of 5TMR-LYT	675.282	0.06752819531543414
PF05066	HB1, ASXL, restriction endonuclease HTH domain	673.151	0.06731509533021729
PF00485	Phosphoribulokinase / Uridine kinase family	666.69	0.06666899537503855
PF12648	TcpE family	666.193	0.06661929537848633
PF00472	RF-1 domain	665.289	0.06652889538475756
PF08439	Oligopeptidase F	664.723	0.06647229538868402
PF04854	Protein of unknown function, DUF624	663.893	0.0663892953944419
PF00730	HhH-GPD superfamily base excision DNA repair protein	662.915	0.06629149540122647
PF05979	Bacterial protein of unknown function (DUF896)	661.574	0.06615739541052926
PF07883	Cupin domain	661.505	0.06615049541100793
