GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0006096	Biological_Processes	glycolytic process	2077.3	0.2084801803602223
GO:0006265	Biological_Processes	DNA topological change	2052.69	0.20601029289155381
GO:0050661	Molecular_Functions	NADP binding	1981.15	0.19883045747877268
GO:0046933	Molecular_Functions	proton-transporting ATP synthase activity, rotational mechanism	1976.19	0.1983326662620073
GO:0016020	Cellular_Components	membrane	1961.14	0.1968222312192011
GO:0000150	Molecular_Functions	recombinase activity	1948.05	0.19550850399592312
GO:0016987	Molecular_Functions	sigma factor activity	1916.2	0.19231200192858902
GO:0004222	Molecular_Functions	metalloendopeptidase activity	1899.24	0.1906098771228752
GO:0004386	Molecular_Functions	helicase activity	1865.85	0.18725881891162605
GO:0006189	Biological_Processes	'de novo' IMP biosynthetic process	1856.31	0.18630137370841202
GO:0005506	Molecular_Functions	iron ion binding	1831.79	0.18384051874166063
GO:0009432	Biological_Processes	SOS response	1784.16	0.17906031800485933
GO:0004519	Molecular_Functions	endonuclease activity	1779.83	0.17862575430151373
GO:0005215	Molecular_Functions	transporter activity	1768.78	0.177516763788357
GO:0008982	Molecular_Functions	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	1723.04	0.17292624559181508
GO:0046983	Molecular_Functions	protein dimerization activity	1708.01	0.1714178177716571
GO:0003899	Molecular_Functions	DNA-directed 5'-3' RNA polymerase activity	1679.83	0.16858964106027644
GO:0008233	Molecular_Functions	peptidase activity	1625.89	0.16317616157795306
GO:0006351	Biological_Processes	transcription, DNA-templated	1620.8	0.16266532341397405
GO:0009116	Biological_Processes	nucleoside metabolic process	1609.59	0.16154027511963137
GO:0030001	Biological_Processes	metal ion transport	1584.63	0.15903526125461856
GO:0006364	Biological_Processes	rRNA processing	1547.31	0.15528978379298877
GO:0009279	Cellular_Components	cell outer membrane	1523.66	0.15291624301143616
GO:0006396	Biological_Processes	RNA processing	1517.02	0.152249845092218
GO:0003697	Molecular_Functions	single-stranded DNA binding	1516.92	0.15223980897897677
GO:0016853	Molecular_Functions	isomerase activity	1514.05	0.15195177252895326
GO:0006094	Biological_Processes	gluconeogenesis	1456.45	0.14617097130200057
GO:0006541	Biological_Processes	glutamine metabolic process	1429.25	0.14344114850038403
GO:0051082	Molecular_Functions	unfolded protein binding	1428.72	0.14338795710020547
GO:0008324	Molecular_Functions	cation transmembrane transporter activity	1361.78	0.13666978289652124
GO:0051536	Molecular_Functions	iron-sulfur cluster binding	1356.59	0.136148908619301
GO:0045892	Biological_Processes	negative regulation of transcription, DNA-templated	1352.34	0.13572237380654842
GO:0006633	Biological_Processes	fatty acid biosynthetic process	1336.8	0.13416276180886016
GO:0015986	Biological_Processes	ATP synthesis coupled proton transport	1314.87	0.1319618421750568
GO:0016874	Molecular_Functions	ligase activity	1313.07	0.13178119213671455
GO:0015297	Molecular_Functions	antiporter activity	1290.95	0.12956120388775286
GO:0003918	Molecular_Functions	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	1281.94	0.1286569500847174
GO:0008408	Molecular_Functions	3'-5' exonuclease activity	1259.73	0.1264279293338386
GO:0016746	Molecular_Functions	transferase activity, transferring acyl groups	1256.57	0.12611078815541546
GO:0002161	Molecular_Functions	aminoacyl-tRNA editing activity	1211.4	0.1215774758043486
GO:0010181	Molecular_Functions	FMN binding	1203.79	0.12081372758669041
GO:0003684	Molecular_Functions	damaged DNA binding	1180.75	0.11850140709590935
GO:0006261	Biological_Processes	DNA-dependent DNA replication	1177.4	0.11816519730232791
GO:0003755	Molecular_Functions	peptidyl-prolyl cis-trans isomerase activity	1172.22	0.11764532663643182
GO:0008237	Molecular_Functions	metallopeptidase activity	1164.71	0.11689161453201491
GO:0006353	Biological_Processes	DNA-templated transcription, termination	1154.1	0.1158267829171196
GO:0009073	Biological_Processes	aromatic amino acid family biosynthetic process	1145.68	0.11498174218220744
GO:0044205	Biological_Processes	'de novo' UMP biosynthetic process	1145.36	0.11494962661983546
GO:0015035	Molecular_Functions	protein disulfide oxidoreductase activity	1138.82	0.11429326481385854
GO:0006605	Biological_Processes	protein targeting	1138.55	0.11426616730810721
GO:0009089	Biological_Processes	lysine biosynthetic process via diaminopimelate	1104.22	0.11082076963239045
GO:0005694	Cellular_Components	chromosome	1086.36	0.10902831980750546
GO:0006520	Biological_Processes	cellular amino acid metabolic process	1084.26	0.10881756142943949
GO:0003743	Molecular_Functions	translation initiation factor activity	1083.8	0.10877139530852979
GO:0008483	Molecular_Functions	transaminase activity	1070.24	0.10741049835301802
GO:0004177	Molecular_Functions	aminopeptidase activity	1062.02	0.10658552984458831
GO:0030246	Molecular_Functions	carbohydrate binding	1053.71	0.1057515288342415
GO:0004553	Molecular_Functions	hydrolase activity, hydrolyzing O-glycosyl compounds	1047.69	0.10514735481711901
GO:0006099	Biological_Processes	tricarboxylic acid cycle	1040.91	0.10446690633936313
GO:0065002	Biological_Processes	intracellular protein transmembrane transport	1024.97	0.1028671498887099
GO:0006270	Biological_Processes	DNA replication initiation	1020.32	0.10240047062299237
GO:0008658	Molecular_Functions	penicillin binding	1017.79	0.10214655695798905
GO:0008236	Molecular_Functions	serine-type peptidase activity	1013.39	0.10170496797537462
GO:0016747	Molecular_Functions	transferase activity, transferring acyl groups other than amino-acyl groups	1001.88	0.10054981134130822
GO:0009423	Biological_Processes	chorismate biosynthetic process	981.036	0.09845788389730468
GO:0005315	Molecular_Functions	inorganic phosphate transmembrane transporter activity	958.743	0.09622053317243567
GO:0009097	Biological_Processes	isoleucine biosynthetic process	950.539	0.09539717044212456
GO:0008173	Molecular_Functions	RNA methyltransferase activity	945.909	0.09493249839905528
GO:0004518	Molecular_Functions	nuclease activity	941.419	0.09448187691452373
GO:0006207	Biological_Processes	'de novo' pyrimidine nucleobase biosynthetic process	937.982	0.09413693570242239
GO:0001522	Biological_Processes	pseudouridine synthesis	933.731	0.0937103005285374
GO:0006289	Biological_Processes	nucleotide-excision repair	915.856	0.09191634528666623
GO:0043022	Molecular_Functions	ribosome binding	902.94	0.09062008090042803
GO:0006284	Biological_Processes	base-excision repair	894.995	0.08982271170341172
GO:0008170	Molecular_Functions	N-methyltransferase activity	887.477	0.0890681967099355
GO:0008654	Biological_Processes	phospholipid biosynthetic process	887.078	0.08902815261810297
GO:0009982	Molecular_Functions	pseudouridine synthase activity	882.436	0.08856227624144473
GO:0016757	Molecular_Functions	transferase activity, transferring glycosyl groups	881.713	0.08848971514271058
GO:0009086	Biological_Processes	methionine biosynthetic process	878.9	0.08820739927723459
GO:0008033	Biological_Processes	tRNA processing	877.187	0.0880354806574122
GO:0031564	Biological_Processes	transcription antitermination	868.846	0.08719836845196058
GO:0004521	Molecular_Functions	endoribonuclease activity	851.674	0.08547496708617532
GO:0006400	Biological_Processes	tRNA modification	848.339	0.08514026270958006
GO:0009435	Biological_Processes	NAD biosynthetic process	843.053	0.08460975376364825
GO:0042254	Biological_Processes	ribosome biogenesis	841.138	0.08441756219507855
GO:0045261	Cellular_Components	proton-transporting ATP synthase complex, catalytic core F(1)	835.356	0.0838372741274702
GO:0042274	Biological_Processes	ribosomal small subunit biogenesis	825.112	0.08280917468703786
GO:0020037	Molecular_Functions	heme binding	818.308	0.08212631754210407
GO:0006098	Biological_Processes	pentose-phosphate shunt	815.042	0.08179853808364526
GO:0009360	Cellular_Components	DNA polymerase III complex	807.797	0.08107142167931763
GO:0030145	Molecular_Functions	manganese ion binding	806.047	0.08089578969759598
GO:0050662	Molecular_Functions	coenzyme binding	805.401	0.08083095640605759
GO:0000105	Biological_Processes	histidine biosynthetic process	793.439	0.07963043654014078
GO:0006813	Biological_Processes	potassium ion transport	790.905	0.07937612143060782
GO:0046654	Biological_Processes	tetrahydrofolate biosynthetic process	790.829	0.07936849398454447
GO:0016779	Molecular_Functions	nucleotidyltransferase activity	784.686	0.07875197554813528
GO:0016620	Molecular_Functions	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	780.488	0.07833065951426814
GO:0008299	Biological_Processes	isoprenoid biosynthetic process	778.294	0.0781104671897554
GO:0043952	Biological_Processes	protein transport by the Sec complex	769.71	0.07724896722912758
GO:0009228	Biological_Processes	thiamine biosynthetic process	763.075	0.0765830711155715
GO:0007155	Biological_Processes	cell adhesion	756.812	0.07595450934327279
GO:0006817	Biological_Processes	phosphate ion transport	755.736	0.07584652076479709
GO:0015937	Biological_Processes	coenzyme A biosynthetic process	755.512	0.0758240398711367
GO:0015450	Molecular_Functions	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	753.657	0.07563786997051175
GO:0016226	Biological_Processes	iron-sulfur cluster assembly	747.17	0.0749868273045527
GO:0003964	Molecular_Functions	RNA-directed DNA polymerase activity	746.536	0.07492319834660324
GO:0009380	Cellular_Components	excinuclease repair complex	746.457	0.07491526981714267
GO:0103111	Molecular_Functions	D-glucosamine PTS permease activity	740.082	0.07427546759801379
GO:0009088	Biological_Processes	threonine biosynthetic process	739.88	0.0742551946492665
GO:0003917	Molecular_Functions	DNA topoisomerase type I (single strand cut, ATP-independent) activity	739.078	0.07417470502107178
GO:0008616	Biological_Processes	queuosine biosynthetic process	738.04	0.07407053016562773
GO:0042777	Biological_Processes	plasma membrane ATP synthesis coupled proton transport	734.878	0.0737531882649398
GO:0000917	Biological_Processes	division septum assembly	729.698	0.07323331759904371
GO:0032784	Biological_Processes	regulation of DNA-templated transcription, elongation	729.48	0.07321143887217782
GO:0009306	Biological_Processes	protein secretion	723.865	0.07264791111368234
GO:0016810	Molecular_Functions	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	718.449	0.07210435522053692
GO:0007059	Biological_Processes	chromosome segregation	715.341	0.07179243282099927
GO:0035999	Biological_Processes	tetrahydrofolate interconversion	710.596	0.07131621924770257
GO:0004527	Molecular_Functions	exonuclease activity	707.751	0.07103069182598937
GO:0006166	Biological_Processes	purine ribonucleoside salvage	700.685	0.07032154006436353
GO:0055114	Biological_Processes	oxidation-reduction process	700.436	0.07029655014239286
GO:0015833	Biological_Processes	peptide transport	691.016	0.0693511482750683
GO:0019877	Biological_Processes	diaminopimelate biosynthetic process	684.459	0.06869308032984037
GO:0071705	Biological_Processes	nitrogen compound transport	670.982	0.06734051334831882
GO:0015031	Biological_Processes	protein transport	669.044	0.06714601347370365
GO:0006526	Biological_Processes	arginine biosynthetic process	667.457	0.06698674035656521
GO:0004748	Molecular_Functions	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	664.374	0.06667732698533786
GO:0004826	Molecular_Functions	phenylalanine-tRNA ligase activity	662.648	0.06650410367079411
GO:0070180	Molecular_Functions	large ribosomal subunit rRNA binding	661.612	0.06640012953761489
GO:0005727	Cellular_Components	extrachromosomal circular DNA	654.562	0.06569258355410766
GO:0006306	Biological_Processes	DNA methylation	645.613	0.06479445178014934
GO:0016114	Biological_Processes	terpenoid biosynthetic process	643.516	0.06458399448548059
GO:0030976	Molecular_Functions	thiamine pyrophosphate binding	640.661	0.06429746345244326
GO:0002949	Biological_Processes	tRNA threonylcarbamoyladenosine modification	640.029	0.06423403521675865
GO:1990077	Cellular_Components	primosome complex	636.713	0.06390123770167921
GO:0045263	Cellular_Components	proton-transporting ATP synthase complex, coupling factor F(o)	633.415	0.0635702466869832
GO:0009381	Molecular_Functions	excinuclease ABC activity	627.463	0.06297289722686476
GO:0043093	Biological_Processes	FtsZ-dependent cytokinesis	627.448	0.06297139180987857
GO:0097367	Molecular_Functions	carbohydrate derivative binding	621.289	0.06235326759535078
GO:0009291	Biological_Processes	unidirectional conjugation	603.062	0.06052398523487046
GO:0006865	Biological_Processes	amino acid transport	590.638	0.05927709852577913
GO:0009229	Biological_Processes	thiamine diphosphate biosynthetic process	590.104	0.05922350568107093
GO:0016149	Molecular_Functions	translation release factor activity, codon specific	573.351	0.05754215562976644
GO:0009231	Biological_Processes	riboflavin biosynthetic process	570.868	0.05729295893798653
GO:0006730	Biological_Processes	one-carbon metabolic process	566.414	0.05684595045422181
GO:0051537	Molecular_Functions	2 iron, 2 sulfur cluster binding	563.501	0.05655359847550457
GO:0006417	Biological_Processes	regulation of translation	555.687	0.055769376586834285
GO:0030163	Biological_Processes	protein catabolic process	555.264	0.05572692382782385
GO:0008289	Molecular_Functions	lipid binding	551.001	0.055299084320349905
GO:0006782	Biological_Processes	protoporphyrinogen IX biosynthetic process	549.132	0.05511150936387117
GO:0071949	Molecular_Functions	FAD binding	543.65	0.05456132963598655
GO:0046914	Molecular_Functions	transition metal ion binding	540.536	0.05424880506965441
GO:0006298	Biological_Processes	mismatch repair	535.889	0.053782426887334124
GO:0003951	Molecular_Functions	NAD+ kinase activity	528.549	0.05304577617542731
GO:0000179	Molecular_Functions	rRNA (adenine-N6,N6-)-dimethyltransferase activity	527.826	0.052973215076693156
GO:0019288	Biological_Processes	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	523.076	0.05249649969773439
GO:0006402	Biological_Processes	mRNA catabolic process	518.317	0.052018881068583905
GO:0016597	Molecular_Functions	amino acid binding	516.086	0.05179497538217191
GO:0015293	Molecular_Functions	symporter activity	512.692	0.051454349698764314
GO:0006814	Biological_Processes	sodium ion transport	508.625	0.051046180973243184
GO:0006177	Biological_Processes	GMP biosynthetic process	507.266	0.05090979019429478
GO:0030983	Molecular_Functions	mismatched DNA binding	507.265	0.05090968983316236
GO:0009099	Biological_Processes	valine biosynthetic process	500.356	0.05021629476932528
GO:0050567	Molecular_Functions	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	499.22	0.05010228452290483
GO:0042026	Biological_Processes	protein refolding	496.54	0.04983331668803966
GO:0006979	Biological_Processes	response to oxidative stress	495.074	0.04968618726792312
GO:0008094	Molecular_Functions	DNA-dependent ATPase activity	491.346	0.0493120409662898
GO:0006308	Biological_Processes	DNA catabolic process	490.751	0.04925232609250443
GO:0009253	Biological_Processes	peptidoglycan catabolic process	487.125	0.04888841662637717
GO:0009098	Biological_Processes	leucine biosynthetic process	486.297	0.048805317608739726
GO:0019829	Molecular_Functions	ATPase-coupled cation transmembrane transporter activity	485.993	0.048774807824486364
GO:0006614	Biological_Processes	SRP-dependent cotranslational protein targeting to membrane	485.105	0.04868568713890418
GO:0006662	Biological_Processes	glycerol ether metabolic process	482.288	0.04840296982889852
GO:0009378	Molecular_Functions	four-way junction helicase activity	481.541	0.04832800006298648
GO:0008963	Molecular_Functions	phospho-N-acetylmuramoyl-pentapeptide-transferase activity	481.101	0.04828384116472504
GO:0044209	Biological_Processes	AMP salvage	480.732	0.04824680790686487
GO:0009236	Biological_Processes	cobalamin biosynthetic process	479.202	0.04809325537427394
GO:0032153	Cellular_Components	cell division site	477.827	0.04795525881720693
GO:0016773	Molecular_Functions	phosphotransferase activity, alcohol group as acceptor	477.623	0.0479347851461948
GO:0008137	Molecular_Functions	NADH dehydrogenase (ubiquinone) activity	476.507	0.047822782122422594
GO:0004040	Molecular_Functions	amidase activity	475.909	0.04776276616524
GO:0006807	Biological_Processes	nitrogen compound metabolic process	470.299	0.04719974021240658
GO:0009263	Biological_Processes	deoxyribonucleotide biosynthetic process	470.174	0.04718719507085504
GO:0008855	Molecular_Functions	exodeoxyribonuclease VII activity	469.169	0.0470863321327806
GO:0009318	Cellular_Components	exodeoxyribonuclease VII complex	469.169	0.0470863321327806
GO:0005576	Cellular_Components	extracellular region	468.749	0.047044180457167406
GO:0046677	Biological_Processes	response to antibiotic	468.228	0.04699189230718056
GO:0051920	Molecular_Functions	peroxiredoxin activity	467.503	0.04691913048618159
GO:0004674	Molecular_Functions	protein serine/threonine kinase activity	464.318	0.04659948027944818
GO:0006464	Biological_Processes	cellular protein modification process	464.151	0.04658271997033532
GO:0019538	Biological_Processes	protein metabolic process	458.9	0.04605572366403794
GO:0006071	Biological_Processes	glycerol metabolic process	457.758	0.045941111250823015
GO:0006235	Biological_Processes	dTTP biosynthetic process	455.693	0.04573386551239147
GO:0016788	Molecular_Functions	hydrolase activity, acting on ester bonds	454.882	0.04565247263400503
GO:0044206	Biological_Processes	UMP salvage	452.723	0.04543579294912672
GO:0016209	Molecular_Functions	antioxidant activity	451.972	0.04536042173868503
GO:0004812	Molecular_Functions	aminoacyl-tRNA ligase activity	451.868	0.04534998418091414
GO:0009234	Biological_Processes	menaquinone biosynthetic process	451.316	0.04529458483582251
GO:0000271	Biological_Processes	polysaccharide biosynthetic process	450.564	0.045219113264248406
GO:0006432	Biological_Processes	phenylalanyl-tRNA aminoacylation	448.519	0.0450138747484651
GO:0009408	Biological_Processes	response to heat	448.093	0.044971120906057434
GO:0019464	Biological_Processes	glycine decarboxylation via glycine cleavage system	447.319	0.04489344138957026
GO:0003688	Molecular_Functions	DNA replication origin binding	446.929	0.044854300547929424
GO:0015969	Biological_Processes	guanosine tetraphosphate metabolic process	445.825	0.044743501857746164
GO:0006629	Biological_Processes	lipid metabolic process	439.644	0.04412316969830529
GO:0015424	Molecular_Functions	ATPase-coupled amino acid transmembrane transporter activity	430.529	0.04320837797636651
GO:0004845	Molecular_Functions	uracil phosphoribosyltransferase activity	430.012	0.043156491270909314
GO:0003872	Molecular_Functions	6-phosphofructokinase activity	429.905	0.04314575262974119
GO:0070063	Molecular_Functions	RNA polymerase binding	429.521	0.04310721395489484
GO:0005978	Biological_Processes	glycogen biosynthetic process	426.858	0.04283995225928069
GO:0046873	Molecular_Functions	metal ion transmembrane transporter activity	418.986	0.04204990942493049
GO:0006002	Biological_Processes	fructose 6-phosphate metabolic process	418.687	0.04201990144633919
GO:0032549	Molecular_Functions	ribonucleoside binding	415.911	0.04174129894276245
GO:0006012	Biological_Processes	galactose metabolic process	412.908	0.041439914462128094
GO:0047429	Molecular_Functions	nucleoside-triphosphate diphosphatase activity	411.936	0.04134236344142326
GO:0006415	Biological_Processes	translational termination	411.135	0.04126197417436095
GO:0006269	Biological_Processes	DNA replication, synthesis of RNA primer	410.437	0.041191922103937115
GO:0043365	Molecular_Functions	formate-C-acetyltransferase-activating enzyme activity	405.648	0.040711292640814266
GO:0006275	Biological_Processes	regulation of DNA replication	404.645	0.04061063042500465
GO:0015562	Molecular_Functions	efflux transmembrane transporter activity	404.01	0.04054690110592279
GO:0044238	Biological_Processes	primary metabolic process	403.832	0.04052903682435339
GO:0006044	Biological_Processes	N-acetylglucosamine metabolic process	401.972	0.040342365118066374
GO:0009245	Biological_Processes	lipid A biosynthetic process	401.499	0.04029489430243533
GO:0009264	Biological_Processes	deoxyribonucleotide catabolic process	400.975	0.04024230506905124
GO:0008998	Molecular_Functions	ribonucleoside-triphosphate reductase activity	400.508	0.04019543642021466
GO:0004749	Molecular_Functions	ribose phosphate diphosphokinase activity	400.288	0.04017335697108394
GO:0009165	Biological_Processes	nucleotide biosynthetic process	400.288	0.04017335697108394
GO:0016462	Molecular_Functions	pyrophosphatase activity	400.283	0.04017285516542188
GO:0044038	Biological_Processes	cell wall macromolecule biosynthetic process	399.733	0.040117656542595075
GO:0044208	Biological_Processes	'de novo' AMP biosynthetic process	397.611	0.03990469021961602
GO:0016805	Molecular_Functions	dipeptidase activity	390.585	0.03919955290328669
GO:0004422	Molecular_Functions	hypoxanthine phosphoribosyltransferase activity	388.763	0.03901669492003134
GO:0052657	Molecular_Functions	guanine phosphoribosyltransferase activity	388.763	0.03901669492003134
GO:0004523	Molecular_Functions	RNA-DNA hybrid ribonuclease activity	387.114	0.03885119941268334
GO:0006006	Biological_Processes	glucose metabolic process	386.007	0.03874009963910284
GO:0006401	Biological_Processes	RNA catabolic process	385.798	0.038719124162428654
GO:0004478	Molecular_Functions	methionine adenosyltransferase activity	385.727	0.03871199852202738
GO:0006556	Biological_Processes	S-adenosylmethionine biosynthetic process	385.727	0.03871199852202738
GO:0016407	Molecular_Functions	acetyltransferase activity	385.032	0.03864224753500078
GO:0004356	Molecular_Functions	glutamate-ammonia ligase activity	384.412	0.03858002363290511
GO:0032977	Molecular_Functions	membrane insertase activity	381.282	0.03826589328845438
GO:1901135	Biological_Processes	carbohydrate derivative metabolic process	380.974	0.03823498205967137
GO:0043023	Molecular_Functions	ribosomal large subunit binding	380.13	0.03815027726391532
GO:0004751	Molecular_Functions	ribose-5-phosphate isomerase activity	378.278	0.037964408446687616
GO:0008484	Molecular_Functions	sulfuric ester hydrolase activity	377.846	0.03792105243748547
GO:0034220	Biological_Processes	ion transmembrane transport	375.425	0.037678078135915116
GO:0004634	Molecular_Functions	phosphopyruvate hydratase activity	375.407	0.03767627163553169
GO:0004139	Molecular_Functions	deoxyribose-phosphate aldolase activity	375.198	0.0376552961588575
GO:0055129	Biological_Processes	L-proline biosynthetic process	374.174	0.03755252635926723
GO:0008745	Molecular_Functions	N-acetylmuramoyl-L-alanine amidase activity	374.038	0.03753887724525915
GO:0003729	Molecular_Functions	mRNA binding	373.681	0.037503048320987935
GO:0004525	Molecular_Functions	ribonuclease III activity	373.074	0.03744212911361362
GO:0003896	Molecular_Functions	DNA primase activity	372.88	0.037422659053925625
GO:0016151	Molecular_Functions	nickel cation binding	372.24	0.0373584279291817
GO:0016755	Molecular_Functions	transferase activity, transferring amino-acyl groups	371.282	0.03726228196433065
GO:0004326	Molecular_Functions	tetrahydrofolylpolyglutamate synthase activity	370.665	0.037200359145632224
GO:0000015	Cellular_Components	phosphopyruvate hydratase complex	369.92	0.037125590101985004
GO:0015078	Molecular_Functions	proton transmembrane transporter activity	366.649	0.036797308837864126
GO:0008643	Biological_Processes	carbohydrate transport	366.365	0.03676880627625901
GO:0004832	Molecular_Functions	valine-tRNA ligase activity	363.611	0.03649241171759534
GO:0035435	Biological_Processes	phosphate ion transmembrane transport	363.078	0.03643891923401954
GO:0070475	Biological_Processes	rRNA base methylation	362.93	0.03642406578642251
GO:0009307	Biological_Processes	DNA restriction-modification system	362.838	0.03641483256224058
GO:0003989	Molecular_Functions	acetyl-CoA carboxylase activity	361.258	0.03625626197302902
GO:0044210	Biological_Processes	'de novo' CTP biosynthetic process	360.021	0.03613211525223492
GO:0046656	Biological_Processes	folic acid biosynthetic process	358.408	0.035970232745653766
GO:0016783	Molecular_Functions	sulfurtransferase activity	358.281	0.03595748688183739
GO:0004601	Molecular_Functions	peroxidase activity	358.086	0.03593791646101698
GO:0004834	Molecular_Functions	tryptophan synthase activity	357.896	0.03591884784585863
GO:0004371	Molecular_Functions	glycerone kinase activity	357.574	0.03588653156122184
GO:0006220	Biological_Processes	pyrimidine nucleotide metabolic process	353.383	0.035465918055281584
GO:0004427	Molecular_Functions	inorganic diphosphatase activity	352.21	0.03534819444696187
GO:0004045	Molecular_Functions	aminoacyl-tRNA hydrolase activity	352.004	0.035327520053684926
GO:0106029	Molecular_Functions	tRNA pseudouridine synthase activity	351.255	0.03525234956550806
