Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF00085	Thioredoxin	2317.34	0.2317339883460984
PF01479	S4 domain	2310.75	0.2310749883792395
PF08220	DeoR-like helix-turn-helix domain	2309.09	0.23090898838758764
PF08281	Sigma-70, region 4	2299.78	0.22997798843440764
PF03609	PTS system sorbose-specific iic component	2299.75	0.2299749884345585
PF03466	LysR substrate binding domain	2296.26	0.2296259884521097
PF02517	CPBP intramembrane metalloprotease	2286.88	0.22868798849928174
PF00455	DeoR C terminal sensor domain	2271.62	0.22716198857602424
PF03830	PTS system sorbose subfamily IIB component	2259.33	0.22593298863783062
PF00128	Alpha amylase, catalytic domain	2230.18	0.22301798878442597
PF08245	Mur ligase middle domain	2198.72	0.2198719889426383
PF02371	Transposase IS116/IS110/IS902 family	2192.55	0.21925498897366727
PF03610	PTS system fructose IIA component	2116.95	0.21169498935385958
PF02687	FtsX-like permease family	2090.05	0.2090049894891397
PF04542	Sigma-70 region 2	2088.22	0.20882198949834274
PF00106	short chain dehydrogenase	2068.14	0.20681398959932507
PF00359	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	2026.37	0.20263698980938638
PF00534	Glycosyl transferases group 1	2021.42	0.2021419898342799
PF13520	Amino acid permease	2016.84	0.20168398985731273
PF00117	Glutamine amidotransferase class-I	2010.94	0.20109398988698382
PF01966	HD domain	2000.16	0.20001598994119646
PF00004	ATPase family associated with various cellular activities (AAA)	2000.14	0.20001398994129704
PF00356	Bacterial regulatory proteins, lacI family	1982.93	0.19829299002784612
PF01047	MarR family	1975.24	0.1975239900665191
PF00248	Aldo/keto reductase family	1960.92	0.19609199013853437
PF02272	DHHA1 domain	1948.89	0.19488899019903325
PF02653	Branched-chain amino acid transport system / permease component	1885.06	0.18850599052003428
PF07702	UTRA domain	1878.09	0.1878089905550864
PF05193	Peptidase M16 inactive domain	1824.71	0.1824709908235344
PF03613	PTS system mannose/fructose/sorbose family IID component	1815.69	0.18156899086889597
PF00696	Amino acid kinase family	1787.03	0.17870299101302708
PF00497	Bacterial extracellular solute-binding proteins, family 3	1758.1	0.17580999115851603
PF01546	Peptidase family M20/M25/M40	1756.2	0.17561999116807114
PF09586	Bacterial membrane protein YfhO	1752.61	0.17526099118612526
PF13411	MerR HTH family regulatory protein	1740.69	0.17406899124607092
PF02875	Mur ligase family, glutamate ligase domain	1739.3	0.17392999125306124
PF01476	LysM domain	1736.34	0.17363399126794707
PF00027	Cyclic nucleotide-binding domain	1724.44	0.17244399132779217
PF00550	Phosphopantetheine attachment site	1702.6	0.1702599914376255
PF02661	Fic/DOC family	1689.41	0.16894099150395803
PF13276	HTH-like domain	1680.72	0.16807199154766003
PF04397	LytTr DNA-binding domain	1649.82	0.1649819917030561
PF00874	PRD domain	1626.6	0.16265999181982946
PF00149	Calcineurin-like phosphoesterase	1625.56	0.16255599182505964
PF13302	Acetyltransferase (GNAT) domain	1608.78	0.16087799190944624
PF00144	Beta-lactamase	1607.43	0.1607429919162354
PF12848	ABC transporter	1580.88	0.15808799204975535
PF13936	Helix-turn-helix domain	1563.23	0.15632299213851716
PF01544	CorA-like Mg2+ transporter protein	1545.63	0.15456299222702757
PF01368	DHH family	1542.64	0.15426399224206427
PF00313	'Cold-shock' DNA-binding domain	1530.73	0.15307299230195964
PF00905	Penicillin binding protein transpeptidase domain	1498.5	0.14984999246404432
PF10431	C-terminal, D2-small domain, of ClpB protein	1495.3	0.1495299924801371
PF00155	Aminotransferase class I and II	1494.49	0.1494489924842106
PF00587	tRNA synthetase class II core domain (G, H, P, S and T)	1491.45	0.14914499249949878
PF01548	Transposase	1472.94	0.14729399259258555
PF00717	Peptidase S24-like	1456.83	0.1456829926736027
PF02195	ParB-like nuclease domain	1446.85	0.14468499272379212
PF07722	Peptidase C26	1438.7	0.1438699927647785
PF00152	tRNA synthetases class II (D, K and N)	1438.64	0.14386399276508025
PF07724	AAA domain (Cdc48 subfamily)	1438.26	0.14382599276699123
PF08279	HTH domain	1432.95	0.14329499279369523
PF03144	Elongation factor Tu domain 2	1428.43	0.14284299281642632
PF00892	EamA-like transporter family	1427.89	0.14278899281914198
PF00890	FAD binding domain	1408.15	0.14081499291841443
PF01979	Amidohydrolase family	1399.55	0.1399549929616638
PF01588	Putative tRNA binding domain	1397.5	0.13974999297197327
PF02311	AraC-like ligand binding domain	1379.3	0.13792999306350104
PF00753	Metallo-beta-lactamase superfamily	1370.71	0.13707099310670015
PF02388	FemAB family	1363.72	0.13637199314185286
PF00294	pfkB family carbohydrate kinase	1360.75	0.13607499315678898
PF01048	Phosphorylase superfamily	1353.65	0.1353649931924949
PF00266	Aminotransferase class-V	1347.62	0.13476199322281973
PF13416	Bacterial extracellular solute-binding protein	1346.07	0.13460699323061467
PF07980	SusD family	1345.86	0.13458599323167078
PF14322	Starch-binding associating with outer membrane	1345.86	0.13458599323167078
PF00480	ROK family	1340.29	0.13402899325968232
PF00675	Insulinase (Peptidase family M16)	1336.28	0.1336279932798486
PF14278	Transcriptional regulator C-terminal region	1324.5	0.13244999333909022
PF00132	Bacterial transferase hexapeptide (six repeats)	1316.63	0.13166299337866844
PF13673	Acetyltransferase (GNAT) domain	1315.03	0.13150299338671484
PF01297	Zinc-uptake complex component A periplasmic	1313.4	0.13133999339491212
PF01418	Helix-turn-helix domain, rpiR family	1311.57	0.13115699340411519
PF04773	FecR protein	1303.47	0.13034699344485007
PF04851	Type III restriction enzyme, res subunit	1292.95	0.12929499349775517
PF03477	ATP cone domain	1291.03	0.1291029935074108
PF00588	SpoU rRNA Methylase family	1290.29	0.12902899351113228
PF07478	D-ala D-ala ligase C-terminus	1288.19	0.12881899352169318
PF00501	AMP-binding enzyme	1287.59	0.12875899352471057
PF02502	Ribose/Galactose Isomerase	1271.49	0.1271489936056775
PF00884	Sulfatase	1271.33	0.12713299360648211
PF01541	GIY-YIG catalytic domain	1268.95	0.12689499361845114
PF00171	Aldehyde dehydrogenase family	1268.44	0.12684399362101592
PF02255	PTS system, Lactose/Cellobiose specific IIA subunit	1257.31	0.12573099367698867
PF07687	Peptidase dimerisation domain	1251.56	0.1251559937059054
PF00579	tRNA synthetases class I (W and Y)	1250.59	0.12505899371078355
PF03354	Phage Terminase	1249.53	0.1249529937161143
PF00950	ABC 3 transport family	1237.8	0.12377999377510447
PF03009	Glycerophosphoryl diester phosphodiesterase family	1234.56	0.12345599379139842
PF00288	GHMP kinases N terminal domain	1223.17	0.12231699384867872
PF00561	alpha/beta hydrolase fold	1219.57	0.12195699386678312
PF00582	Universal stress protein family	1219.42	0.12194199386753748
PF00912	Transglycosylase	1212.28	0.12122799390344453
PF00768	D-alanyl-D-alanine carboxypeptidase	1204.04	0.12040399394488348
PF03611	PTS system sugar-specific permease component	1197.07	0.1197069939799356
PF12696	TraM recognition site of TraD and TraG	1175.92	0.11759199408629896
PF13361	UvrD-like helicase C-terminal domain	1172.98	0.11729799410108421
PF08544	GHMP kinases C terminal	1167.72	0.11677199412753675
PF11372	Domain of unknown function (DUF3173)	1165.31	0.11653099413965665
PF02780	Transketolase, C-terminal domain	1163.96	0.11639599414644579
PF16344	Domain of unknown function (DUF4974)	1163.66	0.1163659941479545
PF00679	Elongation factor G C-terminus	1159.03	0.11590299417123875
PF01712	Deoxynucleoside kinase	1155.92	0.11559199418687896
PF03129	Anticodon binding domain	1153.92	0.11539199419693695
PF06028	Alpha/beta hydrolase of unknown function (DUF915)	1151.49	0.11514899420915742
PF01790	Prolipoprotein diacylglyceryl transferase	1146.89	0.11468899423229081
PF03193	RsgA GTPase	1145.38	0.1145379942398846
PF00578	AhpC/TSA family	1139.3	0.11392999427046091
PF00145	C-5 cytosine-specific DNA methylase	1138.26	0.11382599427569107
PF00814	Glycoprotease family	1131.92	0.11319199430757493
PF00324	Amino acid permease	1124.53	0.11245299434473922
PF16576	Barrel-sandwich domain of CusB or HlyD membrane-fusion	1122.71	0.11227099435389201
PF00239	Resolvase, N terminal domain	1119.54	0.11195399436983394
PF00860	Permease family	1116.37	0.11163699438577586
PF00275	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	1115.07	0.11150699439231357
PF01553	Acyltransferase	1112.57	0.11125699440488607
PF01336	OB-fold nucleic acid binding domain	1108.02	0.11080199442776802
PF00575	S1 RNA binding domain	1107.52	0.11075199443028251
PF01594	AI-2E family transporter	1104.85	0.11048499444370995
PF07733	Bacterial DNA polymerase III alpha NTPase domain	1103.59	0.11035899445004647
PF03960	ArsC family	1103.41	0.11034099445095172
PF00929	Exonuclease	1102.85	0.11028499445376794
PF03123	CAT RNA binding domain	1101.37	0.11013699446121086
PF01751	Toprim domain	1098.74	0.10987399447443713
PF01084	Ribosomal protein S18	1096.2	0.1096199944872108
PF04073	Aminoacyl-tRNA editing domain	1082.62	0.10826199455550459
PF01832	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	1081.36	0.10813599456184113
PF00196	Bacterial regulatory proteins, luxR family	1074.3	0.10742999459734588
PF00849	RNA pseudouridylate synthase	1073.28	0.10732799460247545
PF00690	Cation transporter/ATPase, N-terminus	1072.23	0.1072229946077559
PF01225	Mur ligase family, catalytic domain	1068.8	0.10687999462500536
PF13793	N-terminal domain of ribose phosphate pyrophosphokinase	1057.1	0.10570999468384465
PF01035	6-O-methylguanine DNA methyltransferase, DNA binding domain	1055.7	0.10556999469088528
PF03780	Asp23 family, cell envelope-related function	1055	0.10549999469440557
PF04055	Radical SAM superfamily	1054.78	0.10547799469551195
PF02779	Transketolase, pyrimidine binding domain	1053.1	0.10530999470396066
PF01695	IstB-like ATP binding protein	1048.63	0.10486299472644031
PF02559	CarD-like/TRCF domain	1045.11	0.10451099474414237
PF00483	Nucleotidyl transferase	1044.71	0.10447099474615398
PF00291	Pyridoxal-phosphate dependent enzyme	1032.08	0.10320799480967023
PF02878	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I	1031.96	0.10319599481027372
PF00375	Sodium:dicarboxylate symporter family	1030.44	0.10304399481791779
PF13614	AAA domain	1029.67	0.10296699482179013
PF00206	Lyase	1028.37	0.10283699482832782
PF02452	PemK-like, MazF-like toxin of type II toxin-antitoxin system	1024.38	0.10243799484839354
PF02852	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	1024.07	0.10240699484995251
PF01467	Cytidylyltransferase-like	1019.31	0.10193099487389055
PF02525	Flavodoxin-like fold	1017.52	0.10175199488289247
PF13193	AMP-binding enzyme C-terminal domain	1011.37	0.10113699491382082
PF03372	Endonuclease/Exonuclease/phosphatase family	1005.69	0.10056899494238554
PF00471	Ribosomal protein L33	1005.5	0.10054999494334103
PF14659	Phage integrase, N-terminal SAM-like domain	1002.02	0.10020199496084195
PF05975	Bacterial ABC transporter protein EcsB	1000.71	0.10007099496742995
PF06970	Replication initiator protein A (RepA) N-terminus	992.657	0.09926569500792849
PF00557	Metallopeptidase family M24	992.343	0.09923429500950758
PF00465	Iron-containing alcohol dehydrogenase	989.717	0.09897169502271375
PF01032	FecCD transport family	989.187	0.09891869502537912
PF08032	RNA 2'-O ribose methyltransferase substrate binding	983.248	0.09832479505524634
PF03572	Peptidase family S41	978.219	0.09782189508053718
PF05738	Cna protein B-type domain	975.102	0.09751019509621257
PF00180	Isocitrate/isopropylmalate dehydrogenase	971.718	0.09717179511323071
PF00416	Ribosomal protein S13/S18	969.353	0.09693529512512429
PF01116	Fructose-bisphosphate aldolase class-II	963.997	0.0963996951520596
PF00881	Nitroreductase family	963.94	0.09639399515234627
PF05257	CHAP domain	963.869	0.09638689515270332
PF13180	PDZ domain	962.586	0.09625859515915552
PF02627	Carboxymuconolactone decarboxylase family	962.434	0.09624339515991993
PF07508	Recombinase	961.201	0.09612009516612069
PF02880	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III	958.269	0.09582689518086572
PF06114	IrrE N-terminal-like domain	953.378	0.09533779520546257
PF03719	Ribosomal protein S5, C-terminal domain	946.924	0.09469239523791971
PF01370	NAD dependent epimerase/dehydratase family	946.218	0.09462179524147019
PF05043	Mga helix-turn-helix domain	943.663	0.09436629525431928
PF00999	Sodium/hydrogen exchanger family	943.081	0.09430809525724616
PF13545	Crp-like helix-turn-helix domain	939.743	0.09397429527403298
PF07499	RuvA, C-terminal domain	936.444	0.09364439529062363
PF02096	60Kd inner membrane protein	934.9	0.0934899952983884
PF02142	MGS-like domain	934.129	0.09341289530226576
PF00378	Enoyl-CoA hydratase/isomerase	933.103	0.09331029530742552
PF00133	tRNA synthetases class I (I, L, M and V)	929.331	0.0929330953263949
PF00308	Bacterial dnaA  protein	927.005	0.09270049533809235
PF08543	Phosphomethylpyrimidine kinase	924.843	0.09248429534896505
PF00224	Pyruvate kinase, barrel domain	922.717	0.09227169535965671
PF04023	FeoA domain	919.45	0.09194499537608644
PF01053	Cys/Met metabolism PLP-dependent enzyme	915.344	0.09153439539673552
PF00478	IMP dehydrogenase / GMP reductase domain	912.97	0.09129699540867436
PF00485	Phosphoribulokinase / Uridine kinase family	912.521	0.09125209541093238
PF13359	DDE superfamily endonuclease	912.126	0.09121259541291883
PF00408	Phosphoglucomutase/phosphomannomutase, C-terminal domain	906.832	0.09068319543954236
PF02879	Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II	906.832	0.09068319543954236
PF00448	SRP54-type protein, GTPase domain	905.153	0.09051529544798605
PF02463	RecF/RecN/SMC N terminal domain	902.692	0.09026919546036241
PF00817	impB/mucB/samB family	896.699	0.08966989549050121
PF03947	Ribosomal Proteins L2, C-terminal domain	893.291	0.08932909550764005
PF08240	Alcohol dehydrogenase GroES-like domain	890.921	0.08909209551955878
PF00574	Clp protease	889.98	0.08899799552429107
PF08327	Activator of Hsp90 ATPase homolog 1-like protein	887.906	0.0887905955347212
PF04069	Substrate binding domain of ABC-type glycine betaine transport system	882.575	0.0882574955615308
PF01719	Plasmid replication protein	881.232	0.08812319556828474
PF13458	Periplasmic binding protein	880.097	0.08800969557399266
PF04203	Sortase domain	879.465	0.08794649557717099
PF00857	Isochorismatase family	878.498	0.08784979558203404
PF01432	Peptidase family M3	878.166	0.08781659558370367
PF02540	NAD synthase	877.802	0.08778019558553421
PF08264	Anticodon-binding domain of tRNA	873.889	0.08738889560521268
PF01694	Rhomboid family	873.514	0.08735139560709856
PF03577	Peptidase family C69	872.778	0.08727779561079992
PF01501	Glycosyl transferase family 8	870.657	0.08706569562146642
PF03167	Uracil DNA glycosylase superfamily	870.029	0.08700289562462463
PF02874	ATP synthase alpha/beta family, beta-barrel domain	869.051	0.08690509562954299
PF02800	Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain	867.111	0.08671109563929925
PF07973	Threonyl and Alanyl tRNA synthetase second additional domain	865.325	0.08653249564828105
PF00953	Glycosyl transferase family 4	863.614	0.08636139565688566
PF02775	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	863.065	0.08630649565964658
PF00581	Rhodanese-like domain	863.009	0.08630089565992821
PF12146	Serine aminopeptidase, S33	861.429	0.08614289566787403
PF01638	HxlR-like helix-turn-helix	859.778	0.0859777956761769
PF03483	B3/4 domain	857.384	0.08573839568821633
PF00436	Single-strand binding protein family	854.814	0.08548139570114086
PF02896	PEP-utilising enzyme, TIM barrel domain	846.602	0.08466019574243899
PF00551	Formyl transferase	846.164	0.0846163957446417
PF00034	Cytochrome c	845.311	0.08453109574893145
PF02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	845.18	0.08451799574959022
PF00403	Heavy-metal-associated domain	842.743	0.0842742957618459
PF04263	Thiamin pyrophosphokinase, catalytic domain	841.214	0.08412139576953526
PF13508	Acetyltransferase (GNAT) domain	839.584	0.08395839577773251
PF06161	Protein of unknown function (DUF975)	837.78	0.08377799578680484
PF05103	DivIVA protein	830.458	0.08304579582362716
PF03471	Transporter associated domain	828.695	0.0828694958324933
PF00203	Ribosomal protein S19	827.937	0.08279369583630528
PF02769	AIR synthase related protein, C-terminal domain	826.965	0.08269649584119347
PF00496	Bacterial extracellular solute-binding proteins, family 5 Middle	826.665	0.08266649584270216
PF02770	Acyl-CoA dehydrogenase, middle domain	822.713	0.08227129586257675
PF01196	Ribosomal protein L17	822.663	0.08226629586282821
PF08481	GBS Bsp-like repeat	821.101	0.0821100958706835
PF13460	NAD(P)H-binding	813.824	0.08138239590727954
PF01464	Transglycosylase SLT domain	812.177	0.0812176959155623
PF01757	Acyltransferase family	811.153	0.08111529592071201
PF03358	NADPH-dependent FMN reductase	810.158	0.08101579592571585
PF14579	Helix-hairpin-helix motif	809.147	0.08091469593080018
PF02620	Large ribosomal RNA subunit accumulation protein YceD	809.145	0.08091449593081022
PF01076	Plasmid recombination enzyme	806.195	0.08061949594564578
PF06772	Bacterial low temperature requirement A protein (LtrA)	804.167	0.0804166959558446
PF00205	Thiamine pyrophosphate enzyme, central domain	800.744	0.08007439597305885
PF08529	NusA N-terminal domain	798.87	0.07988699598248321
PF14572	Phosphoribosyl synthetase-associated domain	798.551	0.07985509598408747
PF00873	AcrB/AcrD/AcrF family	796.13	0.07961299599626266
PF06689	ClpX C4-type zinc finger	792.082	0.07920819601662005
PF00691	OmpA family	791.01	0.07910099602201114
PF02321	Outer membrane efflux protein	790.112	0.07901119602652718
PF07730	Histidine kinase	788.922	0.07889219603251169
PF01791	DeoC/LacD family aldolase	785.064	0.07850639605191356
PF02699	Preprotein translocase subunit	782.761	0.07827609606349535
PF01145	SPFH domain / Band 7 family	776.746	0.07767459609374477
PF00430	ATP synthase B/B' CF(0)	776.28	0.0776279960960883
PF04101	Glycosyltransferase family 28 C-terminal domain	774.056	0.0774055961072728
PF02645	Uncharacterised protein, DegV family COG1307	773.18	0.0773179961116782
PF01513	ATP-NAD kinase	770.424	0.07704239612553812
PF00488	MutS domain V	768.596	0.07685959613473113
PF02811	PHP domain	767.869	0.07678689613838721
PF01551	Peptidase family M23	767.765	0.07677649613891023
PF01569	PAP2 superfamily	765.227	0.07652269615167383
PF12850	Calcineurin-like phosphoesterase superfamily domain	765.129	0.07651289615216668
PF03816	Cell envelope-related transcriptional attenuator domain	762.99	0.0762989961629237
PF00348	Polyprenyl synthetase	762.879	0.07628789616348192
PF01250	Ribosomal protein S6	762.417	0.07624169616580533
PF00113	Enolase, C-terminal TIM barrel domain	761.153	0.07611529617216198
PF04607	Region found in RelA / SpoT proteins	760.948	0.07609479617319292
PF01055	Glycosyl hydrolases family 31	757.454	0.07574539619076423
PF00366	Ribosomal protein S17	754.641	0.07546409620491082
PF00230	Major intrinsic protein	752.554	0.07525539621540633
PF03729	Short repeat of unknown function (DUF308)	751.003	0.07510029622320633
PF12704	MacB-like periplasmic core domain	750.784	0.07507839622430766
PF13542	Helix-turn-helix domain of transposase family ISL3	749.896	0.07498959622877342
PF02515	CoA-transferase family III	746.413	0.07464129624628943
PF01628	HrcA protein C terminal domain	746.409	0.07464089624630954
PF00312	Ribosomal protein S15	745.626	0.07456259625024725
PF01625	Peptide methionine sulfoxide reductase	745.057	0.07450569625310875
PF00204	DNA gyrase B	743.824	0.0743823962593095
PF00988	Carbamoyl-phosphate synthase small chain, CPSase domain	743.751	0.07437509625967663
PF00333	Ribosomal protein S5, N-terminal domain	741.893	0.0741892962690205
PF00834	Ribulose-phosphate 3 epimerase family	741.299	0.07412989627200774
PF14192	Domain of unknown function (DUF4314)	740.232	0.07402319627737367
PF08984	Domain of unknown function (DUF1858)	738.422	0.07384219628647616
PF01943	Polysaccharide biosynthesis protein	737.807	0.073780696289569
PF13349	Putative adhesin	736.406	0.07364059629661461
PF01641	SelR domain	732.811	0.07328109631469389
PF16363	GDP-mannose 4,6 dehydratase	732.34	0.07323399631706254
PF00625	Guanylate kinase	732.053	0.07320529631850586
PF02863	Arginine repressor, C-terminal domain	730.81	0.0730809963247569
PF06574	FAD synthetase	730.597	0.07305969632582808
PF00462	Glutaredoxin	729.142	0.07291419633314528
PF01649	Ribosomal protein S20	728.641	0.0728640963356648
PF00056	lactate/malate dehydrogenase, NAD binding domain	727.957	0.07279569633910464
PF02866	lactate/malate dehydrogenase, alpha/beta C-terminal domain	727.957	0.07279569633910464
PF01272	Transcription elongation factor, GreA/GreB, C-term	727.462	0.07274619634159399
PF01330	RuvA N terminal domain	723.967	0.07239669635917034
PF01458	Uncharacterized protein family (UPF0051)	723.667	0.07236669636067905
PF03764	Elongation factor G, domain IV	723.374	0.07233739636215254
PF00580	UvrD/REP helicase N-terminal domain	722.011	0.07220109636900707
PF00343	Carbohydrate phosphorylase	721.132	0.07211319637342756
PF01555	DNA methylase	718.629	0.07186289638601515
PF12867	DinB superfamily	717.438	0.07174379639200469
PF04205	FMN-binding domain	716.98	0.07169799639430798
PF01420	Type I restriction modification DNA specificity domain	713.004	0.07130039641430327
PF13597	Anaerobic ribonucleoside-triphosphate reductase	711.869	0.07118689642001118
PF00347	Ribosomal protein L6	711.383	0.07113829642245528
PF01316	Arginine repressor, DNA binding domain	710.006	0.0710005964293802
PF01000	RNA polymerase Rpb3/RpoA insert domain	709.034	0.07090339643426839
PF02080	TrkA-C domain	708.191	0.07081909643850784
PF10110	Membrane domain of glycerophosphoryl diester phosphodiesterase	707.873	0.07078729644010708
PF01268	Formate--tetrahydrofolate ligase	704.84	0.07048399645536002
PF02773	S-adenosylmethionine synthetase, C-terminal domain	703.978	0.07039779645969502
PF06418	CTP synthase N-terminus	702.318	0.07023179646804315
PF01521	Iron-sulphur cluster biosynthesis	700.811	0.07008109647562187
PF12705	PD-(D/E)XK nuclease superfamily	697.664	0.06976639649144811
PF13472	GDSL-like Lipase/Acylhydrolase family	695.948	0.06959479650007788
PF00441	Acyl-CoA dehydrogenase, C-terminal domain	693.219	0.06932189651380202
PF03449	Transcription elongation factor, N-terminal	691.417	0.06914169652286428
PF02899	Phage integrase, N-terminal SAM-like domain	689.802	0.06898019653098612
PF13439	Glycosyltransferase Family 4	688.556	0.06885559653725225
PF01527	Transposase	687.68	0.06876799654165765
PF12697	Alpha/beta hydrolase family	686.614	0.06866139654701857
PF12002	MgsA AAA+ ATPase C terminal	685.978	0.068597796550217
PF01475	Ferric uptake regulator family	684.491	0.06844909655769513
PF15738	Bacterial toxin of type II toxin-antitoxin system, YafQ	683.059	0.06830589656489666
PF13613	Helix-turn-helix of DDE superfamily endonuclease	680.206	0.06802059657924439
PF00327	Ribosomal protein L30p/L7e	680.168	0.06801679657943549
PF00825	Ribonuclease P	679.337	0.06793369658361459
PF00185	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	679.028	0.06790279658516855
PF03793	PASTA domain	676.965	0.06769649659554339
PF04085	rod shape-determining protein MreC	675.867	0.06758669660106523
PF04138	GtrA-like protein	675.391	0.06753909660345903
PF05389	Negative regulator of genetic competence (MecA)	673.293	0.06732929661400987
PF14690	zinc-finger of transposase IS204/IS1001/IS1096/IS1165	671.232	0.06712319662437463
PF12844	Helix-turn-helix domain	671.157	0.06711569662475181
PF02824	TGS domain	669.981	0.0669980966306659
PF05746	DALR anticodon binding domain	669.135	0.06691349663492045
PF03992	Antibiotic biosynthesis monooxygenase	667.548	0.06675479664290147
PF01098	Cell cycle protein	666.738	0.06667379664697497
PF11364	Protein of unknown function (DUF3165)	665.064	0.0665063966553935
PF01197	Ribosomal protein L31	663.083	0.06630829666535594
PF04914	DltD protein	662.495	0.06624949666831301
PF03462	PCRF domain	660.862	0.06608619667652536
PF00164	Ribosomal protein S12/S23	660.35	0.0660349966791002
PF00344	SecY translocase	658.527	0.06585269668826808
PF08020	Protein of unknown function (DUF1706)	658.496	0.06584959668842397
PF01746	tRNA (Guanine-1)-methyltransferase	658.23	0.06582299668976169
PF01925	Sulfite exporter TauE/SafE	658.021	0.06580209669081274
PF13408	Recombinase zinc beta ribbon domain	657.848	0.06578479669168276
PF03051	Peptidase C1-like family	657.381	0.0657380966940313
PF02664	S-Ribosylhomocysteinase (LuxS)	656.352	0.06563519669920614
PF01026	TatD related DNase	655.733	0.0655732967023191
PF00689	Cation transporting ATPase, C-terminus	653.713	0.06537129671247767
PF01765	Ribosome recycling factor	652.393	0.06523929671911595
PF00160	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	651.689	0.06516889672265637
PF02527	rRNA small subunit methyltransferase G	651.653	0.06516529672283741
PF07972	NrdI Flavodoxin like	651.558	0.06515579672331517
PF13333	Integrase core domain	645.981	0.0645980967513619
PF02608	ABC transporter substrate-binding protein PnrA-like	644.567	0.0644566967584729
PF00111	2Fe-2S iron-sulfur cluster binding domain	644.249	0.06442489676007213
PF13476	AAA domain	643.441	0.06434409676413556
PF00438	S-adenosylmethionine synthetase, N-terminal domain	642.705	0.06427049676783692
PF00903	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	641.259	0.06412589677510884
PF03734	L,D-transpeptidase catalytic domain	639.231	0.06392309678530764
PF03672	Uncharacterised protein family (UPF0154)	638.34	0.06383399678978849
PF02784	Pyridoxal-dependent decarboxylase, pyridoxal binding domain	638.166	0.06381659679066354
PF01741	Large-conductance mechanosensitive channel, MscL	637.098	0.0637097967960345
PF16326	ABC transporter C-terminal domain	637.058	0.06370579679623567
