Name	Tax ID	GTDB ID	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Streptococcus sp019448285 GCA_000506725.1	1415765	GCA_000506725.1	0.34	0.035996	0.030182	3301	4338
s__Faecalibacterium prausnitzii GCA_009680085.1	853	GCA_009680085.1	0.34	0.0841	0.04567	5241	4338
s__Adlercreutzia hattorii GCA_003340305.1	394340	GCA_003340305.1	0.34	0.147285	0.113081	4808	4338
s__Pauljensenia radingae_A GCA_001457875.1	1673722	GCA_001457875.1	0.34	0.106891	0.054187	4080	4338
s__Anaerobutyricum hallii GCA_000173975.1	411469	GCA_000173975.1	0.33	0.167292	0.089354	5376	4211
s__Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	GCA_000175635.1	0.31	0.113338	0.066795	3646	3956
s__Prevotella timonensis GCA_000455445.1	1122992	GCA_000455445.1	0.3	0.118358	0.083482	4676	3828
s__Collinsella aerofaciens_AI GCA_018785265.1	74426	GCA_018785265.1	0.3	0.031826	0.017888	3304	3828
s__Collinsella aerofaciens_AG GCA_015557945.1	74426	GCA_015557945.1	0.3	0.025158	0.009867	3259	3828
s__Adlercreutzia equolifaciens GCA_000478885.1	1384484	GCA_000478885.1	0.3	0.129951	0.091833	4306	3828
s__Corynebacterium aurimucosum_F GCA_000022905.1	548476	GCA_000022905.1	0.3	0.060127	0.051592	4167	3828
s__Collinsella aerofaciens_Y GCA_015552075.1	74426	GCA_015552075.1	0.29	0.02196	0.015271	3294	3700
s__Agathobaculum butyriciproducens GCA_003096535.1	1628085	GCA_003096535.1	0.28	0.09041	0.088628	3844	3573
s__Anaerococcus vaginalis_C GCA_001815585.1	1739537	GCA_001815585.1	0.28	0.267932	0.083333	2500	3573
s__Propionimicrobium lymphophilum GCA_000510445.1	1111131	GCA_000510445.1	0.28	0.092996	0.037831	2885	3573
s__Alterileibacterium massiliense GCA_900104645.1	1870997	GCA_900104645.1	0.27	0.109188	0.112004	1970	3445
s__Corynebacterium tuberculostearicum GCA_000156615.2	525264	GCA_000156615.2	0.27	0.114021	0.068933	3432	3445
s__Staphylococcus haemolyticus GCA_000759125.1	1401071	GCA_000759125.1	0.26	0.147071	0.058992	2900	3318
s__Lachnospira eligens_A GCA_000434415.1	1263077	GCA_000434415.1	0.26	0.19717	0.090609	2794	3318
s__Blautia_A sp900066505 GCA_013304385.1	536633	GCA_013304385.1	0.25	0.057329	0.05153	4898	3190
s__Collinsella aerofaciens_G GCA_005844325.1	74426	GCA_005844325.1	0.25	0.025351	0.018056	2768	3190
s__Corynebacterium amycolatum GCA_001811205.1	1739292	GCA_001811205.1	0.25	0.147479	0.120357	2994	3190
s__Phascolarctobacterium faecium GCA_003269275.1	1122957	GCA_003269275.1	0.25	0.136666	0.068428	2899	3190
s__Anaerococcus prevotii GCA_000024105.1	525919	GCA_000024105.1	0.24	0.110942	0.084218	2280	3062
s__Peptoniphilus_C coxii GCA_001553115.1	755172	GCA_001553115.1	0.24	0.073821	0.072203	2164	3062
s__Veillonella parvula_A GCA_002959795.1	2027458	GCA_002959795.1	0.24	0.079887	0.025895	2544	3062
s__Negativicoccus succinicivorans GCA_000508525.1	1403945	GCA_000508525.1	0.24	0.093888	0.093888	1499	3062
s__Lachnospira eligens GCA_000146185.1	515620	GCA_000146185.1	0.22999999999999998	0.121848	0.075623	3274	2935
s__Eisenbergiella sp900066775 GCA_003481005.1	2292898	GCA_003481005.1	0.22999999999999998	0.061868	0.062502	4001	2935
s__Anaerococcus senegalensis GCA_000321005.2	1033733	GCA_000321005.2	0.22999999999999998	0.196031	0.183867	2012	2935
s__Bacteroides cellulosilyticus GCA_015557195.1	246787	GCA_015557195.1	0.22999999999999998	0.167172	0.010774	7954	2935
s__Collinsella sp003458415	74426		0.22999999999999998	0.030471	0.031401	2457	2935
s__Anaerococcus obesiensis GCA_001811125.1	1739286	GCA_001811125.1	0.22	0.263587	0.091641	1994	2807
s__Prevotella timonensis_A GCA_000762405.1	1401062	GCA_000762405.1	0.22	0.099491	0.058668	3457	2807
s__Slackia_A isoflavoniconvertens GCA_003340315.1	572010	GCA_003340315.1	0.22	0.073183	0.07069	2741	2807
s__Lachnospira rogosae GCA_900112995.1	706562	GCA_900112995.1	0.21	0.137533	0.136549	2921	2680
s__Mediterraneibacter lactaris GCA_025152405.1	471875	GCA_025152405.1	0.21	0.084569	0.083707	2823	2680
s__Faecalibacterium prausnitzii_I GCA_003287495.1	853	GCA_003287495.1	0.21	0.074633	0.0737	2834	2680
s__Ruminococcus_B gnavus GCA_015557345.1	33038	GCA_015557345.1	0.2	0.052632	0.212135	3567	2552
s__Anaerococcus vaginalis GCA_001812365.1	1739356	GCA_001812365.1	0.2	0.244901	0.067827	1867	2552
s__Phocaeicola vulgatus GCA_003436855.1	821	GCA_003436855.1	0.2	0.125564	0.012461	4965	2552
s__Streptococcus sp001556435 GCA_000714445.1	1304	GCA_000714445.1	0.19	0.033494	0.020967	2028	2424
s__Longicatena caecimuris GCA_000242955.1	457402	GCA_000242955.1	0.19	0.084293	0.058414	2862	2424
s__Faecalibacterium duncaniae GCA_018784555.1	853	GCA_018784555.1	0.19	0.032107	0.020931	3079	2424
s__Collinsella aerofaciens_Z GCA_015557435.1	74426	GCA_015557435.1	0.19	0.014956	0.008879	2190	2424
s__Lacticaseibacillus rhamnosus GCA_000026525.1	568704	GCA_000026525.1	0.18	0.076848	0.013158	2663	2297
s__Blautia_A intestinalis GCA_000210015.1	657314	GCA_000210015.1	0.18	0.049509	0.046326	3276	2297
s__Cutibacterium acnes	1747		0.18	0.060329	0.050296	2268	2297
s__Faecalibacterium sp900772565 GCA_900772565.1	259315	GCA_900772565.1	0.17	0.036695	0.011585	2009	2169
s__Corynebacterium amycolatum_A GCA_001812845.1	1739382	GCA_001812845.1	0.17	0.142742	0.026146	2086	2169
s__Escherichia coli GCA_019915525.1	562	GCA_019915525.1	0.17	0.063904	0.050638	4301	2169
s__Mediterraneibacter torques GCA_000153925.1	411460	GCA_000153925.1	0.16	0.086949	0.087174	2147	2042
s__Facklamia hominis GCA_000413455.1	883110	GCA_000413455.1	0.15	0.090252	0.045673	1419	1914
s__Anaerostipes sp900066705 GCA_902362875.1	2049045	GCA_902362875.1	0.15	0.09266	0.04906	2165	1914
s__Dorea_A longicatena_B GCA_024168045.1	88431	GCA_024168045.1	0.15	0.058349	0.052948	2224	1914
s__Bacteroides fragilis GCA_008086695.1	817	GCA_008086695.1	0.15	0.105441	0.079572	3886	1914
s__Porphyromonas_A bennonis GCA_000375645.1	1122971	GCA_000375645.1	0.15	0.053694	0.050077	1479	1914
s__Ralstonia pickettii_B GCA_000372665.1	1264675	GCA_000372665.1	0.15	0.075697	0.066747	3649	1914
s__Comamonas tsuruhatensis GCA_000710145.1	1537702	GCA_000710145.1	0.15	0.078318	0.012614	4734	1914
s__Streptococcus sp001811505 GCA_001811505.1	1739309	GCA_001811505.1	0.14	0.043136	0.036858	1379	1786
s__Roseburia inulinivorans	360807		0.14	0.012939	0.012984	2691	1786
s__Angelakisella massiliensis GCA_900104675.1	1871018	GCA_900104675.1	0.14	0.017551	0.01429	2675	1786
s__Anaerococcus marasmi GCA_900290195.1	2057797	GCA_900290195.1	0.14	0.081406	0.05286	1486	1786
s__Peptoniphilus_A phoceensis GCA_001517665.2	1720298	GCA_001517665.2	0.14	0.104198	0.068193	1143	1786
s__Haemophilus seminalis GCA_002998595.1	712310	GCA_002998595.1	0.14	0.047863	0.019722	1245	1786
s__Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	GCA_000378725.1	0.13	0.05304	0.03311	1145	1659
s__Alistipes finegoldii GCA_000265365.1	679935	GCA_000265365.1	0.13	0.043014	0.042449	2505	1659
s__Eggerthella lenta GCA_000191845.2	910311	GCA_000191845.2	0.13	0.051507	0.029875	2126	1659
s__Lacticaseibacillus paracasei GCA_002442835.1	1597	GCA_002442835.1	0.12	0.03886	0.040608	1711	1531
s__Desulfovibrio desulfuricans GCA_014843035.1	876	GCA_014843035.1	0.12	0.04878	0.020604	2150	1531
s__Staphylococcus caprae GCA_000160215.1	525378	GCA_000160215.1	0.11	0.074221	0.074523	1322	1404
s__Anaerostipes hadrus_A GCA_001404655.1	649756	GCA_001404655.1	0.11	0.099117	0.017705	1304	1404
s__Agathobacter rectalis GCA_000020605.1	515619	GCA_000020605.1	0.11	0.025151	0.025398	1876	1404
s__Anaerobutyricum soehngenii GCA_900209925.1	39488	GCA_900209925.1	0.11	0.033959	0.01954	1952	1404
s__Faecalibacterium prausnitzii_D	853		0.11	0.005811	0.005272	1553	1404
s__Anaerococcus provencensis GCA_000312365.2	938293	GCA_000312365.2	0.11	0.059483	0.049934	1207	1404
s__Urinicoccus massiliensis GCA_900120405.1	1723382	GCA_900120405.1	0.11	0.018352	0.010809	1156	1404
s__Blautia_A massiliensis GCA_001487165.1	1737424	GCA_001487165.1	0.1	0.034198	0.016974	1876	1276
s__Anaerotignum lactatifermentans GCA_900142265.1	1121323	GCA_900142265.1	0.1	0.011257	0.006442	1647	1276
s__Fimivivens sp014385025 GCA_014385025.1	2763673	GCA_014385025.1	0.1	0.02181	0.020947	1596	1276
s__Peptoniphilus_A vaginalis GCA_900176605.1	1756987	GCA_900176605.1	0.1	0.079759	0.022031	956	1276
s__Alistipes onderdonkii	328813		0.1	0.053474	0.052557	1719	1276
s__Parasutterella excrementihominis GCA_000144975.1	469610	GCA_000144975.1	0.1	0.044785	0.025601	1245	1276
s__Lactococcus lactis GCA_000192705.1	929102	GCA_000192705.1	0.09	0.053005	0.019264	967	1148
s__Thomasclavelia saccharogumia GCA_000686665.1	1121333	GCA_000686665.1	0.09	0.038828	0.038638	1373	1148
s__Blautia sp000432195 GCA_902363515.1	1879010	GCA_902363515.1	0.09	0.036844	0.0373	1534	1148
s__Pseudoruminococcus massiliensis GCA_900291955.1	2086583	GCA_900291955.1	0.09	0.044263	0.045057	1090	1148
s__Lawsonibacter sp000177015 GCA_000177015.3	552398	GCA_000177015.3	0.09	0.027463	0.013973	1379	1148
s__Anaerococcus hydrogenalis GCA_000191745.2	879306	GCA_000191745.2	0.09	0.113947	0.076783	846	1148
s__Collinsella sp003466125 GCA_003436895.1	2292334	GCA_003436895.1	0.09	0.018999	0.037717	946	1148
s__Bradyrhizobium sp003020075 GCA_003020075.1	2133945	GCA_003020075.1	0.09	0.057792	0.043651	3156	1148
s__Ruminococcus_D sp900604945 GCA_900604945.1	2364796	GCA_900604945.1	0.08	0.015282	0.015282	1001	1021
s__Negativibacillus massiliensis GCA_900148495.1	1871035	GCA_900148495.1	0.08	0.028768	0.025029	1106	1021
s__Anaerococcus lactolyticus	33032		0.08	0.011072	0.011072	820	1021
s__Peptoniphilus_C pacaensis GCA_900088125.1	1776390	GCA_900088125.1	0.08	0.033537	0.031709	750	1021
s__Fenollaria massiliensis GCA_002998695.1	2081703	GCA_002998695.1	0.08	0.077561	0.04091	688	1021
s__Ezakiella coagulans GCA_003096635.1	46507	GCA_003096635.1	0.08	0.014771	0.01474	699	1021
s__Varibaculum timonense_A GCA_900120415.1	1870994	GCA_900120415.1	0.08	0.01999	0.011105	841	1021
s__Actinotignum timonense GCA_002860685.1	1870995	GCA_002860685.1	0.08	0.042206	0.040795	951	1021
s__Methanobrevibacter_A smithii_A GCA_000189975.2	911125	GCA_000189975.2	0.08	0.123136	0.072934	759	1021
s__Faecalibacillus sp003480255 GCA_003475785.1	2292032	GCA_003475785.1	0.07	0.012245	0.012304	789	893
s__Anaerococcus vaginimassiliensis GCA_900626155.1	2042308	GCA_900626155.1	0.07	0.020823	0.01533	638	893
s__Urinicoccus timonensis GCA_000221565.2	879308	GCA_000221565.2	0.07	0.052001	0.025822	663	893
s__Peptoniphilus_B duerdenii GCA_000478945.1	1111133	GCA_000478945.1	0.07	0.044906	0.031639	646	893
s__Klebsiella pneumoniae	573		0.07	0.045474	0.03271	1105	893
s__Enterococcus faecalis	1351		0.06	0.041892	0.041892	831	766
s__Allobacillus salarius GCA_007559425.1	1955272	GCA_007559425.1	0.06	0.041475	0.011681	704	766
s__Copromonas sp000435795 GCA_014385265.1	2763663	GCA_014385265.1	0.06	0.026943	0.026944	862	766
s__Bacteroides xylanisolvens GCA_018785775.1	371601	GCA_018785775.1	0.06	0.033353	0.030245	1815	766
s__Gordonibacter urolithinfaciens GCA_009755005.1	1335613	GCA_009755005.1	0.06	0.020343	0.125	1025	766
s__Peptococcus niger GCA_900101835.1	2741	GCA_900101835.1	0.06	0.029492	0.029492	623	766
s__Staphylococcus lugdunensis GCA_001812005.1	1739335	GCA_001812005.1	0.05	0.026187	0.025071	631	638
s__Faecalibacterium sp900758465 GCA_900758465.1	259315	GCA_900758465.1	0.05	0.026425	0.015875	519	638
s__Ruthenibacterium lactatiformans GCA_000949455.1	1550024	GCA_000949455.1	0.05	0.015155	0.02422	1117	638
s__Anaerococcus jeddahensis GCA_001182725.1	1673719	GCA_001182725.1	0.05	0.038327	0.016441	494	638
s__Peptoniphilus_E obesi GCA_000311865.1	1118062	GCA_000311865.1	0.05	0.056301	0.054045	413	638
s__Alistipes communis GCA_006542745.1	2585118	GCA_006542745.1	0.05	0.016345	0.011203	846	638
s__Alistipes shahii	328814		0.05	0.016089	0.016089	975	638
s__Gleimia urinae GCA_900119695.1	1689268	GCA_900119695.1	0.05	0.019693	0.01747	452	638
g__Actinomyces	1654		0.05	0.018293	0.016555	789	638
s__Agrobacterium oryzihabitans GCA_000219665.2	1050720	GCA_000219665.2	0.05	0.018228	0.018148	1144	638
s__Lachnospira sp003537285 GCA_003458705.1	2292233	GCA_003458705.1	0.04	0.080803	0.011973	466	510
s__Dorea_A longicatena GCA_025150085.1	88431	GCA_025150085.1	0.04	0.025709	0.014981	548	510
s__Oliverpabstia sp002361775 GCA_002361775.1	1946473	GCA_002361775.1	0.04	0.024326	0.024247	602	510
s__Anaerococcus urinomassiliensis GCA_900128425.1	1745712	GCA_900128425.1	0.04	0.030035	0.016013	412	510
s__Peptoniphilus_A harei GCA_001815405.1	1739525	GCA_001815405.1	0.04	0.046912	0.025595	376	510
s__Alistipes cottocaccae GCA_002161445.1	1965650	GCA_002161445.1	0.04	0.015044	0.014993	670	510
s__Rothia mucilaginosa_A	155900		0.04	0.01638	0.01347	481	510
s__Dermabacter hominis	36740		0.04	0.022951	0.011144	473	510
s__Corynebacterium glucuronolyticum GCA_001815555.1	1739536	GCA_001815555.1	0.04	0.019548	0.027175	546	510
s__Pseudomonas_E antarctica_A GCA_001647715.1	219572	GCA_001647715.1	0.04	0.013832	0.012905	1302	510
s__Methylobacterium thiocyanatum GCA_000019945.1	441620	GCA_000019945.1	0.04	0.01806	0.017406	1045	510
s__Cloacibacillus porcorum GCA_001701045.1	1197717	GCA_001701045.1	0.04	0.017114	0.016867	750	510
s__Dialister micraerophilus GCA_000194985.1	888062	GCA_000194985.1	0.04	0.030637	0.023101	257	510
s__Lactococcus cremoris GCA_000009425.1	416870	GCA_000009425.1	0.03	0.020535	0.01595	351	383
f__Staphylococcaceae	90964		0.03	0.75	0.75	358	383
s__Gemella morbillorum GCA_000185645.1	562982	GCA_000185645.1	0.03	0.024226	0.024002	237	383
s__CAG-313 sp000433035 GCA_000433035.1	1262969	GCA_000433035.1	0.03	0.035008	0.035008	256	383
s__Blautia sp001304935 GCA_014287615.1	2763026	GCA_014287615.1	0.03	0.020445	0.020213	1045	383
s__Lawsonibacter asaccharolyticus GCA_003112755.1	2108523	GCA_003112755.1	0.03	0.014715	0.018131	541	383
s__Anaerococcus mediterraneensis GCA_900128415.1	1870984	GCA_900128415.1	0.03	0.016879	0.016953	341	383
s__Peptoniphilus_A timonensis GCA_000312025.1	1095770	GCA_000312025.1	0.03	0.097633	0.058607	229	383
s__Parvimonas micra GCA_000493795.1	1408286	GCA_000493795.1	0.03	0.028067	0.010522	217	383
g__Murdochiella	1161127		0.03	0.130531	0.130531	225	383
g__Corynebacterium	1716		0.03	0.077886	0.077886	380	383
g__Aerococcus	1375		0.02	0.019671	0.019671	217	255
s__Mediannikoviicoccus massiliensis GCA_001407835.1	1689303	GCA_001407835.1	0.02	0.021678	0.021678	162	255
s__Odoribacter splanchnicus GCA_000190535.1	709991	GCA_000190535.1	0.02	0.012534	0.012544	454	255
s__Alistipes_A indistinctus	626932		0.02	0.011199	0.0112	319	255
s__Porphyromonas asaccharolytica	28123		0.02	0.007897	0.006208	197	255
s__Actinomyces graevenitzii	55565		0.02	0.009477	0.009477	189	255
g__Mobiluncus	2050		0.02	0.101695	0.101695	225	255
g__Phyllobacterium	28100		0.02	0.048023	0.048023	454	255
g__Butyricimonas	574697		0.01	0.012306	0.012082	240	128
g__Porphyromonas	836		0.01	0.017019	0.010363	138	128
g__Pauljensenia	2740557		0.01	0.057103	0.057103	158	128
s__Veillonella nakazawae GCA_009710805.1	39778	GCA_009710805.1	0.01	0.026836	0.020207	178	128
