Pfam ID	Name	Copies per Million (CPM)	Relative Abundance
PF06826	Predicted Permease Membrane Region	849.088	0.0849087970422021
PF00374	Nickel-dependent hydrogenase	846.914	0.08469139704977523
PF01026	TatD related DNase	844.16	0.08441599705936878
PF00111	2Fe-2S iron-sulfur cluster binding domain	841.432	0.08414319706887177
PF02080	TrkA-C domain	841.167	0.08411669706979491
PF01676	Metalloenzyme superfamily	839.49	0.08394899707563673
PF02852	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	836.95	0.08369499708448483
PF05593	RHS Repeat	835.446	0.083544597089724
PF01977	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	833.317	0.08333169709714038
PF00557	Metallopeptidase family M24	831.566	0.08315659710323998
PF02492	CobW/HypB/UreG, nucleotide-binding domain	831.517	0.08315169710341068
PF06097	Bacterial protein of unknown function (DUF945)	831.025	0.08310249710512456
PF02133	Permease for cytosine/purines, uracil, thiamine, allantoin	830.801	0.08308009710590486
PF03711	Orn/Lys/Arg decarboxylase, C-terminal domain	829.73	0.0829729971096357
PF00753	Metallo-beta-lactamase superfamily	829.237	0.08292369711135306
PF01791	DeoC/LacD family aldolase	828.086	0.08280859711536256
PF04295	D-galactarate dehydratase / Altronate hydrolase, C terminus	825.02	0.08250199712604298
PF01168	Alanine racemase, N-terminal domain	819.297	0.08192969714597904
PF01075	Glycosyltransferase family 9 (heptosyltransferase)	818.235	0.08182349714967851
PF01118	Semialdehyde dehydrogenase, NAD binding domain	817.56	0.08175599715202989
PF05958	tRNA (Uracil-5-)-methyltransferase	813.766	0.08137659716524627
PF00004	ATPase family associated with various cellular activities (AAA)	809.858	0.08098579717885979
PF01204	Trehalase	809.521	0.08095209718003374
PF01435	Peptidase family M48	809.226	0.08092259718106136
PF00441	Acyl-CoA dehydrogenase, C-terminal domain	806.736	0.08067359718973528
PF01520	N-acetylmuramoyl-L-alanine amidase	804.907	0.0804906971961066
PF01306	LacY proton/sugar symporter	795.335	0.07953349722945068
PF08013	Tagatose 6 phosphate kinase	795.309	0.07953089722954124
PF03734	L,D-transpeptidase catalytic domain	791.062	0.07910619724433567
PF00550	Phosphopantetheine attachment site	780.6	0.07805999728078003
PF06808	Tripartite ATP-independent periplasmic transporter, DctM component	780.487	0.07804869728117367
PF03279	Bacterial lipid A biosynthesis acyltransferase	769.037	0.07690369732105974
PF01848	Hok/gef family	760.841	0.07608409734961051
PF00381	PTS HPr component phosphorylation site	756.663	0.07566629736416457
PF04879	Molybdopterin oxidoreductase Fe4S4 domain	754	0.07539999737344114
PF02525	Flavodoxin-like fold	746.759	0.07467589739866516
PF03611	PTS system sugar-specific permease component	745.635	0.07456349740258061
PF00254	FKBP-type peptidyl-prolyl cis-trans isomerase	744.113	0.07441129740788249
PF02836	Glycosyl hydrolases family 2, TIM barrel domain	741.491	0.07414909741701624
PF00275	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	741.438	0.07414379741720085
PF01212	Beta-eliminating lyase	740.72	0.07407199741970201
PF00313	'Cold-shock' DNA-binding domain	737.982	0.07379819742923982
PF00120	Glutamine synthetase, catalytic domain	734.497	0.07344969744137982
PF01156	Inosine-uridine preferring nucleoside hydrolase	734.062	0.07340619744289516
PF02875	Mur ligase family, glutamate ligase domain	732.425	0.07324249744859763
PF05321	Haemolysin expression modulating protein	731.955	0.07319549745023489
PF03061	Thioesterase superfamily	731.579	0.07315789745154468
PF00534	Glycosyl transferases group 1	731.04	0.07310399745342228
PF00691	OmpA family	729.996	0.07299959745705906
PF03741	Integral membrane protein TerC family	727.772	0.07277719746480636
PF00156	Phosphoribosyl transferase domain	725.129	0.07251289747401327
PF03180	NLPA lipoprotein	725.085	0.07250849747416653
PF01292	Prokaryotic cytochrome b561	724.071	0.0724070974776988
PF01312	FlhB HrpN YscU SpaS Family	723.831	0.07238309747853484
PF05193	Peptidase M16 inactive domain	721.131	0.07211309748794029
PF00425	chorismate binding enzyme	720.778	0.07207779748916997
PF00485	Phosphoribulokinase / Uridine kinase family	720.602	0.07206019748978305
PF00809	Pterin binding enzyme	719.998	0.0719997974918871
PF01202	Shikimate kinase	718.173	0.07181729749824448
PF01554	MatE	716.03	0.07160299750570961
PF05683	Fumarase C-terminus	715.623	0.0715622975071274
PF01053	Cys/Met metabolism PLP-dependent enzyme	714.913	0.07149129750960069
PF01228	Glycine radical	712.204	0.07122039751903748
PF01544	CorA-like Mg2+ transporter protein	711.02	0.07110199752316196
PF01565	FAD binding domain	706.635	0.07066349753843709
PF05175	Methyltransferase small domain	704.808	0.07048079754480145
PF00391	PEP-utilising enzyme, mobile domain	704.643	0.07046429754537624
PF03830	PTS system sorbose subfamily IIB component	703.633	0.07036329754889457
PF00551	Formyl transferase	702.6	0.07025999755249301
PF04542	Sigma-70 region 2	695.116	0.06951159757856352
PF00462	Glutaredoxin	694.235	0.0694234975816325
PF01914	MarC family integral membrane protein	692.875	0.06928749758637007
PF06178	Oligogalacturonate-specific porin protein (KdgM)	691.785	0.06917849759016706
PF02056	Family 4 glycosyl hydrolase	691.65	0.06916499759063734
PF00877	NlpC/P60 family	690.375	0.06903749759507881
PF07724	AAA domain (Cdc48 subfamily)	689.24	0.06892399759903257
PF00342	Phosphoglucose isomerase	689.097	0.06890969759953072
PF02746	Mandelate racemase / muconate lactonizing enzyme, N-terminal domain	688.722	0.06887219760083703
PF01139	tRNA-splicing ligase RtcB	687.035	0.0687034976067137
PF02595	Glycerate kinase family	681.667	0.06816669762541312
PF00717	Peptidase S24-like	676.726	0.06767259764262509
PF00180	Isocitrate/isopropylmalate dehydrogenase	676.358	0.06763579764390702
PF00521	DNA gyrase/topoisomerase IV, subunit A	674.973	0.06749729764873168
PF01258	Prokaryotic dksA/traR C4-type zinc finger	674.889	0.06748889764902428
PF00482	Type II secretion system (T2SS), protein F	674.808	0.06748079764930645
PF01432	Peptidase family M3	673.284	0.0673283976546153
PF03212	Pertactin	673.121	0.0673120976551831
PF00311	Phosphoenolpyruvate carboxylase	672.222	0.06722219765831478
PF13817	IS66 C-terminal element	671.481	0.06714809766089605
PF02803	Thiolase, C-terminal domain	670.523	0.06705229766423325
PF01061	ABC-2 type transporter	663.484	0.0663483976887536
PF14833	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase	663.372	0.06633719768914374
PF05231	MASE1	662.504	0.06625039769216744
PF00941	FAD binding domain in molybdopterin dehydrogenase	660.281	0.06602809769991125
PF14691	Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster	659.423	0.06594229770290008
PF08238	Sel1 repeat	657.532	0.06575319770948738
PF04012	PspA/IM30 family	656.591	0.06565909771276536
PF03471	Transporter associated domain	655.938	0.06559379771504009
PF00224	Pyruvate kinase, barrel domain	655.381	0.0655380977169804
PF00725	3-hydroxyacyl-CoA dehydrogenase, C-terminal domain	654.229	0.0654228977209934
PF02357	Transcription termination factor nusG	651.618	0.06516179773008882
PF02652	L-lactate permease	651.507	0.06515069773047548
PF03320	Bacterial fructose-1,6-bisphosphatase, glpX-encoded	650.881	0.06508809773265614
PF05170	AsmA family	649.801	0.06498009773641833
PF00263	Bacterial type II and III secretion system protein	648.169	0.0648168977421034
PF03610	PTS system fructose IIA component	645.614	0.06456139775100375
PF01627	Hpt domain	644.409	0.06444089775520136
PF01225	Mur ligase family, catalytic domain	644.188	0.06441879775597122
PF01553	Acyltransferase	642.469	0.06424689776195935
PF01136	Peptidase family U32	642.383	0.06423829776225894
PF00881	Nitroreductase family	642.179	0.06421789776296956
PF01058	NADH ubiquinone oxidoreductase, 20 Kd subunit	641.7	0.06416999776463816
PF03144	Elongation factor Tu domain 2	640.011	0.06400109777052179
PF00950	ABC 3 transport family	638.495	0.06384949777580279
PF03609	PTS system sorbose-specific iic component	637.623	0.06376229777884039
PF01343	Peptidase family S49	635.681	0.06356809778560535
PF04069	Substrate binding domain of ABC-type glycine betaine transport system	635.597	0.06355969778589796
PF02335	Cytochrome c552	633.494	0.06334939779322377
PF01047	MarR family	632.895	0.06328949779531037
PF05524	PEP-utilising enzyme, N-terminal	632.388	0.06323879779707652
PF12911	N-terminal TM domain of oligopeptide transport permease C	631.968	0.06319679779853958
PF17158	Membrane-associated sensor, integral membrane domain	628.609	0.06286089781024067
PF13258	Domain of unknown function (DUF4049)	628.57	0.06285699781037653
PF08019	Phosphoethanolamine transferase EptA/EptB	627.114	0.06271139781544849
PF03605	Anaerobic c4-dicarboxylate membrane transporter	626.443	0.06264429781778592
PF01055	Glycosyl hydrolases family 31	625.994	0.06259939781935
PF01738	Dienelactone hydrolase family	624.062	0.06240619782608013
PF02698	DUF218 domain	623.206	0.06232059782906201
PF02203	Tar ligand binding domain homologue	620.061	0.062006097840017614
PF02195	ParB-like nuclease domain	619.99	0.06199899784026494
PF00970	Oxidoreductase FAD-binding domain	617.849	0.061784897847723126
PF01551	Peptidase family M23	616.847	0.06168469785121358
PF04349	Periplasmic glucan biosynthesis protein, MdoG	616.306	0.061630597853098164
PF00389	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain	616.106	0.06161059785379485
PF01336	OB-fold nucleic acid binding domain	613.965	0.061396497861253035
PF02769	AIR synthase related protein, C-terminal domain	608.668	0.06086679787970512
PF02615	Malate/L-lactate dehydrogenase	607.515	0.0607514978837216
PF02705	K+ potassium transporter	604.487	0.06044869789426963
PF01040	UbiA prenyltransferase family	603.175	0.060317497898839986
PF01523	Putative modulator of DNA gyrase	602.572	0.06025719790094054
PF00749	tRNA synthetases class I (E and Q), catalytic domain	600.508	0.06005079790813049
PF09339	IclR helix-turn-helix domain	598.738	0.05987379791429629
PF12804	MobA-like NTP transferase domain	597.901	0.059790097917211966
PF10431	C-terminal, D2-small domain, of ClpB protein	596.623	0.05966229792166389
PF02470	MlaD protein	596.273	0.059627297922883106
PF00185	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	596.14	0.059613997923346415
PF01098	Cell cycle protein	595.396	0.05953959792593813
PF00472	RF-1 domain	595.311	0.05953109792623424
PF01297	Zinc-uptake complex component A periplasmic	594.407	0.05944069792938332
PF00436	Single-strand binding protein family	590.589	0.05905889794268332
PF00006	ATP synthase alpha/beta family, nucleotide-binding domain	590.554	0.05905539794280524
PF01751	Toprim domain	590.163	0.059016297944167295
PF01515	Phosphate acetyl/butaryl transferase	586.697	0.05866969795624111
PF00871	Acetokinase family	584.694	0.058469397963218546
PF13302	Acetyltransferase (GNAT) domain	584.075	0.05840749796537484
PF00994	Probable molybdopterin binding domain	582.989	0.05829889796915793
PF00216	Bacterial DNA-binding protein	582.1	0.058209997972254755
PF01295	Adenylate cyclase, class-I	581.109	0.0581108979757069
PF03328	HpcH/HpaI aldolase/citrate lyase family	579.062	0.05790619798283763
PF02774	Semialdehyde dehydrogenase, dimerisation domain	579.035	0.05790349798293167
PF13458	Periplasmic binding protein	578.943	0.05789429798325216
PF09695	Bacterial protein of unknown function (YtfJ_HI0045)	577.654	0.05776539798774239
PF02613	Nitrate reductase delta subunit	577.146	0.057714597989512006
PF02413	Caudovirales tail fibre assembly protein, lambda gpK	574.316	0.057431597999370324
PF07095	Intracellular growth attenuator protein IgaA	574.269	0.057426897999534036
PF02894	Oxidoreductase family, C-terminal alpha/beta domain	574.106	0.05741059800010185
PF12146	Serine aminopeptidase, S33	573.927	0.0573926980007254
PF05708	Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family	573.692	0.05736919800154402
PF08335	GlnD PII-uridylyltransferase	573.602	0.05736019800185753
PF13417	Glutathione S-transferase, N-terminal domain	573.54	0.05735399800207351
PF01966	HD domain	571.102	0.057110198010566285
PF11975	Family 4 glycosyl hydrolase C-terminal domain	570.996	0.05709959801093554
PF01555	DNA methylase	570.923	0.057092298011189827
PF14602	Hexapeptide repeat of succinyl-transferase	570.379	0.05703789801308485
PF00146	NADH dehydrogenase	570.166	0.05701659801382685
PF01654	Cytochrome bd terminal oxidase subunit I	568.747	0.05687469801876992
PF01497	Periplasmic binding protein	565.803	0.05658029802902535
PF00478	IMP dehydrogenase / GMP reductase domain	561.945	0.056194498042464694
PF00346	Respiratory-chain NADH dehydrogenase, 49 Kd subunit	560.2	0.0560199980485434
PF02706	Chain length determinant protein	559.157	0.05591569805217669
PF02754	Cysteine-rich domain	555.951	0.05559509806334478
PF02350	UDP-N-acetylglucosamine 2-epimerase	555.572	0.05555719806466504
PF02779	Transketolase, pyrimidine binding domain	554.037	0.055403698070012206
PF02899	Phage integrase, N-terminal SAM-like domain	553.801	0.05538009807083432
PF11924	Inverse autotransporter, beta-domain	551.255	0.0551254980797033
PF06952	PsiA protein	549.436	0.05494359808603979
PF01757	Acyltransferase family	549.405	0.054940498086147774
PF00874	PRD domain	548.258	0.05482579809014335
PF06406	StbA protein	548.107	0.05481069809066936
PF00899	ThiF family	544.088	0.054408798104669545
PF00795	Carbon-nitrogen hydrolase	543.979	0.054397898105049254
PF05068	Mannitol repressor	543.264	0.054326398107539954
PF11692	Protein of unknown function (DUF3289)	542.916	0.05429159810875221
PF01402	Ribbon-helix-helix protein, copG family	542.374	0.05423739811064027
PF01648	4'-phosphopantetheinyl transferase superfamily	541.995	0.05419949811196051
PF00587	tRNA synthetase class II core domain (G, H, P, S and T)	541.558	0.054155798113482805
PF05343	M42 glutamyl aminopeptidase	541.257	0.05412569811453133
PF01467	Cytidylyltransferase-like	540.202	0.05402019811820642
PF02737	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain	538.774	0.05387739812318087
PF00285	Citrate synthase, C-terminal domain	538.264	0.05382639812495745
PF00037	4Fe-4S binding domain	538.077	0.05380769812560886
PF00230	Major intrinsic protein	537.884	0.05378839812628119
PF00296	Luciferase-like monooxygenase	537.162	0.053716198128796265
PF01041	DegT/DnrJ/EryC1/StrS aminotransferase family	537.036	0.053703598129235176
PF04403	Paraquat-inducible protein A	536.938	0.05369379812957657
PF12848	ABC transporter	536.839	0.05368389812992144
PF07728	AAA domain (dynein-related subfamily)	533.8	0.05337999814050779
