Name	Tax ID	GTDB ID	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Methylobacterium thiocyanatum GCA_000019945.1	441620	GCA_000019945.1	0.02	0.017774	0.017054	1643	789
s__Staphylococcus epidermidis	1282		0.01	0.023423	0.023449	308	394
s__Dermabacter hominis	36740		0.01	0.012634	0.012655	385	394
s__Slackia exigua	84109		0.01	0.019918	0.019909	488	394
s__Prevotella timonensis_A GCA_000762405.1	1401062	GCA_000762405.1	0.01	0.023175	0.012568	772	394
s__Bradyrhizobium japonicum_C GCA_000426845.1	1304878	GCA_000426845.1	0.01	0.018888	0.02994	1543	394
s__Bradyrhizobium sp000938305	722472		0.01	0.00513	0.004797	1552	394
s__Afipia sp001425835 GCA_001425835.1	1736436	GCA_001425835.1	0.01	0.025871	0.01939	677	394
s__Agrobacterium oryzihabitans GCA_000219665.2	1050720	GCA_000219665.2	0.01	0.017348	0.016312	1181	394
g__Phyllobacterium	28100		0.01	0.041667	0.041667	590	394
s__Peptoniphilus_A vaginalis GCA_900176605.1	1756987	GCA_900176605.1	0.01	0.05091	0.014687	332	394
s__Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	GCA_000378725.1	0.01	0.031638	0.014318	332	394
s__Anaerococcus vaginimassiliensis GCA_900626155.1	2042308	GCA_900626155.1	0.01	0.024566	0.018338	257	394
s__Mogibacterium timidum	35519		0.01	0.012233	0.012233	205	394
