Name	Tax ID	GTDB ID	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Prevotella sp000479005 GCA_000479005.1	1111130	GCA_000479005.1	0.18	0.064502	0.025736	3991	3460
s__Mobiluncus curtisii GCA_000196535.1	548479	GCA_000196535.1	0.17	0.022885	0.017798	2948	3268
s__Fenollaria massiliensis GCA_002998695.1	2081703	GCA_002998695.1	0.16	0.117964	0.064663	2077	3075
s__Peptoniphilus_A lacrimalis GCA_000378725.1	1122949	GCA_000378725.1	0.14	0.227202	0.121253	1993	2691
s__Peptoniphilus_A grossensis GCA_000311825.1	1118057	GCA_000311825.1	0.14	0.121841	0.088242	2328	2691
s__Winkia sp002849225 GCA_002849225.1	2066054	GCA_002849225.1	0.14	0.079112	0.044591	2441	2691
s__Gleimia europaea_B GCA_000411155.1	883069	GCA_000411155.1	0.14	0.097249	0.093982	2166	2691
s__Corynebacterium amycolatum_A GCA_001809065.1	1715027	GCA_001809065.1	0.14	0.107021	0.09046	2638	2691
s__Cutibacterium avidum GCA_000477735.1	1203572	GCA_000477735.1	0.13	0.100182	0.310345	2664	2499
s__Corynebacterium propinquum GCA_000375525.1	1121367	GCA_000375525.1	0.13	0.07656	0.076081	2586	2499
s__Ezakiella coagulans GCA_003096635.1	46507	GCA_003096635.1	0.12	0.044058	0.044051	1713	2307
s__Fusobacterium vincentii GCA_000163915.2	469602	GCA_000163915.2	0.11	0.401776	0.077128	1970	2114
s__Prevotella sp900547085 GCA_900547085.1	159272	GCA_900547085.1	0.09	0.072183	0.041037	1433	1730
s__Lawsonella clevelandensis GCA_001281505.1	1528099	GCA_001281505.1	0.09	0.062588	0.047626	1414	1730
s__Porphyromonas_A bennonis GCA_000375645.1	1122971	GCA_000375645.1	0.08	0.043555	0.041556	1284	1538
s__Corynebacterium tuberculostearicum GCA_000156615.2	525264	GCA_000156615.2	0.08	0.051983	0.031969	1562	1538
s__Actinobaculum massiliense GCA_000315465.1	883066	GCA_000315465.1	0.07	0.054821	0.054601	1112	1345
s__Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	GCA_000175635.1	0.07	0.051413	0.03067	1351	1345
s__Dialister invisus GCA_000160055.1	592028	GCA_000160055.1	0.07	0.040809	0.040286	1062	1345
s__Peptoniphilus_A lacydonensis GCA_900106515.1	1673725	GCA_900106515.1	0.06	0.088806	0.052007	892	1153
s__Urinicoccus timonensis GCA_000221565.2	879308	GCA_000221565.2	0.06	0.050015	0.016432	985	1153
s__Anaerococcus vaginimassiliensis GCA_900626155.1	2042308	GCA_900626155.1	0.06	0.083389	0.069054	830	1153
s__Porphyromonas_A somerae GCA_000372405.1	1122975	GCA_000372405.1	0.06	0.043604	0.031127	1197	1153
s__Fusobacterium vincentii	851		0.06	0.502423	0.093023	1060	1153
s__Aerococcus urinae_B GCA_001811135.1	1739288	GCA_001811135.1	0.05	0.073756	0.07034	781	961
s__Peptoniphilus_C pacaensis GCA_900088125.1	1776390	GCA_900088125.1	0.05	0.023676	0.019354	794	961
s__Anaerococcus provencensis GCA_000312365.2	938293	GCA_000312365.2	0.05	0.018598	0.018022	851	961
s__Gleimia urinae GCA_900119695.1	1689268	GCA_900119695.1	0.05	0.027724	0.021321	755	961
g__Corynebacterium	1716		0.05	0.010589	0.010589	1052	961
s__Dolosigranulum pigrum GCA_000245815.1	883103	GCA_000245815.1	0.04	0.031551	0.031551	521	769
s__Staphylococcus haemolyticus GCA_001837445.1	1715044	GCA_001837445.1	0.04	0.03555	0.025802	633	769
s__Trueperella bernardiae GCA_001808405.1	1581135	GCA_001808405.1	0.04	0.028388	0.010735	605	769
s__Dermabacter hominis	36740		0.04	0.032034	0.014663	751	769
s__Anaerococcus vaginalis_C GCA_001815585.1	1739537	GCA_001815585.1	0.03	0.00739	0.009874	430	577
s__Ralstonia pickettii_B GCA_000372665.1	1264675	GCA_000372665.1	0.03	0.01661	0.015802	1005	577
s__Cutibacterium acnes	1747		0.03	0.021277	0.022934	614	577
s__Corynebacterium accolens GCA_000159115.1	525260	GCA_000159115.1	0.03	0.020376	0.012566	599	577
s__Corynebacterium aurimucosum_F GCA_000022905.1	548476	GCA_000022905.1	0.03	0.014837	0.014348	639	577
s__Slackia exigua	84109		0.03	0.023403	0.023416	521	577
s__Porphyromonas asaccharolytica	28123		0.02	0.023716	0.009064	291	384
s__Bradyrhizobium sp003020075	2057741		0.02	0.011894	0.011906	930	384
s__Corynebacterium mucifaciens	57171		0.02	0.007826	0.007826	398	384
s__Agathobacter faecis GCA_001406815.1	301302	GCA_001406815.1	0.01	0.011106	0.011084	298	192
s__Anaerococcus hydrogenalis GCA_000191745.2	879306	GCA_000191745.2	0.01	0.006751	0.009891	117	192
s__Anaerococcus senegalensis GCA_000321005.2	1033733	GCA_000321005.2	0.01	0.011316	0.010991	141	192
s__Helcococcus sueciensis GCA_000423145.1	1121947	GCA_000423145.1	0.01	0.023594	0.023612	161	192
s__Corynebacterium glucuronolyticum	39791		0.01	0.011149	0.014072	258	192
g__Veillonella	29465		0.01	0.034934	0.035294	242	192
